node_id,x,y,highway
3332266267,-2.5912218,51.4605179,crossing
3332266271,-2.5908938,51.4605173,crossing
21309823,-2.5908505,51.4631618,
21309821,-2.5910172,51.4622222,
4610359742,-2.5899999,51.4626939,traffic_signals
5905199213,-2.5899383,51.4626868,crossing
30239268,-2.591424,51.4624519,
1227136503,-2.5914505,51.4619156,
1247760948,-2.5908345,51.4621265,
30239270,-2.59126,51.4628933,
30239256,-2.5917413,51.4625895,
5359925883,-2.5916432,51.4617734,
1227136451,-2.5921504,51.4623128,
1247761041,-2.5909029,51.4620329,
1080015181,-2.5907034,51.4633056,
859323223,-2.5883204,51.4623002,
3329862698,-2.5810936,51.4655282,
262442627,-2.587734,51.460486,
262442297,-2.5878976,51.460181,
287226447,-2.5895984,51.4600951,
262442694,-2.5876978,51.4607822,
25280229,-2.5873836,51.4599989,
5750157404,-2.5900156,51.4597615,
5750157402,-2.5897037,51.4601155,
5111590153,-2.5872472,51.4596964,
25280231,-2.5856936,51.4603664,
2179077577,-2.5868746,51.4597587,
2179076476,-2.5854667,51.4600774,
2204308509,-2.5850581,51.4601928,
2179076502,-2.5850318,51.4594907,crossing
6284335747,-2.585855,51.4599717,
26151671,-2.591134,51.4641133,
1081318900,-2.5909592,51.4640987,
1081318805,-2.5908412,51.4640889,
1079382215,-2.591819,51.4625406,
1079382140,-2.5920878,51.4627037,
30239264,-2.5919408,51.461554,
2743760828,-2.5921642,51.4613967,
5359925880,-2.5913836,51.461629,
13410527026,-2.5860827,51.464735,
262442011,-2.5818425,51.4600443,
1242132572,-2.582092,51.4602576,crossing
1280821711,-2.5813726,51.4597703,
117678033,-2.5814422,51.460722,
5832845881,-2.5816155,51.4604803,
117677944,-2.5812375,51.4596885,
1280821682,-2.5811121,51.4596192,crossing
6327222249,-2.5813949,51.4595972,
5425642852,-2.5808903,51.459891,
117677946,-2.5809909,51.4595594,
5834930883,-2.5813347,51.4593431,
6327222250,-2.5814887,51.4596297,
5425642851,-2.5810094,51.4599687,
5832845874,-2.5806087,51.4600402,
117678047,-2.5811666,51.4592898,
117677950,-2.5801921,51.4591213,
5834930882,-2.5813169,51.4590895,
117677951,-2.5795691,51.4587737,
7324658494,-2.579117,51.4598788,
5834330514,-2.5807727,51.4587147,
6281096761,-2.5792326,51.4585747,
6407359799,-2.5796181,51.4587356,crossing
6283115514,-2.579278,51.458984,
117677958,-2.5789506,51.4599699,
5834330513,-2.5806043,51.4586172,
12750591314,-2.5812133,51.4584174,
12989585399,-2.5792658,51.4585532,crossing
287289461,-2.5789041,51.4583672,
6281096610,-2.5797672,51.458623,
6281096609,-2.5792995,51.4585722,crossing
6283115512,-2.5793464,51.459021,
6058526630,-2.5789992,51.4600827,
117677976,-2.580739,51.4579767,
5834330502,-2.5809231,51.4580373,
1280813728,-2.5803905,51.4581867,
5834330531,-2.5799415,51.4581144,
1280813726,-2.5813516,51.4582724,
6281096660,-2.5817644,51.4579102,
5834330523,-2.5803218,51.4582365,
117677989,-2.5813919,51.4582947,
5834330512,-2.581852,51.4579578,
12750591315,-2.5812617,51.458443,
117677996,-2.582119,51.4577625,
537157926,-2.5813786,51.4574975,
1280813702,-2.5826803,51.4576915,
117678004,-2.5816191,51.4573004,
117678000,-2.5828198,51.4575605,
5834930843,-2.583014,51.4577313,
1280267499,-2.5824313,51.4574538,
13176630418,-2.5831137,51.457635,
1280267492,-2.5828923,51.4573318,
2045184012,-2.5833648,51.4577068,
117678013,-2.5809583,51.4572052,
537157945,-2.5821158,51.4569378,
1280267501,-2.5810657,51.4571724,
5834930818,-2.5825238,51.4568309,
537157950,-2.5815124,51.4570515,
12461273922,-2.5806339,51.4570962,
117678036,-2.5825658,51.4582879,
2533775206,-2.5829467,51.458248,turning_circle
5834930877,-2.583201,51.4579541,
5919438954,-2.582941,51.4583737,
117678038,-2.5817026,51.4587359,
5834930881,-2.581683,51.4587529,
6258642284,-2.5819934,51.4585636,
6258646185,-2.5815365,51.4586455,
11776527150,-2.5816737,51.458761,
5834930880,-2.5818643,51.4588741,
5061067239,-2.5820473,51.458532,
6258642280,-2.5818692,51.4584947,
6258642278,-2.581788,51.4584693,
6258646186,-2.5812738,51.4586521,
117678043,-2.5814651,51.4589415,
1280821715,-2.5816357,51.4590308,
1280821716,-2.5814868,51.4591537,
6281096613,-2.5811509,51.4590244,
11776527151,-2.5814394,51.458641,
117678074,-2.5799647,51.4602715,
117678111,-2.5809148,51.4608513,
1282175589,-2.5789716,51.4616981,
5425642850,-2.5804078,51.460123,
1282009243,-2.5799385,51.4614193,
117678115,-2.5811598,51.4607127,
3401014365,-2.5788571,51.4617698,
5832538474,-2.5793729,51.461921,
6403206657,-2.580538,51.4602301,
1282009249,-2.579797,51.4615504,
5832845865,-2.581189,51.4605775,
5832845867,-2.5809893,51.4604717,
836815177,-2.5867756,51.4657685,
247834447,-2.5904907,51.4583026,
9809981557,-2.5904747,51.4583082,
9809981567,-2.5905499,51.4582821,
2268865236,-2.5904083,51.4582058,
9809981574,-2.5907878,51.4587056,
5919449223,-2.5897481,51.4585635,
1382113262,-2.5906244,51.4582572,
1382252976,-2.5911335,51.4588197,
6056055380,-2.5843242,51.4571762,
262440061,-2.5842915,51.4575835,
12992899143,-2.5837209,51.4578102,
5448085793,-2.5836594,51.4577923,
2533775204,-2.5841624,51.457938,
262441816,-2.5829167,51.4587181,
1280674367,-2.5823682,51.4594989,
262442261,-2.5829474,51.4606347,
262442266,-2.5836602,51.4603866,
287226297,-2.582986,51.4606896,
10901402910,-2.5828583,51.4609087,
2204308507,-2.5848717,51.4602454,
5435157625,-2.5837968,51.4604796,
2433764834,-2.5838657,51.4615099,
2433764671,-2.5835709,51.4613704,
2515293881,-2.5878103,51.4609174,
2515293876,-2.5873054,51.461096,
262442695,-2.5878613,51.4610654,
6047257804,-2.5879994,51.4610135,
2515293875,-2.5874385,51.4611189,
262442698,-2.5873268,51.461195,
282238482,-2.5842743,51.4619844,
835468055,-2.5841821,51.4628803,
10681863998,-2.5846082,51.4618597,
2433764912,-2.5840492,51.4617438,
10681863994,-2.5847945,51.4620878,
2433764766,-2.5838462,51.4615201,
2433744240,-2.5832418,51.4623001,
2433764623,-2.5837445,51.4631549,
835468057,-2.5838013,51.4626429,
835468050,-2.585259,51.4649349,
283348229,-2.5836549,51.4637376,
859323097,-2.5832225,51.4637408,
283348168,-2.5830591,51.4640868,
3980721934,-2.5826653,51.4643102,
6327865039,-2.5834055,51.4643382,
13191500421,-2.5825922,51.4643068,
6327865047,-2.5835869,51.4644699,
6327865036,-2.5833218,51.4644139,
3860908599,-2.5897536,51.4595842,
1280853191,-2.5902843,51.4598982,
287226495,-2.5908459,51.4604494,
3332266270,-2.5908274,51.4605336,
1280853181,-2.5906746,51.4603191,
287226485,-2.5897108,51.4618839,
1079986909,-2.5901013,51.4620844,
859323071,-2.5895087,51.4617437,
6111856718,-2.5901167,51.4620795,
5240224498,-2.5893214,51.4615719,
1247826786,-2.5907169,51.4603063,
1280853193,-2.5904984,51.4599676,crossing
5240224479,-2.5886428,51.4616618,
287226633,-2.5921277,51.4604654,
287226719,-2.5918455,51.4602926,
1281314256,-2.5928835,51.4599046,
13127907918,-2.5920828,51.4601149,
1281314274,-2.5928218,51.4598465,crossing
3332266269,-2.5911841,51.460446,
318974394,-2.5790889,51.4582696,crossing
1969261750,-2.5791424,51.4583062,
12023837899,-2.5790322,51.4582306,
4795736874,-2.5886994,51.4629685,
300025247,-2.5868248,51.4592039,
3860890371,-2.5869765,51.4592277,
5064786728,-2.5848111,51.4592591,
2433863938,-2.5891627,51.4592088,
3860890367,-2.5870399,51.4595192,
5919449201,-2.584791,51.4586883,
492212322,-2.5846996,51.4592974,
3860890366,-2.5851507,51.4594589,
6281096626,-2.5792834,51.4583566,
6284334867,-2.5848411,51.4602033,
859323162,-2.5885168,51.4617216,
5240224480,-2.5887032,51.4617164,
5240224497,-2.589422,51.4615217,
1247760905,-2.5906917,51.4621173,
6225987531,-2.5906351,51.4614405,
6225987532,-2.5907092,51.461458,
435846358,-2.5910454,51.4581015,
835468063,-2.5813795,51.4638274,
859323102,-2.5815839,51.4636405,
1282205526,-2.5796871,51.4650573,
3842753611,-2.5847497,51.4588726,
12649817254,-2.584829,51.4569739,crossing
5919449198,-2.5854145,51.4579288,
537141811,-2.5831649,51.4567022,
8939661166,-2.5832675,51.4563079,
1280269110,-2.5833459,51.4570967,
5834930803,-2.5826715,51.4569153,
13136150089,-2.5830748,51.4571778,
3329881929,-2.5907255,51.4594505,
645089694,-2.5913149,51.4597161,
645089696,-2.5914116,51.4597097,
645089708,-2.5910916,51.4597784,
1281268388,-2.5910192,51.4598495,
645089711,-2.5909508,51.4598628,
1281314251,-2.5928164,51.4597992,
3329881928,-2.591123,51.4593456,
1280853184,-2.5901332,51.4598028,
6937982874,-2.5903388,51.4591743,
645089864,-2.5900846,51.4591941,
1280853173,-2.5907958,51.45899,
993186001,-2.5889848,51.4588096,
826648017,-2.585815,51.4564686,
12594068814,-2.5853612,51.4561519,
826648042,-2.586109,51.4566346,
5822644345,-2.5861338,51.4567663,
5822644358,-2.5861888,51.4567956,
5822644348,-2.58618,51.4568211,
12595689538,-2.5860511,51.4570222,crossing
5919449209,-2.5867832,51.4572491,
13410527024,-2.5862262,51.4646525,
835468054,-2.5830332,51.4635929,
859323020,-2.583444,51.4633434,
2433764735,-2.5827985,51.4635481,
2433764852,-2.5833536,51.4632779,
2433764788,-2.5833018,51.4632405,
2433764901,-2.5827174,51.4635828,
2433764759,-2.5826089,51.4637696,
2433764891,-2.5835771,51.4631408,
2433764693,-2.5835751,51.4627861,
2433764756,-2.5836777,51.4625626,
2433764668,-2.5834524,51.4627089,
3546758138,-2.5831928,51.4628776,
5438534268,-2.5836041,51.4625157,
835468061,-2.5819464,51.4641871,
6327939700,-2.5817118,51.4640733,
6327939694,-2.5820127,51.4641478,
6327939693,-2.5818006,51.4640173,
6327939696,-2.5814903,51.4639477,
3980721920,-2.5820606,51.4641195,
6327939555,-2.5818552,51.4640508,
835468064,-2.5829901,51.4645288,
6327862667,-2.582977,51.4645365,
6327862666,-2.5832347,51.4647159,
6327862654,-2.5827965,51.4646989,
835468067,-2.5827072,51.4648065,
5846412645,-2.5824064,51.4649799,
6327862645,-2.58312,51.4650531,
5846875210,-2.5815496,51.4654426,
5846412644,-2.5827958,51.4654051,
13191500416,-2.5823601,51.4643022,
5846875214,-2.5814621,51.4654584,
5834330062,-2.5826779,51.4595498,
859323002,-2.5822093,51.4635731,
859323296,-2.5819125,51.4638118,
859323050,-2.582409,51.4634488,
859323259,-2.5821237,51.4640743,
2433764738,-2.5824974,51.4634341,
859323146,-2.5821265,51.4633076,
859323023,-2.5826171,51.4629811,
2433744231,-2.5827016,51.463032,
2433744248,-2.5828128,51.4628543,
2433742220,-2.5829173,51.4631617,
2433744230,-2.5830433,51.4631107,
859323083,-2.5817001,51.4630511,
2433764650,-2.58292,51.4627849,
2433744233,-2.582288,51.4626297,
859323047,-2.58298,51.4623657,
2433764893,-2.583158,51.4629002,
2882617932,-2.5882186,51.462216,
6327939491,-2.5815855,51.4632988,
3980721930,-2.582056,51.4642475,
6327865043,-2.5837774,51.4646082,
6327862662,-2.5834759,51.4648012,
5794635164,-2.5878367,51.4584758,
11786838687,-2.5890827,51.457696,
10816643047,-2.5908496,51.4640564,crossing
6225987538,-2.5907256,51.4613621,
10816643813,-2.5908577,51.4640252,
10816643793,-2.5906753,51.4640413,
10816643706,-2.5909837,51.464068,
6226204667,-2.582738,51.465417,
6327862652,-2.5830605,51.4647972,
10901402914,-2.5824401,51.4606142,
1247826811,-2.5905964,51.4603385,
1280853180,-2.5904192,51.459987,
2519732440,-2.5830821,51.4571872,
1280267505,-2.5824377,51.4569773,
8942202643,-2.580462,51.4569383,
5834330054,-2.5833527,51.4594579,
1280674386,-2.5825556,51.4593567,
5834330058,-2.5828948,51.4594757,
5919438953,-2.5832342,51.4579137,
5061067470,-2.5826032,51.4584409,
5061066696,-2.5822404,51.4586665,
3860908593,-2.589147,51.4594872,crossing
1281294900,-2.5912532,51.4593155,
5823455446,-2.5911937,51.4594045,
5832538475,-2.5788841,51.4622601,
1282135928,-2.5793249,51.4627491,
1382113164,-2.5892123,51.4594016,
6226206961,-2.5826101,51.4654031,
6226206962,-2.5826384,51.4654672,
5846875217,-2.5814792,51.4654749,
6327865040,-2.5836687,51.4646662,
6327862663,-2.5834769,51.4648114,
6327862668,-2.5833294,51.4646632,
1722968881,-2.5800337,51.4625108,
1722968925,-2.5796152,51.4629682,
5448085792,-2.5835535,51.4579006,
2179076266,-2.5870988,51.4595231,
2179076472,-2.5864477,51.4596216,
2179076479,-2.586501,51.4594575,
2179076532,-2.5862775,51.4596881,
2179076344,-2.585414,51.4593946,
2179076449,-2.5856541,51.4594507,
6284334868,-2.5850338,51.4601594,
3860890364,-2.5849869,51.4594232,
6284335748,-2.5859235,51.4599523,
6284335749,-2.585681,51.4598823,
8230223567,-2.5834274,51.4622225,
2433764742,-2.583738,51.4614563,
2433764880,-2.5837394,51.461524,
5834930878,-2.5833169,51.4579855,
12594068803,-2.584233,51.4555639,
2920948564,-2.589061,51.4594061,
2941119309,-2.5879118,51.4570036,
5919449215,-2.5870702,51.4571508,
11786838677,-2.5885701,51.4570006,
5919449220,-2.587795,51.457527,
12806924704,-2.5885866,51.4570227,
13191500417,-2.5823607,51.4642859,
13191500422,-2.5826182,51.4642891,
8910794148,-2.5856513,51.4570711,
4661094416,-2.585966,51.4571757,crossing
12595689528,-2.5860048,51.4569616,
6018494689,-2.585998,51.4570386,
5061067317,-2.5824286,51.4583579,
12960802960,-2.5822237,51.4582726,
5157651754,-2.5803653,51.4572951,
6403206658,-2.580791,51.4603655,
10901402908,-2.5825333,51.4607269,
10901402906,-2.5823434,51.4608789,
5794635163,-2.5874108,51.4585254,
6106912892,-2.5877325,51.4581537,
5822644360,-2.5861245,51.4568363,
5822644369,-2.5860767,51.4568,
5834330057,-2.5831017,51.4594022,
5834330055,-2.5830236,51.4591512,
6281096653,-2.5818133,51.4578236,
12248299110,-2.5895424,51.457553,
11786838680,-2.5887635,51.4572966,
6327862646,-2.5832053,51.4649267,
6327862644,-2.583233,51.4648857,
6327862657,-2.5833915,51.4648125,
6327862653,-2.5831452,51.4647975,
6327939723,-2.5833795,51.4646353,
6327864843,-2.5832385,51.464736,
6327865044,-2.5834784,51.4645278,
6327939552,-2.5818705,51.4640412,
6327939553,-2.5818787,51.464036,
6327939695,-2.5815664,51.4638975,
6327939698,-2.5813916,51.4638896,
6824060866,-2.5855493,51.4570213,
8910794149,-2.5856226,51.4570016,
8910794147,-2.5855617,51.456941,
8910794161,-2.585689,51.456984,
8910794156,-2.5856056,51.4571438,
8910794146,-2.5855831,51.4569079,
8910794150,-2.5854462,51.4569109,
12806924703,-2.5886888,51.457178,
12248299111,-2.5897292,51.4575018,
13191500419,-2.5825215,51.4642887,
13191500424,-2.5823618,51.4642629,
