u,v,key,geometry
826736676,6481238332,0,"LINESTRING (-2.58408 51.458476, -2.584115 51.458486, -2.584491 51.458604)"
2027862783,2130610640,0,"LINESTRING (-2.584674 51.457739, -2.5846 51.457839, -2.584414 51.458054, -2.584255 51.458266, -2.584129 51.458409)"
2027862783,492221099,0,"LINESTRING (-2.584674 51.457739, -2.584759 51.4576, -2.584834 51.457508, -2.584839 51.457475, -2.584872 51.457435, -2.584924 51.45739, -2.584964 51.457329)"
2027862783,5919449198,0,"LINESTRING (-2.584674 51.457739, -2.584708 51.45775, -2.585282 51.457937, -2.585414 51.457929)"
1280674364,364165249,0,"LINESTRING (-2.584017 51.459488, -2.584046 51.459565)"
1280674364,17476874,0,"LINESTRING (-2.584017 51.459488, -2.583922 51.459234)"
1280674364,3860745715,0,"LINESTRING (-2.584017 51.459488, -2.583939 51.459501, -2.583894 51.459503)"
1280674364,2433821535,0,"LINESTRING (-2.584017 51.459488, -2.584058 51.459481, -2.584113 51.45947)"
385560628,2433821534,0,"LINESTRING (-2.584164 51.459425, -2.584185 51.459438, -2.58424 51.459458, -2.584312 51.459465, -2.584445 51.459466, -2.584144 51.459542)"
385560628,17476874,0,"LINESTRING (-2.584164 51.459425, -2.584113 51.459388, -2.584071 51.459354, -2.583922 51.459234)"
385560628,2433821537,0,"LINESTRING (-2.584164 51.459425, -2.584212 51.459385, -2.58424 51.459354)"
385560628,2433821535,0,"LINESTRING (-2.584164 51.459425, -2.584141 51.459444, -2.584113 51.45947)"
2433821535,1280674364,0,"LINESTRING (-2.584113 51.45947, -2.584058 51.459481, -2.584017 51.459488)"
2433821535,385560628,0,"LINESTRING (-2.584113 51.45947, -2.584141 51.459444, -2.584164 51.459425)"
2433821535,2433821534,0,"LINESTRING (-2.584113 51.45947, -2.584131 51.459504, -2.584144 51.459542)"
2433821534,364165249,0,"LINESTRING (-2.584144 51.459542, -2.584046 51.459565)"
2433821534,385560628,0,"LINESTRING (-2.584144 51.459542, -2.584445 51.459466, -2.584312 51.459465, -2.58424 51.459458, -2.584185 51.459438, -2.584164 51.459425)"
2433821534,2433821535,0,"LINESTRING (-2.584144 51.459542, -2.584131 51.459504, -2.584113 51.45947)"
2433821534,3860745718,0,"LINESTRING (-2.584144 51.459542, -2.584152 51.459565, -2.584146 51.459618)"
2433821537,385560628,0,"LINESTRING (-2.58424 51.459354, -2.584212 51.459385, -2.584164 51.459425)"
2433821537,492212322,0,"LINESTRING (-2.58424 51.459354, -2.584274 51.45937, -2.58433 51.459389, -2.584414 51.459389, -2.584494 51.459378, -2.584579 51.459353, -2.5847 51.459297)"
2433821537,826736676,0,"LINESTRING (-2.58424 51.459354, -2.584219 51.459338, -2.584098 51.459216, -2.584029 51.459114, -2.583995 51.459036, -2.583954 51.458839, -2.583963 51.458793, -2.583968 51.458731, -2.584037 51.458515, -2.58408 51.458476)"
2433821542,262442262,0,"LINESTRING (-2.584119 51.459829, -2.584159 51.459882, -2.584363 51.460159)"
2433821542,17476875,0,"LINESTRING (-2.584119 51.459829, -2.584067 51.459759, -2.584071 51.4597, -2.58406 51.459625)"
2433821542,2433821544,0,"LINESTRING (-2.584119 51.459829, -2.584149 51.459818, -2.584282 51.459764)"
2433821542,3860786634,0,"LINESTRING (-2.584119 51.459829, -2.584075 51.459851, -2.583836 51.459963, -2.582686 51.460448, -2.582456 51.460542)"
3860745718,17476875,0,"LINESTRING (-2.584146 51.459618, -2.584106 51.459622, -2.58406 51.459625)"
3860745718,2433821534,0,"LINESTRING (-2.584146 51.459618, -2.584152 51.459565, -2.584144 51.459542)"
3860745718,2433821544,0,"LINESTRING (-2.584146 51.459618, -2.584146 51.459646, -2.584208 51.4597, -2.58426 51.459748, -2.584282 51.459764)"
262442262,364165243,0,"LINESTRING (-2.584363 51.460159, -2.584514 51.460346)"
262442262,262442266,0,"LINESTRING (-2.584363 51.460159, -2.58366 51.460387)"
262442262,2433821542,0,"LINESTRING (-2.584363 51.460159, -2.584159 51.459882, -2.584119 51.459829)"
2433821544,2179076502,0,"LINESTRING (-2.584282 51.459764, -2.585032 51.459491)"
2433821544,3860745718,0,"LINESTRING (-2.584282 51.459764, -2.58426 51.459748, -2.584208 51.4597, -2.584146 51.459646, -2.584146 51.459618)"
2433821544,2433821542,0,"LINESTRING (-2.584282 51.459764, -2.584149 51.459818, -2.584119 51.459829)"
17659512,1692574255,0,"LINESTRING (-2.583313 51.465318, -2.583158 51.465336)"
17659512,197821399,0,"LINESTRING (-2.583313 51.465318, -2.583584 51.465323, -2.583943 51.465293, -2.584314 51.465275, -2.585121 51.465266)"
17659512,859323271,0,"LINESTRING (-2.583313 51.465318, -2.583389 51.465244, -2.583692 51.46508, -2.58393 51.464954, -2.584103 51.464862)"
1692574255,1095623213,0,"LINESTRING (-2.583158 51.465336, -2.583019 51.465359)"
1692574255,17659512,0,"LINESTRING (-2.583158 51.465336, -2.583313 51.465318)"
1692574255,6327862643,0,"LINESTRING (-2.583158 51.465336, -2.583115 51.465219, -2.583112 51.46521, -2.583101 51.465179, -2.583095 51.465157, -2.583091 51.46513, -2.58309 51.465111, -2.583092 51.465069)"
197821399,17659512,0,"LINESTRING (-2.585121 51.465266, -2.584314 51.465275, -2.583943 51.465293, -2.583584 51.465323, -2.583313 51.465318)"
197821399,835468048,0,"LINESTRING (-2.585121 51.465266, -2.586212 51.465257, -2.58634 51.46525)"
859323271,283348164,0,"LINESTRING (-2.584103 51.464862, -2.584755 51.464544)"
859323271,1692574229,0,"LINESTRING (-2.584103 51.464862, -2.583919 51.464711, -2.583841 51.464654)"
859323271,17659512,0,"LINESTRING (-2.584103 51.464862, -2.58393 51.464954, -2.583692 51.46508, -2.583389 51.465244, -2.583313 51.465318)"
1095623213,5846412644,0,"LINESTRING (-2.583019 51.465359, -2.582796 51.465405)"
1095623213,1692574255,0,"LINESTRING (-2.583019 51.465359, -2.583158 51.465336)"
6327862643,6327862645,0,"LINESTRING (-2.583092 51.465069, -2.58312 51.465053)"
6327862643,1692574255,0,"LINESTRING (-2.583092 51.465069, -2.58309 51.465111, -2.583091 51.46513, -2.583095 51.465157, -2.583101 51.465179, -2.583112 51.46521, -2.583115 51.465219, -2.583158 51.465336)"
6327862643,835468067,0,"LINESTRING (-2.583092 51.465069, -2.58307 51.465081, -2.582977 51.465016, -2.58294 51.46499, -2.582982 51.464966, -2.582806 51.464843, -2.582707 51.464806)"
835468048,836815177,0,"LINESTRING (-2.58634 51.46525, -2.586368 51.465332, -2.586461 51.465404, -2.586554 51.465432, -2.586638 51.465479, -2.586703 51.465542, -2.586727 51.465621, -2.586776 51.465768)"
835468048,197821399,0,"LINESTRING (-2.58634 51.46525, -2.586212 51.465257, -2.585121 51.465266)"
835468048,1095623221,0,"LINESTRING (-2.58634 51.46525, -2.586481 51.465228, -2.58665 51.465168)"
1692574229,6327865043,0,"LINESTRING (-2.583841 51.464654, -2.583777 51.464608)"
1692574229,859323271,0,"LINESTRING (-2.583841 51.464654, -2.583919 51.464711, -2.584103 51.464862)"
1692574229,6327862662,0,"LINESTRING (-2.583841 51.464654, -2.583758 51.464698, -2.583584 51.46479, -2.583564 51.464795, -2.583542 51.464798, -2.58352 51.4648, -2.583476 51.464801)"
17659515,1668960264,0,"LINESTRING (-2.581625 51.465686, -2.581793 51.465643)"
1668960264,17659515,0,"LINESTRING (-2.581793 51.465643, -2.581625 51.465686)"
1668960264,1668960262,0,"LINESTRING (-2.581793 51.465643, -2.582506 51.46546)"
1668960264,5846875199,0,"LINESTRING (-2.581793 51.465643, -2.581533 51.465476)"
1668960262,1668960264,0,"LINESTRING (-2.582506 51.46546, -2.581793 51.465643)"
1668960262,6226206961,0,"LINESTRING (-2.582506 51.46546, -2.582545 51.465414, -2.58261 51.465403)"
1668960262,6226206962,0,"LINESTRING (-2.582506 51.46546, -2.582586 51.465475, -2.582638 51.465467)"
5846875199,1668960264,0,"LINESTRING (-2.581533 51.465476, -2.581793 51.465643)"
5846875199,5846875210,0,"LINESTRING (-2.581533 51.465476, -2.581544 51.465469, -2.58155 51.465461, -2.581552 51.465452, -2.58155 51.465443)"
5846875199,5846875217,0,"LINESTRING (-2.581533 51.465476, -2.58152 51.46548, -2.581505 51.465481, -2.581491 51.465479, -2.581479 51.465475)"
17660703,1247839593,0,"LINESTRING (-2.590168 51.459684, -2.58995 51.459586)"
17660703,5065034057,0,"LINESTRING (-2.590168 51.459684, -2.590149 51.459603, -2.590128 51.459557, -2.590113 51.459479, -2.590138 51.459396, -2.59021 51.459306, -2.59002 51.459313, -2.58997 51.459314, -2.589934 51.459314, -2.589579 51.459317)"
17660703,1280853195,0,"LINESTRING (-2.590168 51.459684, -2.590372 51.459803, -2.590486 51.459834)"
1247839593,17660703,0,"LINESTRING (-2.58995 51.459586, -2.590168 51.459684)"
5065034057,17660703,0,"LINESTRING (-2.589579 51.459317, -2.589934 51.459314, -2.58997 51.459314, -2.59002 51.459313, -2.59021 51.459306, -2.590138 51.459396, -2.590113 51.459479, -2.590128 51.459557, -2.590149 51.459603, -2.590168 51.459684)"
1280853195,3696173720,0,"LINESTRING (-2.590486 51.459834, -2.590614 51.459939)"
1280853195,644926923,0,"LINESTRING (-2.590486 51.459834, -2.590612 51.459841, -2.590704 51.459827)"
1280853195,17660703,0,"LINESTRING (-2.590486 51.459834, -2.590372 51.459803, -2.590168 51.459684)"
3696173720,1280853195,0,"LINESTRING (-2.590614 51.459939, -2.590486 51.459834)"
3696173720,287226495,0,"LINESTRING (-2.590614 51.459939, -2.590641 51.459972, -2.590663 51.460011, -2.590733 51.460146, -2.590803 51.460277, -2.590846 51.460449)"
3696173720,1280853193,0,"LINESTRING (-2.590614 51.459939, -2.590572 51.45995, -2.590543 51.459957, -2.590498 51.459968)"
3696173720,9464338656,0,"LINESTRING (-2.590614 51.459939, -2.590653 51.45993, -2.590746 51.459907)"
644926923,1280853195,0,"LINESTRING (-2.590704 51.459827, -2.590612 51.459841, -2.590486 51.459834)"
644926923,17660738,0,"LINESTRING (-2.590704 51.459827, -2.590751 51.459815, -2.590959 51.459752)"
644926923,5823455892,0,"LINESTRING (-2.590704 51.459827, -2.590681 51.459789, -2.59067 51.459772)"
644926923,9464338656,0,"LINESTRING (-2.590704 51.459827, -2.590732 51.459873, -2.590746 51.459907)"
17660726,17660738,0,"LINESTRING (-2.590811 51.459083, -2.590937 51.459082, -2.59104 51.459088, -2.591115 51.459101, -2.591223 51.459125, -2.591319 51.45917, -2.591382 51.459261, -2.591454 51.459406, -2.591428 51.45949, -2.591374 51.459564, -2.591266 51.45964, -2.590959 51.459752)"
17660738,644926968,0,"LINESTRING (-2.590959 51.459752, -2.590901 51.459835, -2.590861 51.459876, -2.590845 51.459913)"
17660738,644926923,0,"LINESTRING (-2.590959 51.459752, -2.590751 51.459815, -2.590704 51.459827)"
17660738,17660726,0,"LINESTRING (-2.590959 51.459752, -2.591266 51.45964, -2.591374 51.459564, -2.591428 51.45949, -2.591454 51.459406, -2.591382 51.459261, -2.591319 51.45917, -2.591223 51.459125, -2.591115 51.459101, -2.59104 51.459088, -2.590937 51.459082, -2.590811 51.459083)"
644926968,13002072656,0,"LINESTRING (-2.590845 51.459913, -2.590892 51.459913)"
644926968,17660738,0,"LINESTRING (-2.590845 51.459913, -2.590861 51.459876, -2.590901 51.459835, -2.590959 51.459752)"
644926968,3332266272,0,"LINESTRING (-2.590845 51.459913, -2.590844 51.459943, -2.590854 51.460018, -2.590886 51.460114, -2.590892 51.46013, -2.591027 51.460359, -2.591091 51.460469)"
644926968,9464338656,0,"LINESTRING (-2.590845 51.459913, -2.5908 51.459912, -2.590746 51.459907)"
13002072656,644926968,0,"LINESTRING (-2.590892 51.459913, -2.590845 51.459913)"
3332266272,364165253,0,"LINESTRING (-2.591091 51.460469, -2.591114 51.460538)"
3332266272,3332266269,0,"LINESTRING (-2.591091 51.460469, -2.591184 51.460446)"
3332266272,644926968,0,"LINESTRING (-2.591091 51.460469, -2.591027 51.460359, -2.590892 51.46013, -2.590886 51.460114, -2.590854 51.460018, -2.590844 51.459943, -2.590845 51.459913)"
3332266272,3332266271,0,"LINESTRING (-2.591091 51.460469, -2.591042 51.460481, -2.590954 51.460502, -2.590894 51.460517)"
9464338656,3696173720,0,"LINESTRING (-2.590746 51.459907, -2.590653 51.45993, -2.590614 51.459939)"
9464338656,644926968,0,"LINESTRING (-2.590746 51.459907, -2.5908 51.459912, -2.590845 51.459913)"
9464338656,644926923,0,"LINESTRING (-2.590746 51.459907, -2.590732 51.459873, -2.590704 51.459827)"
5823455892,3329881929,0,"LINESTRING (-2.59067 51.459772, -2.590733 51.45976, -2.591182 51.45961, -2.591277 51.459535, -2.591314 51.459462, -2.591306 51.459345, -2.591271 51.459291, -2.591228 51.459237, -2.591164 51.459196, -2.591081 51.459164, -2.591056 51.459196, -2.591016 51.459181, -2.590974 51.459179, -2.590933 51.459181, -2.590903 51.459188, -2.59088 51.459205, -2.590869 51.459234, -2.590859 51.459302, -2.590726 51.45945)"
5823455892,3329881929,1,"LINESTRING (-2.59067 51.459772, -2.590655 51.459736, -2.590753 51.459722, -2.590766 51.4597, -2.590777 51.459665, -2.590775 51.45965, -2.590759 51.459628, -2.590753 51.459606, -2.590755 51.459565, -2.590726 51.45945)"
5823455892,644926923,0,"LINESTRING (-2.59067 51.459772, -2.590681 51.459789, -2.590704 51.459827)"
19871255,859323119,0,"LINESTRING (-2.584717 51.460632, -2.58495 51.460946)"
19871255,859323057,0,"LINESTRING (-2.584717 51.460632, -2.584702 51.460609)"
19871255,859323159,0,"LINESTRING (-2.584717 51.460632, -2.584799 51.460689, -2.584871 51.460723, -2.584979 51.460731, -2.585103 51.460695)"
859323119,2433778866,0,"LINESTRING (-2.58495 51.460946, -2.584964 51.460965)"
859323119,19871255,0,"LINESTRING (-2.58495 51.460946, -2.584717 51.460632)"
859323119,859323159,0,"LINESTRING (-2.58495 51.460946, -2.584972 51.460852, -2.585042 51.460739, -2.585103 51.460695)"
859323057,364165243,0,"LINESTRING (-2.584702 51.460609, -2.584514 51.460346)"
859323057,262442292,0,"LINESTRING (-2.584702 51.460609, -2.58397 51.460813)"
859323057,19871255,0,"LINESTRING (-2.584702 51.460609, -2.584717 51.460632)"
859323159,3811627140,0,"LINESTRING (-2.585103 51.460695, -2.585315 51.460632)"
859323159,859323119,0,"LINESTRING (-2.585103 51.460695, -2.585042 51.460739, -2.584972 51.460852, -2.58495 51.460946)"
859323159,19871255,0,"LINESTRING (-2.585103 51.460695, -2.584979 51.460731, -2.584871 51.460723, -2.584799 51.460689, -2.584717 51.460632)"
2433778866,859323119,0,"LINESTRING (-2.584964 51.460965, -2.58495 51.460946)"
2433778866,3811627143,0,"LINESTRING (-2.584964 51.460965, -2.585049 51.461063)"
2433778866,2433764639,0,"LINESTRING (-2.584964 51.460965, -2.584224 51.461162)"
364165243,262442262,0,"LINESTRING (-2.584514 51.460346, -2.584363 51.460159)"
364165243,859323057,0,"LINESTRING (-2.584514 51.460346, -2.584702 51.460609)"
364165243,2204308507,0,"LINESTRING (-2.584514 51.460346, -2.584872 51.460245)"
262442292,5435157624,0,"LINESTRING (-2.58397 51.460813, -2.58374 51.460496)"
262442292,19871274,0,"LINESTRING (-2.58397 51.460813, -2.582866 51.461147)"
262442292,859323057,0,"LINESTRING (-2.58397 51.460813, -2.584702 51.460609)"
262442292,2433764639,0,"LINESTRING (-2.58397 51.460813, -2.584162 51.461074, -2.584224 51.461162)"
3811627140,859323159,0,"LINESTRING (-2.585315 51.460632, -2.585103 51.460695)"
3811627140,2433778872,0,"LINESTRING (-2.585315 51.460632, -2.58541 51.460604, -2.585516 51.460592)"
3811627140,1968413548,0,"LINESTRING (-2.585315 51.460632, -2.585333 51.460652, -2.585362 51.460689)"
19871260,1247839597,0,"LINESTRING (-2.586018 51.460838, -2.586313 51.460745)"
19871260,859323141,0,"LINESTRING (-2.586018 51.460838, -2.586107 51.460961)"
19871260,2433778870,0,"LINESTRING (-2.586018 51.460838, -2.585919 51.460724)"
19871260,1968413560,0,"LINESTRING (-2.586018 51.460838, -2.585946 51.460858, -2.585888 51.460878)"
1247839597,19871260,0,"LINESTRING (-2.586313 51.460745, -2.586018 51.460838)"
1247839597,25280232,0,"LINESTRING (-2.586313 51.460745, -2.586774 51.460647, -2.587596 51.460508)"
1247839597,5423487737,0,"LINESTRING (-2.586313 51.460745, -2.586266 51.460686, -2.586177 51.460567)"
859323141,19871260,0,"LINESTRING (-2.586107 51.460961, -2.586018 51.460838)"
859323141,19871261,0,"LINESTRING (-2.586107 51.460961, -2.586359 51.461269)"
859323141,859323188,0,"LINESTRING (-2.586107 51.460961, -2.586121 51.461076, -2.586078 51.461175, -2.585974 51.46126)"
2433778870,19871260,0,"LINESTRING (-2.585919 51.460724, -2.586018 51.460838)"
2433778870,2433778872,0,"LINESTRING (-2.585919 51.460724, -2.58577 51.460646, -2.585632 51.460596, -2.585516 51.460592)"
2433778870,2433778874,0,"LINESTRING (-2.585919 51.460724, -2.585789 51.460489, -2.585726 51.460407)"
1968413560,19871260,0,"LINESTRING (-2.585888 51.460878, -2.585946 51.460858, -2.586018 51.460838)"
1968413560,1968413548,0,"LINESTRING (-2.585888 51.460878, -2.585873 51.460855, -2.585841 51.460814, -2.585802 51.460773, -2.585766 51.460743, -2.585736 51.460725, -2.585695 51.460707, -2.585651 51.460692, -2.585621 51.460684, -2.585585 51.460678, -2.58554 51.460675, -2.585502 51.460676, -2.585472 51.460677, -2.585416 51.460682, -2.585362 51.460689)"
1968413560,1968413578,0,"LINESTRING (-2.585888 51.460878, -2.585903 51.460901, -2.585926 51.460958, -2.58594 51.461016, -2.585942 51.461043, -2.585935 51.461076, -2.585927 51.461105, -2.585912 51.461134, -2.585884 51.461161, -2.58585 51.461186, -2.58583 51.461197, -2.585806 51.461208, -2.585769 51.461222, -2.585726 51.461235, -2.585694 51.461245)"
25280232,262442627,0,"LINESTRING (-2.587596 51.460508, -2.587734 51.460486)"
25280232,25280229,0,"LINESTRING (-2.587596 51.460508, -2.587557 51.460415, -2.587415 51.460074, -2.587384 51.459999)"
25280232,1247839597,0,"LINESTRING (-2.587596 51.460508, -2.586774 51.460647, -2.586313 51.460745)"
25280232,262442297,0,"LINESTRING (-2.587596 51.460508, -2.587695 51.460392, -2.587898 51.460181)"
5423487737,1247839597,0,"LINESTRING (-2.586177 51.460567, -2.586266 51.460686, -2.586313 51.460745)"
19871261,287225971,0,"LINESTRING (-2.586359 51.461269, -2.586596 51.461596)"
19871261,859323141,0,"LINESTRING (-2.586359 51.461269, -2.586107 51.460961)"
19871261,859323188,0,"LINESTRING (-2.586359 51.461269, -2.586314 51.461242, -2.586248 51.461225, -2.586159 51.461218, -2.585974 51.46126)"
859323188,3811627145,0,"LINESTRING (-2.585974 51.46126, -2.585753 51.461324)"
859323188,859323141,0,"LINESTRING (-2.585974 51.46126, -2.586078 51.461175, -2.586121 51.461076, -2.586107 51.460961)"
859323188,19871261,0,"LINESTRING (-2.585974 51.46126, -2.586159 51.461218, -2.586248 51.461225, -2.586314 51.461242, -2.586359 51.461269)"
2433778872,2433778870,0,"LINESTRING (-2.585516 51.460592, -2.585632 51.460596, -2.58577 51.460646, -2.585919 51.460724)"
2433778872,3811627140,0,"LINESTRING (-2.585516 51.460592, -2.58541 51.460604, -2.585315 51.460632)"
2433778872,2433778874,0,"LINESTRING (-2.585516 51.460592, -2.585621 51.46056, -2.5857 51.460534, -2.585725 51.460512, -2.585729 51.460484, -2.585726 51.460407)"
2433778874,25280231,0,"LINESTRING (-2.585726 51.460407, -2.585694 51.460366)"
2433778874,2433778870,0,"LINESTRING (-2.585726 51.460407, -2.585789 51.460489, -2.585919 51.460724)"
2433778874,2433778872,0,"LINESTRING (-2.585726 51.460407, -2.585729 51.460484, -2.585725 51.460512, -2.5857 51.460534, -2.585621 51.46056, -2.585516 51.460592)"
1968413548,1968413567,0,"LINESTRING (-2.585362 51.460689, -2.58531 51.460704, -2.58528 51.460715, -2.585252 51.460728, -2.585226 51.460744, -2.585209 51.46076, -2.585196 51.460774, -2.585183 51.460797, -2.585173 51.460821, -2.585165 51.460848, -2.585161 51.460874, -2.58516 51.460914, -2.585165 51.460956, -2.585177 51.460991, -2.585195 51.461025)"
1968413548,1968413560,0,"LINESTRING (-2.585362 51.460689, -2.585416 51.460682, -2.585472 51.460677, -2.585502 51.460676, -2.58554 51.460675, -2.585585 51.460678, -2.585621 51.460684, -2.585651 51.460692, -2.585695 51.460707, -2.585736 51.460725, -2.585766 51.460743, -2.585802 51.460773, -2.585841 51.460814, -2.585873 51.460855, -2.585888 51.460878)"
1968413548,3811627140,0,"LINESTRING (-2.585362 51.460689, -2.585333 51.460652, -2.585315 51.460632)"
1968413578,1968413560,0,"LINESTRING (-2.585694 51.461245, -2.585726 51.461235, -2.585769 51.461222, -2.585806 51.461208, -2.58583 51.461197, -2.58585 51.461186, -2.585884 51.461161, -2.585912 51.461134, -2.585927 51.461105, -2.585935 51.461076, -2.585942 51.461043, -2.58594 51.461016, -2.585926 51.460958, -2.585903 51.460901, -2.585888 51.460878)"
1968413578,1968413567,0,"LINESTRING (-2.585694 51.461245, -2.58565 51.461253, -2.585605 51.461256, -2.585559 51.461255, -2.585512 51.461251, -2.585487 51.461247, -2.585466 51.461241, -2.585442 51.461231, -2.585418 51.46122, -2.585337 51.461176, -2.585285 51.461138, -2.585244 51.461097, -2.585195 51.461025)"
1968413578,3811627145,0,"LINESTRING (-2.585694 51.461245, -2.585715 51.461274, -2.585753 51.461324)"
364165242,287225971,0,"LINESTRING (-2.585654 51.461878, -2.586596 51.461596)"
364165242,364165239,0,"LINESTRING (-2.585654 51.461878, -2.585457 51.461614)"
364165242,19875363,0,"LINESTRING (-2.585654 51.461878, -2.586046 51.462375)"
3811627145,2433779953,0,"LINESTRING (-2.585753 51.461324, -2.585667 51.461348)"
3811627145,859323188,0,"LINESTRING (-2.585753 51.461324, -2.585974 51.46126)"
3811627145,1968413578,0,"LINESTRING (-2.585753 51.461324, -2.585715 51.461274, -2.585694 51.461245)"
19871266,3811627143,0,"LINESTRING (-2.585191 51.461226, -2.585049 51.461063)"
19871266,2433779947,0,"LINESTRING (-2.585191 51.461226, -2.585416 51.461558)"
19871266,2433779953,0,"LINESTRING (-2.585191 51.461226, -2.585308 51.461293, -2.585501 51.461345, -2.585667 51.461348)"
3811627143,2433778866,0,"LINESTRING (-2.585049 51.461063, -2.584964 51.460965)"
3811627143,19871266,0,"LINESTRING (-2.585049 51.461063, -2.585191 51.461226)"
3811627143,1968413567,0,"LINESTRING (-2.585049 51.461063, -2.58515 51.461037, -2.585195 51.461025)"
2433779947,364165239,0,"LINESTRING (-2.585416 51.461558, -2.585457 51.461614)"
2433779947,19871266,0,"LINESTRING (-2.585416 51.461558, -2.585191 51.461226)"
2433779947,2433779953,0,"LINESTRING (-2.585416 51.461558, -2.585426 51.461492, -2.58546 51.46144, -2.58557 51.461385, -2.585667 51.461348)"
2433779953,3811627145,0,"LINESTRING (-2.585667 51.461348, -2.585753 51.461324)"
2433779953,19871266,0,"LINESTRING (-2.585667 51.461348, -2.585501 51.461345, -2.585308 51.461293, -2.585191 51.461226)"
2433779953,2433779947,0,"LINESTRING (-2.585667 51.461348, -2.58557 51.461385, -2.58546 51.46144, -2.585426 51.461492, -2.585416 51.461558)"
1968413567,1968413578,0,"LINESTRING (-2.585195 51.461025, -2.585244 51.461097, -2.585285 51.461138, -2.585337 51.461176, -2.585418 51.46122, -2.585442 51.461231, -2.585466 51.461241, -2.585487 51.461247, -2.585512 51.461251, -2.585559 51.461255, -2.585605 51.461256, -2.58565 51.461253, -2.585694 51.461245)"
1968413567,1968413548,0,"LINESTRING (-2.585195 51.461025, -2.585177 51.460991, -2.585165 51.460956, -2.58516 51.460914, -2.585161 51.460874, -2.585165 51.460848, -2.585173 51.460821, -2.585183 51.460797, -2.585196 51.460774, -2.585209 51.46076, -2.585226 51.460744, -2.585252 51.460728, -2.58528 51.460715, -2.58531 51.460704, -2.585362 51.460689)"
1968413567,3811627143,0,"LINESTRING (-2.585195 51.461025, -2.58515 51.461037, -2.585049 51.461063)"
364165239,10681863998,0,"LINESTRING (-2.585457 51.461614, -2.584608 51.46186)"
364165239,2433779947,0,"LINESTRING (-2.585457 51.461614, -2.585416 51.461558)"
364165239,364165242,0,"LINESTRING (-2.585457 51.461614, -2.585654 51.461878)"
5753086713,19871274,0,"LINESTRING (-2.582576 51.460767, -2.582866 51.461147)"
5753086713,10901402907,0,"LINESTRING (-2.582576 51.460767, -2.582568 51.46077)"
5753086713,10901402911,0,"LINESTRING (-2.582576 51.460767, -2.58272 51.460716)"
10901402907,5753086713,0,"LINESTRING (-2.582568 51.46077, -2.582576 51.460767)"
10901402907,10901402908,0,"LINESTRING (-2.582568 51.46077, -2.582533 51.460727)"
10901402907,10901402906,0,"LINESTRING (-2.582568 51.46077, -2.582521 51.460786, -2.582343 51.460879)"
10901402911,5753086713,0,"LINESTRING (-2.58272 51.460716, -2.582576 51.460767)"
10901402911,262442261,0,"LINESTRING (-2.58272 51.460716, -2.582947 51.460635)"
10901402911,10901402910,0,"LINESTRING (-2.58272 51.460716, -2.582858 51.460909)"
5435157624,262442292,0,"LINESTRING (-2.58374 51.460496, -2.58397 51.460813)"
5435157624,262442266,0,"LINESTRING (-2.58374 51.460496, -2.58366 51.460387)"
5435157624,5435157625,0,"LINESTRING (-2.58374 51.460496, -2.583797 51.46048)"
2433764639,2433778866,0,"LINESTRING (-2.584224 51.461162, -2.584964 51.460965)"
2433764639,262442292,0,"LINESTRING (-2.584224 51.461162, -2.584162 51.461074, -2.58397 51.460813)"
2433764639,2433764834,0,"LINESTRING (-2.584224 51.461162, -2.584174 51.461269, -2.584136 51.461338, -2.584097 51.461372, -2.58406 51.4614, -2.58402 51.46143, -2.583907 51.461489, -2.583866 51.46151)"
2433764639,2433764671,0,"LINESTRING (-2.584224 51.461162, -2.584144 51.461192, -2.584067 51.46123, -2.583994 51.461262, -2.583935 51.461287, -2.58388 51.461304, -2.583764 51.461338, -2.583675 51.46136, -2.583571 51.46137)"
13275305469,19875354,0,"LINESTRING (-2.588989 51.464406, -2.588277 51.464571)"
13275305469,21257368,0,"LINESTRING (-2.588989 51.464406, -2.589233 51.46435)"
13275305469,13275305468,0,"LINESTRING (-2.588989 51.464406, -2.588904 51.464312, -2.588799 51.464196, -2.588896 51.464157, -2.588708 51.463984)"
5900430626,5900430623,0,"LINESTRING (-2.588432 51.464322, -2.58838 51.464338, -2.588218 51.464389, -2.58812 51.46442)"
21257368,13275305469,0,"LINESTRING (-2.589233 51.46435, -2.588989 51.464406)"
21257368,6226112849,0,"LINESTRING (-2.589233 51.46435, -2.589472 51.464288)"
21257368,835468040,0,"LINESTRING (-2.589233 51.46435, -2.589262 51.464413, -2.589266 51.464442, -2.589246 51.46449, -2.589101 51.464752)"
13275305468,13275305469,0,"LINESTRING (-2.588708 51.463984, -2.588896 51.464157, -2.588799 51.464196, -2.588904 51.464312, -2.588989 51.464406)"
1095623221,31079955,0,"LINESTRING (-2.58665 51.465168, -2.586698 51.465153)"
1095623221,835468048,0,"LINESTRING (-2.58665 51.465168, -2.586481 51.465228, -2.58634 51.46525)"
1095623221,13410527026,0,"LINESTRING (-2.58665 51.465168, -2.58659 51.465123, -2.586083 51.464735)"
21591885,31079955,0,"LINESTRING (-2.587436 51.466046, -2.587101 51.46564, -2.586698 51.465153)"
5906108611,5906108608,0,"LINESTRING (-2.586433 51.461957, -2.586483 51.462006, -2.586534 51.462054, -2.586585 51.462106)"
4795736877,293907316,0,"LINESTRING (-2.588502 51.462794, -2.588455 51.462815)"
