u,v,key,osmid,highway,lanes,maxspeed,name,oneway,reversed,length,speed_kph,travel_time,geometry,lit,surface,ref,width,tunnel,junction,access,service,bridge
6212403298,3297556863,0,697870534,footway,,,,False,False,18.3648064163063,32.1868,2.054050203769952,"LINESTRING (-3.526752 50.7254936, -3.5267461 50.7255298, -3.5266536 50.7255676, -3.5266948 50.7256206)",yes,asphalt,,,,,,,
6212403298,6531967633,0,697870534,footway,,,,False,True,51.74927111779405,32.1868,5.7880055185373696,"LINESTRING (-3.526752 50.7254936, -3.5266985 50.7254079, -3.5265299 50.7252766, -3.5264012 50.7252032, -3.5262825 50.7251461)",yes,asphalt,,,,,,,
21761641,6531967633,0,8693858,pedestrian,,,Princesshay Lane,False,False,6.566605627444189,32.1868,0.7344557476605031,"LINESTRING (-3.5263396 50.7250994, -3.5262825 50.7251461)",yes,asphalt,,,,,,,
21761641,6212403293,0,8693858,pedestrian,,,Princesshay Lane,False,True,8.81154637876016,32.1868,0.9855458437476411,"LINESTRING (-3.5263396 50.7250994, -3.5264132 50.7250353)",yes,paving_stones,,,,,,,
21761641,497693629,0,"[408884056, 25114997]",secondary,"['2', '1']",20 mph,Paris Street,False,False,53.5351880505618,32.1868,5.9877551350871325,"LINESTRING (-3.5263396 50.7250994, -3.5266063 50.7252301, -3.5268075 50.7254146, -3.5268456 50.7254511)",yes,asphalt,B3183,,,,,,
21761641,6212412132,0,25114997,secondary,1,20 mph,Paris Street,False,True,50.06600183154393,32.1868,5.599736742812524,"LINESTRING (-3.5263396 50.7250994, -3.5260721 50.7250027, -3.5259386 50.7249886, -3.5257648 50.7249709, -3.525673 50.7249694)",yes,paving_stones,B3183,,,,,,
6212425622,376042422,0,663716085,footway,,,,False,False,14.047118232639319,32.1868,1.5711293336865284,"LINESTRING (-3.5269405 50.7254165, -3.5269513 50.7254246, -3.527031 50.7254845, -3.5270691 50.7255131)",yes,asphalt,,,,,,,
6212425622,6212403293,0,663716085,footway,,,,False,True,56.50751207180351,32.1868,6.3202009351191375,"LINESTRING (-3.5269405 50.7254165, -3.5267595 50.7252577, -3.5266422 50.7251868, -3.5265244 50.7251074, -3.5264132 50.7250353)",yes,asphalt,,,,,,,
6212425622,497693629,0,663718584,footway,,,,False,True,7.710813954550807,32.1868,0.8624321223726157,"LINESTRING (-3.5269405 50.7254165, -3.526901 50.72543, -3.5268456 50.7254511)",yes,asphalt,,,,,,,
41437657,376042422,0,596074182,unclassified,1,20 mph,High Street,False,False,30.660349082328466,32.1868,3.42927090286647,"LINESTRING (-3.5274544 50.7253845, -3.5270691 50.7255131)",yes,paving_stones,,6.6,,,,,
41437657,9773201158,0,5582128,footway,,,Roman Gate,False,True,56.25911037251996,32.1868,6.292417927258127,"LINESTRING (-3.5274544 50.7253845, -3.5274811 50.7254073, -3.5275561 50.7254716, -3.5279209 50.7257607, -3.5279515 50.7257804)",yes,paving_stones,,,,,,,
41437657,59817531,0,"[1126819250, 596074182]",unclassified,1,20 mph,High Street,False,True,28.277256813120946,32.1868,3.162728961165304,"LINESTRING (-3.5274544 50.7253845, -3.5275686 50.725331, -3.5277774 50.7252333)",yes,asphalt,,6.6,,,,,
21761609,174022412,0,16811323,secondary,1,30 mph,Heavitree Road,False,False,52.058838883359776,48.2802,3.881753182051756,"LINESTRING (-3.5222055 50.7252679, -3.5221898 50.7251748, -3.5221603 50.7251188, -3.5221033 50.7250647, -3.521768 50.7249317)",yes,asphalt,B3183,,,,,,
21761609,5784302000,0,655753851,secondary,2,30 mph,,False,True,15.966584098278167,48.2802,1.190544006731567,"LINESTRING (-3.5222055 50.7252679, -3.5222165 50.7253265, -3.522241 50.725386, -3.5222595 50.7254059)",yes,asphalt,B3183,,,roundabout,,,
21761609,5784256589,0,655753859,secondary,2,30 mph,,False,False,28.4298770178994,48.2802,2.1198660582275517,"LINESTRING (-3.5222055 50.7252679, -3.5222142 50.7252452, -3.5222551 50.7251691, -3.5223318 50.725105, -3.5224237 50.7250634)",yes,asphalt,B3183,,,roundabout,,,
174022412,21761609,0,16811323,secondary,1,30 mph,Heavitree Road,False,True,52.058838883359776,48.2802,3.881753182051756,"LINESTRING (-3.521768 50.7249317, -3.5221033 50.7250647, -3.5221603 50.7251188, -3.5221898 50.7251748, -3.5222055 50.7252679)",yes,asphalt,B3183,,,,,,
174022412,5784256589,0,16811334,secondary,2,30 mph,Heavitree Road,False,False,48.54440140138155,48.2802,3.61970010573638,"LINESTRING (-3.521768 50.7249317, -3.5222626 50.7250448, -3.5224237 50.7250634)",yes,asphalt,B3183,,,,,,
174022412,34917448,0,148809162,secondary,2,30 mph,Heavitree Road,False,True,71.31598893936223,48.2802,5.317657345696663,"LINESTRING (-3.521768 50.7249317, -3.5213833 50.7248194, -3.5209036 50.724705, -3.5208335 50.724685)",yes,asphalt,B3183,,,,,,
5784302000,6210838922,0,42737096,secondary,2,30 mph,Western Way,False,True,15.129127738572008,48.2802,1.128099300724919,"LINESTRING (-3.5222595 50.7254059, -3.5222445 50.7255031, -3.5222488 50.7255414)",yes,asphalt,B3212,,,,,,
5784302000,21761609,0,655753851,secondary,2,30 mph,,False,False,15.966584098278167,48.2802,1.190544006731567,"LINESTRING (-3.5222595 50.7254059, -3.522241 50.725386, -3.5222165 50.7253265, -3.5222055 50.7252679)",yes,asphalt,B3183,,,roundabout,,,
5784302000,359237293,0,655753852,secondary,2,30 mph,,False,True,19.66343150397694,48.2802,1.4661984294662613,"LINESTRING (-3.5222595 50.7254059, -3.5222913 50.7254403, -3.5223685 50.7254883, -3.5224632 50.7255214)",yes,asphalt,B3183,,,roundabout,,,
5784256589,174022412,0,16811334,secondary,2,30 mph,Heavitree Road,False,True,48.54440140138155,48.2802,3.61970010573638,"LINESTRING (-3.5224237 50.7250634, -3.5222626 50.7250448, -3.521768 50.7249317)",yes,asphalt,B3183,,,,,,
5784256589,5784256588,0,655753858,secondary,2,30 mph,,False,False,10.60005676314186,48.2802,0.7903903535468099,"LINESTRING (-3.5224237 50.7250634, -3.522525 50.7250408, -3.522568 50.7250383)",yes,asphalt,B3183,,,roundabout,,,
5784256589,21761609,0,655753859,secondary,2,30 mph,,False,True,28.4298770178994,48.2802,2.1198660582275517,"LINESTRING (-3.5224237 50.7250634, -3.5223318 50.725105, -3.5222551 50.7251691, -3.5222142 50.7252452, -3.5222055 50.7252679)",yes,asphalt,B3183,,,roundabout,,,
34917448,9797141046,0,7981300,unclassified,1,20 mph,Russell Street,False,False,5.888300640961886,32.1868,0.6585893070284338,"LINESTRING (-3.5208335 50.724685, -3.5208042 50.7247346)",yes,asphalt,,,,,,,
34917448,5666896496,0,148809163,residential,,20 mph,Denmark Road,False,True,8.386493483959871,32.1868,0.9380049132643051,"LINESTRING (-3.5208335 50.724685, -3.5208728 50.7246138)",yes,asphalt,,,,,,,
34917448,59741722,0,149551332,secondary,2,30 mph,Heavitree Road,False,True,66.27106904509864,48.2802,4.941484263991348,"LINESTRING (-3.5208335 50.724685, -3.5199663 50.724453)",yes,asphalt,B3183,,,,,,
34917448,174022412,0,148809162,secondary,2,30 mph,Heavitree Road,False,False,71.31598893936223,48.2802,5.317657345696663,"LINESTRING (-3.5208335 50.724685, -3.5209036 50.724705, -3.5213833 50.7248194, -3.521768 50.7249317)",yes,asphalt,B3183,,,,,,
6210838922,174022414,0,42737096,secondary,2,30 mph,Western Way,False,True,12.03115038234043,48.2802,0.8970994605744289,"LINESTRING (-3.5222488 50.7255414, -3.5222153 50.7256475)",yes,asphalt,B3212,,,,,,
6210838922,6210838921,0,663556671,footway,,,,False,False,9.327915546753532,32.1868,1.043300233894414,"LINESTRING (-3.5222488 50.7255414, -3.5223592 50.7255878)",yes,asphalt,,,,,,,
6210838922,9797141055,0,663556671,footway,,,,False,True,5.88720883338438,32.1868,0.6584671915252144,"LINESTRING (-3.5222488 50.7255414, -3.5221723 50.72552)",yes,asphalt,,,,,,,
6210838922,5784302000,0,42737096,secondary,2,30 mph,Western Way,False,False,15.129127738572008,48.2802,1.128099300724919,"LINESTRING (-3.5222488 50.7255414, -3.5222445 50.7255031, -3.5222595 50.7254059)",yes,asphalt,B3212,,,,,,
359237293,6210838921,0,32023547,secondary,,30 mph,Western Way,False,False,10.39736504625717,48.2802,0.7752767007287834,"LINESTRING (-3.5224632 50.7255214, -3.5223592 50.7255878)",yes,asphalt,B3212,,,,,,
359237293,5784302000,0,655753852,secondary,2,30 mph,,False,False,19.66343150397694,48.2802,1.4661984294662613,"LINESTRING (-3.5224632 50.7255214, -3.5223685 50.7254883, -3.5222913 50.7254403, -3.5222595 50.7254059)",yes,asphalt,B3183,,,roundabout,,,
359237293,563661381,0,655753853,secondary,2,30 mph,,False,True,12.997660603999552,48.2802,0.9691670327463099,"LINESTRING (-3.5224632 50.7255214, -3.5225698 50.7255371, -3.5226449 50.7255346)",yes,asphalt,B3183,,,roundabout,,,
5784256588,5784256584,0,4089082,secondary,2,30 mph,,False,False,26.790356275601294,48.2802,1.997615639375244,"LINESTRING (-3.522568 50.7250383, -3.5226179 50.7250356, -3.5226827 50.7250418, -3.5227101 50.7250444, -3.5227966 50.7250665, -3.5228725 50.7251007, -3.5229039 50.725126)",yes,asphalt,B3183,,,roundabout,,,
5784256588,359237348,0,5105144,secondary,1,30 mph,Western Way,False,False,36.18736340118901,48.2802,2.698300923448545,"LINESTRING (-3.522568 50.7250383, -3.5228282 50.7249721, -3.5230202 50.7248878)",yes,asphalt,,,,,,,
5784256588,5784256589,0,655753858,secondary,2,30 mph,,False,True,10.60005676314186,48.2802,0.7903903535468099,"LINESTRING (-3.522568 50.7250383, -3.522525 50.7250408, -3.5224237 50.7250634)",yes,asphalt,B3183,,,roundabout,,,
21761614,21761636,0,32023518,secondary,,30 mph,Paris Street,False,True,28.234159572759076,48.2802,2.1052724400879175,"LINESTRING (-3.5230025 50.7253199, -3.5231699 50.7252495, -3.5233531 50.7251985)",yes,asphalt,B3183,,,,,,
21761614,563661380,0,655753855,secondary,2,30 mph,,False,False,17.71700088900665,48.2802,1.3210633593154946,"LINESTRING (-3.5230025 50.7253199, -3.5229895 50.7253511, -3.5229518 50.72541, -3.522892 50.725461)",yes,asphalt,B3183,,,roundabout,,,
21761614,5784256586,0,655753856,secondary,2,30 mph,,False,True,20.975655348891493,48.2802,1.564044044059664,"LINESTRING (-3.5230025 50.7253199, -3.5229908 50.7252257, -3.5229548 50.7251671, -3.5229243 50.7251425)",yes,asphalt,B3183,,,roundabout,,,
21761636,5784256586,0,4089132,secondary,1,30 mph,Paris Street,False,True,30.897466037487753,48.2802,2.3038611632709873,"LINESTRING (-3.5233531 50.7251985, -3.5231794 50.7251851, -3.5230615 50.7251681, -3.5229243 50.7251425)",yes,asphalt,B3183,,,,,,
21761636,21761614,0,32023518,secondary,,30 mph,Paris Street,False,False,28.234159572759076,48.2802,2.1052724400879175,"LINESTRING (-3.5233531 50.7251985, -3.5231699 50.7252495, -3.5230025 50.7253199)",yes,asphalt,B3183,,,,,,
21761636,1786461708,0,"[1455359243, 42737095]",secondary,,20 mph,Paris Street,False,False,19.7748858568349,32.1868,2.211763489523831,"LINESTRING (-3.5233531 50.7251985, -3.5235624 50.7251749, -3.5236297 50.7251674)",no,asphalt,B3183,,,,,,
563661380,6210838910,0,174752261,unclassified,,30 mph,Cheeke Street,False,False,13.737568613716723,48.2802,1.0243380725303584,"LINESTRING (-3.522892 50.725461, -3.5228368 50.7255795)",yes,asphalt,,,,,no,,
563661380,563661381,0,655753854,secondary,2,30 mph,,False,False,19.560602927487892,48.2802,1.4585310445888047,"LINESTRING (-3.522892 50.725461, -3.5227945 50.7255079, -3.5226449 50.7255346)",yes,asphalt,B3183,,,roundabout,,,
563661380,21761614,0,655753855,secondary,2,30 mph,,False,True,17.717000889006652,48.2802,1.3210633593154948,"LINESTRING (-3.522892 50.725461, -3.5229518 50.72541, -3.5229895 50.7253511, -3.5230025 50.7253199)",yes,asphalt,B3183,,,roundabout,,,
5784256586,5784256584,0,655753857,secondary,2,30 mph,,False,True,2.329855490690129,48.2802,0.17372504186984447,"LINESTRING (-3.5229243 50.7251425, -3.5229039 50.725126)",yes,asphalt,B3183,,,roundabout,,,
5784256586,21761636,0,4089132,secondary,1,30 mph,Paris Street,False,False,30.897466037487757,48.2802,2.3038611632709873,"LINESTRING (-3.5229243 50.7251425, -3.5230615 50.7251681, -3.5231794 50.7251851, -3.5233531 50.7251985)",yes,asphalt,B3183,,,,,,
5784256586,21761614,0,655753856,secondary,2,30 mph,,False,False,20.975655348891493,48.2802,1.564044044059664,"LINESTRING (-3.5229243 50.7251425, -3.5229548 50.7251671, -3.5229908 50.7252257, -3.5230025 50.7253199)",yes,asphalt,B3183,,,roundabout,,,
1786461708,6531967635,0,42737095,secondary,,20 mph,Paris Street,False,False,20.195467259065275,32.1868,2.2588042965636532,"LINESTRING (-3.5236297 50.7251674, -3.5239122 50.7251357)",no,asphalt,B3183,,,,,,
1786461708,273442897,0,167238720,service,,,,False,True,8.304275030317939,32.1868,0.9288090182666368,"LINESTRING (-3.5236297 50.7251674, -3.523615 50.7250933)",yes,asphalt,,,,,,driveway,
1786461708,21761636,0,"[1455359243, 42737095]",secondary,,20 mph,Paris Street,False,True,19.7748858568349,32.1868,2.211763489523831,"LINESTRING (-3.5236297 50.7251674, -3.5235624 50.7251749, -3.5233531 50.7251985)",no,asphalt,B3183,,,,,,
6210838910,563661380,0,174752261,unclassified,,30 mph,Cheeke Street,False,True,13.737568613716723,48.2802,1.0243380725303584,"LINESTRING (-3.5228368 50.7255795, -3.522892 50.725461)",yes,asphalt,,,,,no,,
6210838910,6210838911,0,663556669,footway,,,,False,False,3.9611570923313,32.1868,0.4430439040971044,"LINESTRING (-3.5228368 50.7255795, -3.5228929 50.7255823)",no,asphalt,,,,,,,
6210838910,1070821560,0,174752261,unclassified,,30 mph,Cheeke Street,False,False,17.905476671982125,48.2802,1.335117004882657,"LINESTRING (-3.5228368 50.7255795, -3.5228321 50.7256228, -3.5228206 50.7257402)",no,asphalt,,,,,no,,
6210838910,6210838909,0,663556669,footway,,,,False,True,7.490053405269576,32.1868,0.837740696775401,"LINESTRING (-3.5228368 50.7255795, -3.5227803 50.7255815, -3.5227326 50.7255906)",no,asphalt,,,,,,,
563661381,6210838909,0,174752262,unclassified,,30 mph,Cheeke Street,False,True,8.76832395559779,48.2802,0.6538076942546229,"LINESTRING (-3.5226449 50.7255346, -3.5227326 50.7255906)",yes,asphalt,,,,,,,
563661381,359237293,0,655753853,secondary,2,30 mph,,False,False,12.997660603999552,48.2802,0.9691670327463099,"LINESTRING (-3.5226449 50.7255346, -3.5225698 50.7255371, -3.5224632 50.7255214)",yes,asphalt,B3183,,,roundabout,,,
563661381,563661380,0,655753854,secondary,2,30 mph,,False,True,19.560602927487892,48.2802,1.4585310445888047,"LINESTRING (-3.5226449 50.7255346, -3.5227945 50.7255079, -3.522892 50.725461)",yes,asphalt,B3183,,,roundabout,,,
5784256584,5784256586,0,655753857,secondary,2,30 mph,,False,False,2.329855490690129,48.2802,0.17372504186984447,"LINESTRING (-3.5229039 50.725126, -3.5229243 50.7251425)",yes,asphalt,B3183,,,roundabout,,,
5784256584,5784256588,0,4089082,secondary,2,30 mph,,False,True,26.790356275601297,48.2802,1.9976156393752442,"LINESTRING (-3.5229039 50.725126, -3.5228725 50.7251007, -3.5227966 50.7250665, -3.5227101 50.7250444, -3.5226827 50.7250418, -3.5226179 50.7250356, -3.522568 50.7250383)",yes,asphalt,B3183,,,roundabout,,,
5784256584,359237348,0,32023569,secondary,1,30 mph,Western Way,False,True,27.99537991812957,48.2802,2.0874678999935057,"LINESTRING (-3.5229039 50.725126, -3.5229208 50.7250628, -3.5229272 50.725026, -3.5229532 50.7249734, -3.5230202 50.7248878)",yes,asphalt,,,,,,,
6531967635,359236562,0,42737095,secondary,,20 mph,Paris Street,False,False,20.616298433047028,32.1868,2.30587303984768,"LINESTRING (-3.5239122 50.7251357, -3.5242013 50.725106)",no,asphalt,B3183,,,,,,
