osmid,highway,maxspeed,name,oneway,reversed,length,speed_kph,travel_time,geometry,lanes,access,tunnel,ref,junction,service,bridge,access_score,score_band,edge_colour
3878220,unclassified,20 mph,Grosvenor Road,False,True,57.64,32.1868,6.447,"LINESTRING (-2.5848588 51.4630034, -2.5842715 51.4633706)",,,,,,,,0.004012567004065443,0.9,#199750
8172814,residential,20 mph,Brighton Street,False,False,41.06,32.1868,4.593,"LINESTRING (-2.5848588 51.4630034, -2.5852504 51.4632806)",,,,,,,,0.004012567004065443,0.9,#199750
3878220,unclassified,20 mph,Grosvenor Road,False,False,12.32,32.1868,1.377,"LINESTRING (-2.5848588 51.4630034, -2.5849097 51.4629614, -2.5849703 51.4629172)",,,,,,,,0.004210792283675223,0.9,#199750
8172814,residential,20 mph,Brighton Street,False,True,91.41,32.1868,10.224,"LINESTRING (-2.586081 51.4639194, -2.5852504 51.4632806)",,,,,,,,0.004612852274382712,0.9,#199750
193994529,unclassified,20 mph,City Road,False,False,57.59,32.1868,6.441,"LINESTRING (-2.586081 51.4639194, -2.5854158 51.46423)",2,,,,,,,0.004612852274382712,0.9,#199750
"[4832798, 72343207]",unclassified,20 mph,Drummond Road,False,False,61.6,32.1868,6.89,"LINESTRING (-2.586081 51.4639194, -2.5862741 51.464075, -2.5866486 51.4643456)",,,,,,,,0.006023321220262574,0.8,#66bd63
193994529,unclassified,20 mph,City Road,False,True,89.19,32.1868,9.976,"LINESTRING (-2.586081 51.4639194, -2.5863379 51.4637955, -2.5870991 51.4634284)",2,,,,,,,0.005801200443430158,0.9,#199750
4013287,unclassified,20 mph,Saint Nicholas Road,False,False,37.36,32.1868,4.178,"LINESTRING (-2.580726 51.4639673, -2.5803047 51.4637576)",,,,,,,,0.0031783774286181284,0.9,#199750
4013287,unclassified,20 mph,Saint Nicholas Road,False,True,16.26,32.1868,1.819,"LINESTRING (-2.580726 51.4639673, -2.5809042 51.4640625)",,,,,,,,0.0029665639845540153,0.9,#199750
72343233,residential,20 mph,Halston Drive,False,False,55.49,32.1868,6.206,"LINESTRING (-2.580726 51.4639673, -2.5808686 51.4638346, -2.5809972 51.4637148, -2.5811616 51.4635486)",,,,,,,,0.003416726753590189,0.9,#199750
4013287,unclassified,20 mph,Saint Nicholas Road,False,True,54.81,32.1868,6.131,"LINESTRING (-2.5796921 51.4634456, -2.5803047 51.4637576)",,,,,,,,0.0034864061760701095,0.9,#199750
3877714,unclassified,20 mph,,False,True,68.66,32.1868,7.679,"LINESTRING (-2.5807185 51.461573, -2.5807331 51.4615131, -2.5807499 51.4614412, -2.5807947 51.4614031, -2.5812664 51.4610797)",,,,,,,,0.023530395245461317,0.5,#feffbe
"[72343225, 72343218, 3877715]",unclassified,20 mph,"['Wilson Place', 'Dove Lane', 'Wilson Street']",False,"[False, True]",153.82,32.1868,17.205,"LINESTRING (-2.5807185 51.461573, -2.5807835 51.4615883, -2.5808392 51.4616164, -2.5812657 51.4619366, -2.5819786 51.4615184, -2.5822897 51.4613315)",,,,,,,,0.014097884395311646,0.7,#a5d86a
"[4013288, 1364006095]",unclassified,,Newfoundland Road,False,False,125.98,32.33444587155963,14.026,"LINESTRING (-2.5807185 51.461573, -2.5806395 51.4615793, -2.580548 51.461617, -2.5803651 51.4617659, -2.5797481 51.4624144, -2.5796845 51.4624764)",,,,,,,,0.014097884395311646,0.7,#a5d86a
8302427,residential,20 mph,Gwyn Street,False,True,81.41,32.1868,9.105,"LINESTRING (-2.5866486 51.4643456, -2.5875944 51.4639111)",,,,,,,,0.008200421484360678,0.8,#66bd63
"[4832798, 72343207]",unclassified,20 mph,Drummond Road,False,True,61.6,32.1868,6.89,"LINESTRING (-2.5866486 51.4643456, -2.5862741 51.464075, -2.586081 51.4639194)",,,,,,,,0.006023321220262574,0.8,#66bd63
4234845,unclassified,20 mph,Brunswick Street,False,True,47.47,32.1868,5.309,"LINESTRING (-2.5872167 51.4617977, -2.5876224 51.4621417)",,,,,,,,0.008338978940605897,0.8,#66bd63
24359413,unclassified,20 mph,Wilder Street,False,False,29.83,32.1868,3.336,"LINESTRING (-2.5872167 51.4617977, -2.5868757 51.4619615)",,,,,,,,0.008338978940605897,0.8,#66bd63
24359413,unclassified,20 mph,Wilder Street,False,True,21.08,32.1868,2.357,"LINESTRING (-2.5872167 51.4617977, -2.5873944 51.4617055, -2.5874519 51.4616775)",,,,,,,,0.00846323623633458,0.8,#66bd63
4012533,unclassified,20 mph,Upper York Street,False,False,29.74,32.1868,3.326,"LINESTRING (-2.5887285 51.4610617, -2.5886121 51.4608043)",,,,,,,,0.011561253787809716,0.7,#a5d86a
24359413,unclassified,20 mph,Wilder Street,False,False,47.61,32.1868,5.325,"LINESTRING (-2.5887285 51.4610617, -2.588183 51.4613221)",,,,,,,,0.011561253787809716,0.7,#a5d86a
204097711,unclassified,20 mph,Upper York Street,False,True,28.12,32.1868,3.145,"LINESTRING (-2.5887285 51.4610617, -2.5889677 51.461266)",,,,,,,,0.01704723870218172,0.6,#d9ef8b
"[541977753, 26230303]","['path', 'unclassified']",20 mph,Wilder Street,False,False,151.29,32.1868,16.922,"LINESTRING (-2.5887285 51.4610617, -2.5899687 51.4604879, -2.5900083 51.460521, -2.5900172 51.4605275, -2.5901628 51.4606631, -2.5903862 51.4605933, -2.5904285 51.4605801)",,,,,,,,0.2704352540955242,0.0,#a50026
711114417,tertiary,20 mph,Lower Castle Street,False,True,10.13,32.1868,1.133,"LINESTRING (-2.5858771 51.4570684, -2.585816 51.4569856)",3,,,,,,,0.005224139830285467,0.9,#199750
22634693,unclassified,20 mph,Penn Street,False,False,5.81,32.1868,0.65,"LINESTRING (-2.5867257 51.4582949, -2.5866966 51.4582459)",1,,,,,,,0.004842452949177527,0.9,#199750
3512235,unclassified,20 mph,The Horsefair,False,True,59.48,32.1868,6.652,"LINESTRING (-2.5867257 51.4582949, -2.5868182 51.4584249, -2.5869547 51.4586169, -2.5870329 51.4587086, -2.5871231 51.4587639)",1,,,,,,,0.0052800529916918314,0.9,#199750
627040442,pedestrian,,George White Street,False,False,112.31,32.1868,12.561,"LINESTRING (-2.5867257 51.4582949, -2.5864644 51.4583115, -2.5861764 51.4583294, -2.5858861 51.4583541, -2.5854117 51.4584442, -2.5851494 51.4585052)",,permissive,,,,,,0.009374517619584792,0.8,#66bd63
"[16198701, 124100375]",pedestrian,,The Arcade,False,False,91.6,32.1868,10.245,"LINESTRING (-2.5899842 51.4575365, -2.5905454 51.4581743, -2.5906244 51.4582572)",,,yes,,,,,0.01979791835800676,0.6,#d9ef8b
1413277837,unclassified,20 mph,Union Street,False,True,12.81,32.1868,1.433,"LINESTRING (-2.5914231 51.4570992, -2.5913488 51.4569937)",1,,,,,,,0.020849090812167816,0.5,#feffbe
"[1458524044, 3512236]",unclassified,20 mph,Union Street,False,False,74.52,32.1868,8.335,"LINESTRING (-2.5914231 51.4570992, -2.5915109 51.4572225, -2.5915653 51.4572748, -2.591787 51.4575362, -2.5919179 51.4576936)",,,,,,,,0.016561333688975752,0.6,#d9ef8b
171255692,unclassified,20 mph,Broadmead,False,True,18.02,32.1868,2.016,"LINESTRING (-2.5914231 51.4570992, -2.5914531 51.4570501, -2.5914758 51.4570191, -2.5915056 51.4569953, -2.5915603 51.4569655)",1,,,,,,,0.023091806581411946,0.5,#feffbe
529808768,primary,30 mph,West Street,False,True,5.34,48.2802,0.398,"LINESTRING (-2.5799256 51.4564587, -2.5798558 51.456479)",2,,,A420,,,,0.07338691918101041,0.0,#a50026
42899133,primary,30 mph,Lamb Street,False,False,4.28,48.2802,0.319,"LINESTRING (-2.580242 51.4574095, -2.5802176 51.4574449)",2,,,A420,,,,0.01183792396279245,0.7,#a5d86a
42899133,primary,30 mph,Lamb Street,False,True,29.3,48.2802,2.185,"LINESTRING (-2.580242 51.4574095, -2.5803157 51.4572854, -2.5803731 51.4571592)",2,,,A420,,,,0.012293341174689465,0.7,#a5d86a
824590056,unclassified,,Saint Matthias Park,False,True,24.91,32.33444587155963,2.773,"LINESTRING (-2.580242 51.4574095, -2.5805056 51.4572909, -2.5805373 51.4572826)",,,,,,,,0.01183792396279245,0.7,#a5d86a
20340852,service,,,False,False,8.87,32.1868,0.992,"LINESTRING (-2.5854634 51.4564648, -2.5853501 51.456502)",,,,,,,,0.004652588716081838,0.9,#199750
22634258,tertiary,20 mph,Lower Castle Street,False,False,32.06,32.1868,3.586,"LINESTRING (-2.5854634 51.4564648, -2.5856446 51.4567301)",3,,,,,,,0.004847825540982319,0.9,#199750
3512235,unclassified,20 mph,The Horsefair,False,False,23.31,32.1868,2.608,"LINESTRING (-2.5919179 51.4576936, -2.5919906 51.4577793, -2.5919914 51.4578095, -2.591962 51.4578508, -2.5919169 51.4578754)",1,,,,,,,0.009627006751317186,0.8,#66bd63
"[37354499, 572213301]",service,20 mph,Union Street,False,False,22.46,32.1868,2.512,"LINESTRING (-2.5919179 51.4576936, -2.5920306 51.4577229, -2.5921501 51.4577495, -2.5921603 51.4577514, -2.5922227 51.4577616)",,,,,,,,0.009627006751317186,0.8,#66bd63
"[3512236, 1458524044]",unclassified,20 mph,Union Street,False,True,74.52,32.1868,8.335,"LINESTRING (-2.5919179 51.4576936, -2.591787 51.4575362, -2.5915653 51.4572748, -2.5915109 51.4572225, -2.5914231 51.4570992)",,,,,,,,0.016561333688975752,0.6,#d9ef8b
4322380,unclassified,20 mph,Fairfax Street,False,True,29.43,32.1868,3.292,"LINESTRING (-2.5882945 51.4565938, -2.5883414 51.456613, -2.5884014 51.4566251, -2.5884648 51.456623, -2.5885806 51.4565848, -2.5886734 51.4565467)",2,,,,,,,0.007871538260637306,0.8,#66bd63
"[1326368872, 665168406]","['footway', 'pedestrian']",,Merchant Street,False,True,50.31,32.18679999999999,5.627,"LINESTRING (-2.5882945 51.4565938, -2.5882767 51.4566173, -2.5882868 51.4566552, -2.5884732 51.4568708, -2.5885701 51.4570006)",,,,,,,,0.008108677812534451,0.8,#66bd63
3526937,trunk,30 mph,Newfoundland Circus,False,True,18.07,48.2802,1.347,"LINESTRING (-2.582482 51.4601039, -2.5823311 51.4602364)",4,,,,,,,0.007541493882214316,0.8,#66bd63
"[3526937, 1413912970]",trunk,30 mph,Newfoundland Circus,False,False,57.98,48.2802,4.323,"LINESTRING (-2.582482 51.4601039, -2.5829031 51.4599276, -2.5829501 51.4599079, -2.5831765 51.459813)",4,,,,,,,0.007183283281520106,0.8,#66bd63
69892652,service,,Dale Street,False,False,39.24,32.1868,4.389,"LINESTRING (-2.582482 51.4601039, -2.5824956 51.4600629, -2.5825062 51.4600337, -2.5825359 51.4600028, -2.5827566 51.4599055, -2.5827851 51.4598931, -2.5828009 51.4598805, -2.5828124 51.4598642, -2.5828171 51.4598432)",1,,,,,,,0.006892798292271903,0.8,#66bd63
1413912970,trunk,30 mph,Newfoundland Circus,False,True,31.32,48.2802,2.336,"LINESTRING (-2.5835558 51.4596597, -2.5831765 51.459813)",4,,,,,,,0.008025646750885353,0.8,#66bd63
3526939,trunk,30 mph,Bond Street South,False,False,27.02,48.2802,2.015,"LINESTRING (-2.5835558 51.4596597, -2.5836472 51.4595859, -2.5837314 51.4595394, -2.5837632 51.4595037, -2.5837864 51.4594676)",2,,,A4044,,,,0.009200018116037977,0.8,#66bd63
3527219,trunk,30 mph,Newfoundland Circus,False,False,24.86,48.2802,1.854,"LINESTRING (-2.5835558 51.4596597, -2.5836998 51.4596406, -2.5838986 51.4595955)",2,,,,,,,0.008026025008257566,0.8,#66bd63
12853099,unclassified,,,False,True,7.6,32.33444587155963,0.846,"LINESTRING (-2.5836427 51.4585889, -2.5835423 51.4585614)",,,,,,,,0.04501352529071705,0.1,#d62f27
117066430,unclassified,,,False,False,15.33,32.33444587155963,1.707,"LINESTRING (-2.5836427 51.4585889, -2.5838283 51.458664)",,,,,,,,0.03401621909520646,0.3,#fdad60
762556983,trunk,30 mph,Bond Street South,False,False,25.22,48.2802,1.881,"LINESTRING (-2.5836427 51.4585889, -2.5837823 51.4583794)",,,,A4044,,,,0.06324360599607884,0.0,#a50026
"[382873493, 762556982]",trunk,30 mph,Bond Street South,False,True,100.16,48.2802,7.468,"LINESTRING (-2.5836427 51.4585889, -2.5836056 51.4587142, -2.5835991 51.4588605, -2.5836276 51.4590326, -2.5836874 51.4591768, -2.5837762 51.4592985, -2.5837974 51.4593682, -2.5837995 51.4594344, -2.5837864 51.4594676)",2,,,A4044,,,,0.03407783765284184,0.3,#fdad60
762556983,trunk,30 mph,Bond Street South,False,True,25.22,48.2802,1.881,"LINESTRING (-2.5837823 51.4583794, -2.5836427 51.4585889)",,,,A4044,,,,0.06324360599607884,0.0,#a50026
"[1413912969, 1413912966]",footway,,,False,False,6.77,32.18679999999999,0.757,"LINESTRING (-2.5837823 51.4583794, -2.583727 51.45836, -2.5836972 51.4583495)",,,,,,,,0.10678543185072877,0.0,#a50026
"[1413912968, 1413912969, 27326075]",footway,,,False,True,23.63,32.18679999999999,2.643,"LINESTRING (-2.5837823 51.4583794, -2.5838258 51.4583945, -2.5838483 51.4584023, -2.5839101 51.4583336, -2.5839385 51.4583435, -2.5840314 51.458376)",,,,,,,,0.06324360599607884,0.0,#a50026
3526937,trunk,30 mph,Newfoundland Circus,False,False,18.07,48.2802,1.347,"LINESTRING (-2.5823311 51.4602364, -2.582482 51.4601039)",4,,,,,,,0.007541493882214316,0.8,#66bd63
332983350,unclassified,,Houlton Street,False,True,9.33,32.33444587155963,1.039,"LINESTRING (-2.5823311 51.4602364, -2.5822096 51.4602002)",,,,,,,,0.007831479637671371,0.8,#66bd63
"[3526934, 3526935]",trunk,30 mph,"['Newfoundland Circus', 'Newfoundland Way']",False,"[False, True]",96.58,48.2802,7.202,"LINESTRING (-2.5823311 51.4602364, -2.5825112 51.4602927, -2.5825948 51.4603133, -2.5826941 51.4603119, -2.5827983 51.4602954, -2.5829821 51.4602485, -2.5826486 51.4603958, -2.582468 51.4604658, -2.5824038 51.4604908)",2,,,A4032,,,,0.007983987985410081,0.8,#66bd63
3526935,trunk,30 mph,Newfoundland Way,False,True,25.59,48.2802,1.908,"LINESTRING (-2.5815743 51.4608523, -2.5818705 51.4607148)",2,,,A4032,,,,0.016359442125488538,0.6,#d9ef8b
3877714,unclassified,20 mph,,False,False,33.11,32.1868,3.703,"LINESTRING (-2.5815743 51.4608523, -2.5814732 51.4609357, -2.5812664 51.4610797)",,,,,,,,0.022455830744810373,0.5,#feffbe
22988932,trunk_link,30 mph,Bond Street South,False,True,29.22,48.2802,2.179,"LINESTRING (-2.5846117 51.4575434, -2.5847312 51.4574137, -2.5847624 51.4573597, -2.5847833 51.4573054)",3,,,A420,,,,0.01099891798971596,0.7,#a5d86a
39247714,trunk,30 mph,Bond Street South,False,True,34.83,48.2802,2.597,"LINESTRING (-2.5846117 51.4575434, -2.5846027 51.4574126, -2.5846097 51.4572303)",2,,,A4044,,,,0.01099891798971596,0.7,#a5d86a
202761594,trunk,30 mph,Bond Street South,False,False,100.95,48.2802,7.527,"LINESTRING (-2.5846117 51.4575434, -2.5844747 51.4577549, -2.5843267 51.4579579, -2.5840314 51.458376)",4,,,A4044,,,,0.03358778154970095,0.3,#fdad60
27326073,trunk,30 mph,Bond Street South,False,False,35.0,48.2802,2.61,"LINESTRING (-2.5840314 51.458376, -2.5839207 51.4585201, -2.5838283 51.458664)",5,,,A4044,,,,0.03276222971714119,0.3,#fdad60
202761594,trunk,30 mph,Bond Street South,False,True,100.95,48.2802,7.527,"LINESTRING (-2.5840314 51.458376, -2.5843267 51.4579579, -2.5844747 51.4577549, -2.5846117 51.4575434)",4,,,A4044,,,,0.03358778154970095,0.3,#fdad60
"[1413912968, 1413912969, 27326075]",footway,,,False,False,23.63,32.18679999999999,2.643,"LINESTRING (-2.5840314 51.458376, -2.5839385 51.4583435, -2.5839101 51.4583336, -2.5838483 51.4584023, -2.5838258 51.4583945, -2.5837823 51.4583794)",,,,,,,,0.06324360599607884,0.0,#a50026
"[1413912968, 1413912967]",footway,,,False,True,7.67,32.18679999999999,0.858,"LINESTRING (-2.5840314 51.458376, -2.5841144 51.4584042, -2.5841286 51.458409)",,,,,,,,0.03276222971714119,0.3,#fdad60
37282832,trunk,30 mph,Bond Street South,False,False,29.0,48.2802,2.162,"LINESTRING (-2.5839225 51.4592344, -2.5840166 51.4594885)",2,,,A4044,,,,0.011105361404663101,0.7,#a5d86a
3527218,trunk,30 mph,Bond Street South,False,False,27.03,48.2802,2.016,"LINESTRING (-2.5839225 51.4592344, -2.584071 51.4593542, -2.5841128 51.4593884, -2.5841639 51.4594253)",3,,,A4044,,,,0.011105361404663101,0.7,#a5d86a
27326073,trunk,30 mph,Bond Street South,False,True,64.76,48.2802,4.829,"LINESTRING (-2.5839225 51.4592344, -2.5838602 51.4591327, -2.5838179 51.4590246, -2.5837996 51.4589253, -2.5837992 51.4588208, -2.5838283 51.458664)",5,,,A4044,,,,0.022860246227815354,0.5,#feffbe
108234591,trunk,30 mph,Bond Street South,False,True,6.71,48.2802,0.5,"LINESTRING (-2.5840601 51.4596247, -2.5840459 51.459565)",,,,A4044,,,,0.007926838899134155,0.8,#66bd63
"[24038082, 108234591]","['trunk', 'unclassified']",30 mph,"['Bond Street South', 'Saint Paul Street']",False,False,23.62,48.2802,1.761,"LINESTRING (-2.5840601 51.4596247, -2.584071 51.4597003, -2.5840666 51.4597591, -2.5841194 51.4598294)",,,,A4044,,,,0.007547017219530292,0.8,#66bd63
"[382866322, 1362339428]",footway,,,False,False,5.96,32.18679999999999,0.667,"LINESTRING (-2.5840601 51.4596247, -2.584106 51.4596219, -2.5841455 51.4596184)",,,,,,,,0.007547017219530292,0.8,#66bd63
"[382866322, 1362339429, 1362339430]",footway,,,False,True,13.95,32.18679999999999,1.56,"LINESTRING (-2.5840601 51.4596247, -2.5839802 51.45963, -2.5839296 51.4596345, -2.5839161 51.459618, -2.5838986 51.4595955)",,,,,,,,0.008011408512159712,0.8,#66bd63
3527220,trunk,20 mph,Bond Street,False,False,18.59,32.1868,2.08,"LINESTRING (-2.5901682 51.4596839, -2.5899505 51.4595861)",2,,,A4044,,,,0.016230940711348823,0.6,#d9ef8b
"[365406619, 38696934]",trunk,20 mph,"['Bond Street', ""St James' Barton""]",False,"[False, True]",87.54,32.1868,9.791,"LINESTRING (-2.5901682 51.4596839, -2.5901487 51.4596026, -2.5901284 51.4595574, -2.5901129 51.4594792, -2.5901384 51.4593965, -2.5902104 51.4593056, -2.5900195 51.459313, -2.5899697 51.4593135, -2.5899337 51.4593135, -2.5895789 51.4593167)",3,,,"['A38', 'A4044']",circular,,,0.016230940711348823,0.6,#d9ef8b
"[1414930796, 202755223]",trunk,20 mph,St James' Barton,False,True,27.94,32.1868,3.125,"LINESTRING (-2.5901682 51.4596839, -2.5903723 51.4598031, -2.5904855 51.459834)","['4', '2']",,,A38,circular,,,0.024540248914562985,0.5,#feffbe
"[203035036, 37354482, 37283067, 38696932]",trunk,20 mph,St James' Barton,False,False,119.94,32.1868,13.415,"LINESTRING (-2.5908112 51.4590827, -2.5909371 51.4590815, -2.5910401 51.4590883, -2.5911153 51.4591006, -2.5912229 51.4591251, -2.5913194 51.45917, -2.5913822 51.4592607, -2.5914535 51.4594061, -2.5914283 51.4594895, -2.5913738 51.4595638, -2.5912657 51.4596398, -2.5909588 51.4597523)","['3', '2']",,,A38,circular,,,0.016707955023981688,0.6,#d9ef8b
4019346,primary,20 mph,North Street,False,False,19.6,32.1868,2.192,"LINESTRING (-2.5909588 51.4597523, -2.5909006 51.4598347, -2.5908607 51.4598757, -2.5908448 51.4599127)",2,,,A38,,,,0.024526297251259467,0.5,#feffbe
202755224,trunk,20 mph,St James' Barton,False,False,19.52,32.1868,2.183,"LINESTRING (-2.5909588 51.4597523, -2.5907513 51.4598148, -2.5907039 51.4598269)",2,,,A38,circular,,,0.02258808112415102,0.5,#feffbe
"[37354482, 38696932, 37283067, 203035036]",trunk,20 mph,St James' Barton,False,True,119.94,32.1868,13.415,"LINESTRING (-2.5909588 51.4597523, -2.5912657 51.4596398, -2.5913738 51.4595638, -2.5914283 51.4594895, -2.5914535 51.4594061, -2.5913822 51.4592607, -2.5913194 51.45917, -2.5912229 51.4591251, -2.5911153 51.4591006, -2.5910401 51.4590883, -2.5909371 51.4590815, -2.5908112 51.4590827)","['3', '2']",,,A38,circular,,,0.016707955023981688,0.6,#d9ef8b
692748721,residential,20 mph,Portland Square,False,True,38.47,32.1868,4.303,"LINESTRING (-2.5847166 51.4606321, -2.5849499 51.4609461)",,,,,,,,0.012056884857376339,0.7,#a5d86a
1429271084,unclassified,20 mph,Saint Paul Street,False,False,2.78,32.1868,0.311,"LINESTRING (-2.5847166 51.4606321, -2.5847023 51.4606087)",2,,,,,,,0.00980431649570681,0.8,#66bd63
235296249,residential,20 mph,Portland Square,False,False,31.8,32.1868,3.556,"LINESTRING (-2.5847166 51.4606321, -2.5847986 51.4606887, -2.5848709 51.4607231, -2.5849787 51.4607312, -2.5851028 51.460695)",1,,,,,,,0.013464831814487101,0.7,#a5d86a
8385403,residential,20 mph,Surrey Street,False,True,22.91,32.1868,2.563,"LINESTRING (-2.5860178 51.4608379, -2.5863133 51.4607454)",,,,,,,,0.14580830460903887,0.0,#a50026
72343243,residential,20 mph,Portland Square,False,False,15.04,32.1868,1.682,"LINESTRING (-2.5860178 51.4608379, -2.5861067 51.4609613)",,,,,,,,0.15621951142150253,0.0,#a50026
72343243,residential,20 mph,Portland Square,False,True,14.43,32.1868,1.613,"LINESTRING (-2.5860178 51.4608379, -2.5859193 51.4607236)",,,,,,,,0.11353369282712328,0.0,#a50026
186144151,footway,,,False,True,10.01,32.18679999999999,1.119,"LINESTRING (-2.5860178 51.4608379, -2.5859462 51.4608579, -2.5858885 51.4608778)",,,,,,,,0.11353369282712328,0.0,#a50026
3878218,unclassified,20 mph,Cave Street,False,False,39.96,32.1868,4.47,"LINESTRING (-2.586359 51.4612686, -2.5865958 51.4615963)",,,,,,,,0.024290717029334753,0.5,#feffbe
235296248,residential,20 mph,Portland Square,False,True,38.38,32.1868,4.293,"LINESTRING (-2.586359 51.4612686, -2.5861067 51.4609613)",,,,,,,,0.14717326947688042,0.0,#a50026
235296248,residential,20 mph,Portland Square,False,False,29.17,32.1868,3.262,"LINESTRING (-2.586359 51.4612686, -2.5863143 51.461242, -2.5862482 51.4612246, -2.586159 51.4612177, -2.5859738 51.4612605)",,,,,,,,0.03002406226394999,0.4,#fee08b
72343243,residential,20 mph,Portland Square,False,False,20.57,32.1868,2.301,"LINESTRING (-2.585191 51.4612259, -2.5850493 51.4610633)",,,,,,,,0.013040425050036523,0.7,#a5d86a
477207180,residential,20 mph,Portland Square,False,True,40.11,32.1868,4.486,"LINESTRING (-2.585191 51.4612259, -2.5854163 51.4615582)",,,,,,,,0.013040425050036523,0.7,#a5d86a
72343243,residential,20 mph,Portland Square,False,True,37.09,32.1868,4.148,"LINESTRING (-2.585191 51.4612259, -2.5853082 51.4612932, -2.585501 51.461345, -2.5856669 51.4613481)",,,,,,,,0.016832688147893918,0.6,#d9ef8b
72343225,unclassified,20 mph,Wilson Street,False,True,44.85,32.1868,5.017,"LINESTRING (-2.5822897 51.4613315, -2.5828657 51.4611473)",,,,,,,,0.008271444594535021,0.8,#66bd63
"[72343225, 72343218, 3877715]",unclassified,20 mph,"['Wilson Place', 'Dove Lane', 'Wilson Street']",False,"[False, True]",153.82,32.1868,17.205,"LINESTRING (-2.5822897 51.4613315, -2.5819786 51.4615184, -2.5812657 51.4619366, -2.5808392 51.4616164, -2.5807835 51.4615883, -2.5807185 51.461573)",,,,,,,,0.014097884395311646,0.7,#a5d86a
663625146,service,,,False,False,38.13,32.1868,4.264,"LINESTRING (-2.5822897 51.4613315, -2.5823617 51.4614219, -2.5825341 51.4616387)",,,,,,,,0.008271444594535021,0.8,#66bd63
26230276,footway,,,False,False,46.82,32.18679999999999,5.237,"LINESTRING (-2.5828657 51.4611473, -2.5825756 51.460767)",,,,,,,,0.007633738522555663,0.8,#66bd63
72343225,unclassified,20 mph,Wilson Street,False,False,44.85,32.1868,5.017,"LINESTRING (-2.5828657 51.4611473, -2.5822897 51.4613315)",,,,,,,,0.008271444594535021,0.8,#66bd63
72343225,unclassified,20 mph,Wilson Street,False,True,85.04,32.1868,9.511,"LINESTRING (-2.5828657 51.4611473, -2.58397 51.4608134)",,,,,,,,0.006639297803527525,0.8,#66bd63
24359420,unclassified,20 mph,Brigstocke Road,False,True,47.72,32.1868,5.337,"LINESTRING (-2.5860455 51.462375, -2.5863995 51.4627431)",,,,,,,,0.006163621541847474,0.8,#66bd63
43590865,unclassified,20 mph,Dean Street,False,False,61.6,32.1868,6.89,"LINESTRING (-2.5860455 51.462375, -2.585654 51.4618776)",,,,,,,,0.008880785330363855,0.8,#66bd63
487066776,unclassified,20 mph,Wilder Street,False,False,95.83,32.1868,10.718,"LINESTRING (-2.5860455 51.462375, -2.5849703 51.4629172)",,,,,,,,0.006163621541847474,0.8,#66bd63
24359413,unclassified,20 mph,Wilder Street,False,True,47.84,32.1868,5.351,"LINESTRING (-2.5860455 51.462375, -2.5860941 51.4623508, -2.5865848 51.4621063)",,,,,,,,0.007393329802039374,0.8,#66bd63
3878218,unclassified,20 mph,Cave Street,False,True,45.0,32.1868,5.033,"LINESTRING (-2.5868757 51.4619615, -2.5865958 51.4615963)",,,,,,,,0.012334618627441849,0.7,#a5d86a
24359413,unclassified,20 mph,Wilder Street,False,False,25.8,32.1868,2.885,"LINESTRING (-2.5868757 51.4619615, -2.5865848 51.4621063)",,,,,,,,0.007934122826701995,0.8,#66bd63
24359413,unclassified,20 mph,Wilder Street,False,True,29.83,32.1868,3.336,"LINESTRING (-2.5868757 51.4619615, -2.5872167 51.4617977)",,,,,,,,0.008338978940605897,0.8,#66bd63
24359420,unclassified,20 mph,Brigstocke Road,False,False,90.31,32.1868,10.101,"LINESTRING (-2.5870991 51.4634284, -2.5863995 51.4627431)",,,,,,,,0.005801200443430158,0.9,#199750
24359420,unclassified,20 mph,Brigstocke Road,False,True,63.7,32.1868,7.125,"LINESTRING (-2.5870991 51.4634284, -2.5875944 51.4639111)",,,,,,,,0.008200421484360678,0.8,#66bd63
193994529,unclassified,20 mph,City Road,False,False,89.19,32.1868,9.976,"LINESTRING (-2.5870991 51.4634284, -2.5863379 51.4637955, -2.586081 51.4639194)",2,,,,,,,0.005801200443430158,0.9,#199750
193994529,unclassified,20 mph,City Road,False,True,116.07,32.1868,12.982,"LINESTRING (-2.5870991 51.4634284, -2.5875474 51.4632256, -2.5884548 51.462815)",2,,,,,,,0.011920284493459173,0.7,#a5d86a
8302427,residential,20 mph,Gwyn Street,False,False,81.41,32.1868,9.105,"LINESTRING (-2.5875944 51.4639111, -2.5866486 51.4643456)",,,,,,,,0.008200421484360678,0.8,#66bd63
24359420,unclassified,20 mph,Brigstocke Road,False,False,63.7,32.1868,7.125,"LINESTRING (-2.5875944 51.4639111, -2.5870991 51.4634284)",,,,,,,,0.008200421484360678,0.8,#66bd63
24359420,unclassified,20 mph,Brigstocke Road,False,True,67.28,32.1868,7.525,"LINESTRING (-2.5875944 51.4639111, -2.5881204 51.4644197)",,,,,,,,0.01543252261037414,0.7,#a5d86a
26792514,residential,20 mph,Hepburn Road,False,False,66.08,32.1868,7.391,"LINESTRING (-2.5875944 51.4639111, -2.5883427 51.4635426)",,,,,,,,0.010807438018774158,0.7,#a5d86a
4235038,unclassified,20 mph,York Street,False,True,10.2,32.1868,1.141,"LINESTRING (-2.5880591 51.4594324, -2.5880706 51.4594825, -2.5880821 51.459523)",2,,,,,,,0.007911617508789331,0.8,#66bd63
