osmid,highway,maxspeed,name,oneway,reversed,length,speed_kph,travel_time,geometry,lanes,access,tunnel,ref,junction,service,bridge,access_score,score_band,edge_colour
"[963320040, 963320041, 963320042]","['footway', 'steps']",,,False,False,10.84,32.18679999999999,1.212,"LINESTRING (-2.5857914 51.4571141, -2.5857039 51.4570843, -2.5856761 51.4570773, -2.5856513 51.4570711)",,,,,,,,0.005578007272949799,0.9,#199750
"[1360635499, 1360635500]",footway,,,False,True,17.47,32.18679999999999,1.954,"LINESTRING (-2.5857914 51.4571141, -2.5857407 51.4570218, -2.5857647 51.4570137, -2.585816 51.4569856)",,,,,,,,0.005446816125260109,0.9,#199750
"[1360635504, 1360635505]",footway,,,False,True,20.1,32.18679999999999,2.248,"LINESTRING (-2.5857914 51.4571141, -2.5858024 51.4571337, -2.5858432 51.4572068, -2.5858761 51.4571978, -2.5858877 51.4571947, -2.585966 51.4571757)",,,,,,,,0.005548369154579742,0.9,#199750
"[50659428, 50659429, 112748671]","['footway', 'steps']",,,False,"[False, True]",18.71,32.18679999999999,2.092,"LINESTRING (-2.5903388 51.4591743, -2.5903258 51.4591789, -2.5902317 51.4592086, -2.5901894 51.4592083, -2.5900846 51.4591941)",,,,,,,,0.015675565480251005,0.7,#a5d86a
112748671,footway,,,False,True,38.59,32.18679999999999,4.316,"LINESTRING (-2.5903388 51.4591743, -2.5907832 51.459018, -2.5907958 51.45899)",,,,,,,,0.016459628815777744,0.6,#d9ef8b
"[50659424, 741066402, 326356018]",footway,,,False,False,41.37,32.18679999999999,4.627,"LINESTRING (-2.5903388 51.4591743, -2.5903449 51.4591813, -2.5904356 51.4592879, -2.5905321 51.4593508, -2.5907255 51.4594505)",,,yes,,,,,0.015675565480251005,0.7,#a5d86a
"[564463058, 885024932]",service,,,False,True,42.63,32.1868,4.768,"LINESTRING (-2.5834274 51.4622225, -2.583702 51.4624116, -2.5837067 51.4624431, -2.5836041 51.4625157)",,,,,,,,0.004185761841565785,0.9,#199750
728214811,footway,,,False,True,3.97,32.18679999999999,0.444,"LINESTRING (-2.5855831 51.4569079, -2.5855617 51.456941)",,,,,,,,0.005407516894370392,0.9,#199750
728214811,footway,,,False,False,3.97,32.18679999999999,0.444,"LINESTRING (-2.5855617 51.456941, -2.5855831 51.4569079)",,,,,,,,0.005407516894370392,0.9,#199750
728214809,footway,,,False,False,8.36,32.18679999999999,0.935,"LINESTRING (-2.5855617 51.456941, -2.5855851 51.4569469, -2.5856226 51.4570016)",,,,,,,,0.0054615281670530955,0.9,#199750
728214809,footway,,,False,True,11.54,32.18679999999999,1.291,"LINESTRING (-2.5855617 51.456941, -2.5855383 51.4569351, -2.5854744 51.4569521, -2.5854462 51.4569109)",,,,,,,,0.005558656724325738,0.9,#199750
"[728214809, 963320039]","['footway', 'steps']",,,False,False,11.52,32.18679999999999,1.289,"LINESTRING (-2.5856513 51.4570711, -2.5856417 51.4570859, -2.5855779 51.4571028, -2.5855955 51.4571288, -2.5856056 51.4571438)",,,,,,,,0.005829125570821708,0.9,#199750
728214809,footway,,,False,True,8.38,32.18679999999999,0.938,"LINESTRING (-2.5856513 51.4570711, -2.5856604 51.4570569, -2.5856226 51.4570016)",,,,,,,,0.005578007272949799,0.9,#199750
"[963320040, 963320041, 963320042]","['footway', 'steps']",,,False,True,10.84,32.18679999999999,1.212,"LINESTRING (-2.5856513 51.4570711, -2.5856761 51.4570773, -2.5857039 51.4570843, -2.5857914 51.4571141)",,,,,,,,0.005578007272949799,0.9,#199750
728214810,footway,,,False,False,5.53,32.18679999999999,0.619,"LINESTRING (-2.5856226 51.4570016, -2.5855493 51.4570213)",,,,,,,,0.005620155365627535,0.9,#199750
728214809,footway,,,False,False,8.38,32.18679999999999,0.938,"LINESTRING (-2.5856226 51.4570016, -2.5856604 51.4570569, -2.5856513 51.4570711)",,,,,,,,0.005578007272949799,0.9,#199750
728214809,footway,,,False,True,8.36,32.18679999999999,0.935,"LINESTRING (-2.5856226 51.4570016, -2.5855851 51.4569469, -2.5855617 51.456941)",,,,,,,,0.0054615281670530955,0.9,#199750
"[728214810, 963320043]","['footway', 'steps']",,,False,True,5.0,32.18679999999999,0.559,"LINESTRING (-2.5856226 51.4570016, -2.5856613 51.4569914, -2.585689 51.456984)",,,,,,,,0.0054615281670530955,0.9,#199750
728214809,footway,,,False,False,11.54,32.18679999999999,1.291,"LINESTRING (-2.5854462 51.4569109, -2.5854744 51.4569521, -2.5855383 51.4569351, -2.5855617 51.456941)",,,,,,,,0.005558656724325738,0.9,#199750
"[728214809, 963320039]","['footway', 'steps']",,,False,True,11.52,32.18679999999999,1.289,"LINESTRING (-2.5856056 51.4571438, -2.5855955 51.4571288, -2.5855779 51.4571028, -2.5856417 51.4570859, -2.5856513 51.4570711)",,,,,,,,0.005829125570821708,0.9,#199750
"[728214810, 963320043]","['footway', 'steps']",,,False,False,5.0,32.18679999999999,0.559,"LINESTRING (-2.585689 51.456984, -2.5856613 51.4569914, -2.5856226 51.4570016)",,,,,,,,0.0054615281670530955,0.9,#199750
822247850,footway,,,False,False,48.29,32.18679999999999,5.401,"LINESTRING (-2.5801416 51.4565547, -2.5801432 51.4565698, -2.5801519 51.4565801, -2.5804465 51.4569092, -2.580462 51.4569383)",,,,,,,,0.02841907346867641,0.4,#fee08b
"[529808772, 1413471972, 1413471973]",footway,,,False,False,13.48,32.18679999999999,1.508,"LINESTRING (-2.5801416 51.4565547, -2.5801179 51.4565549, -2.5800445 51.456575, -2.5799965 51.4565881, -2.5799626 51.4565992)",,,,,,,,0.03622755708482157,0.2,#f46d43
966540335,footway,,,False,False,21.22,32.18679999999999,2.373,"LINESTRING (-2.580462 51.4569383, -2.5806339 51.4570962)",,,,,,,,0.0126845259698985,0.7,#a5d86a
822247850,footway,,,False,True,48.29,32.18679999999999,5.401,"LINESTRING (-2.580462 51.4569383, -2.5804465 51.4569092, -2.5801519 51.4565801, -2.5801432 51.4565698, -2.5801416 51.4565547)",,,,,,,,0.02841907346867641,0.4,#fee08b
966540335,footway,,,False,True,49.86,32.18679999999999,5.576,"LINESTRING (-2.580462 51.4569383, -2.5806238 51.4568644, -2.5806399 51.4568556, -2.5806546 51.4568439, -2.5806721 51.4568065, -2.5810133 51.4566635)",,,,,,,,0.0126845259698985,0.7,#a5d86a
966540335,footway,,,False,False,49.86,32.18679999999999,5.576,"LINESTRING (-2.5810133 51.4566635, -2.5806721 51.4568065, -2.5806546 51.4568439, -2.5806399 51.4568556, -2.5806238 51.4568644, -2.580462 51.4569383)",,,,,,,,0.0126845259698985,0.7,#a5d86a
4322381,unclassified,20 mph,Fairfax Street,False,False,2.97,32.1868,0.333,"LINESTRING (-2.5887919 51.4564916, -2.5887575 51.4565076)",,,building_passage,,,,,0.008173892684376481,0.8,#66bd63
4322380,unclassified,20 mph,Fairfax Street,False,False,29.43,32.1868,3.292,"LINESTRING (-2.5886734 51.4565467, -2.5885806 51.4565848, -2.5884648 51.456623, -2.5884014 51.4566251, -2.5883414 51.456613, -2.5882945 51.4565938)",2,,,,,,,0.007871538260637306,0.8,#66bd63
1019440527,service,,,False,True,6.96,32.1868,0.778,"LINESTRING (-2.5886734 51.4565467, -2.5886726 51.4565152, -2.5886249 51.4565061)",,,,,,,,0.007871538260637306,0.8,#66bd63
"[1388013306, 4322381]",unclassified,20 mph,Fairfax Street,False,True,7.28,32.1868,0.814,"LINESTRING (-2.5886734 51.4565467, -2.5887104 51.4565311, -2.5887575 51.4565076)",2,,building_passage,,,,,0.008088341402937155,0.8,#66bd63
4322381,unclassified,20 mph,Fairfax Street,False,True,2.97,32.1868,0.333,"LINESTRING (-2.5887575 51.4565076, -2.5887919 51.4564916)",,,building_passage,,,,,0.008173892684376481,0.8,#66bd63
"[1388013306, 4322381]",unclassified,20 mph,Fairfax Street,False,False,7.28,32.1868,0.814,"LINESTRING (-2.5887575 51.4565076, -2.5887104 51.4565311, -2.5886734 51.4565467)",2,,building_passage,,,,,0.008088341402937155,0.8,#66bd63
"[326498369, 1091051221]",footway,,,False,False,9.81,32.18679999999999,1.098,"LINESTRING (-2.5907457 51.4599074, -2.5906534 51.4599297, -2.5906137 51.4599394)",,,,,,,,0.032899454937934274,0.3,#fdad60
"[326498369, 1091051222]",footway,,,False,True,6.9,32.18679999999999,0.772,"LINESTRING (-2.5907457 51.4599074, -2.5908003 51.4599121, -2.5908448 51.4599127)",,,,,,,,0.026757465247101174,0.4,#fee08b
"[1026516206, 1414930798]",footway,,,False,False,9.42,32.18679999999999,1.054,"LINESTRING (-2.5907457 51.4599074, -2.5907317 51.4598726, -2.5907039 51.4598269)",,,,,,,,0.026757465247101174,0.4,#fee08b
3512235,unclassified,20 mph,The Horsefair,False,True,1.27,32.1868,0.142,"LINESTRING (-2.5904747 51.4583082, -2.5904907 51.4583026)",1,,,,,,,0.023735840848860146,0.5,#feffbe
1068675913,service,,,False,False,49.23,32.1868,5.506,"LINESTRING (-2.5904747 51.4583082, -2.5907878 51.4587056)",,,,,,,,0.027740030938143718,0.4,#fee08b
3512235,unclassified,20 mph,The Horsefair,False,False,57.8,32.1868,6.464,"LINESTRING (-2.5904747 51.4583082, -2.5901335 51.458427, -2.5900242 51.4584651, -2.5899495 51.4584927, -2.5897481 51.4585635)",1,,,,,,,0.048336410692997905,0.0,#a50026
3512235,unclassified,20 mph,The Horsefair,False,False,4.69,32.1868,0.525,"LINESTRING (-2.5905499 51.4582821, -2.5904907 51.4583026)",1,,,,,,,0.023118935213140675,0.5,#feffbe
3512235,unclassified,20 mph,The Horsefair,False,True,5.86,32.1868,0.655,"LINESTRING (-2.5905499 51.4582821, -2.5906244 51.4582572)",1,,,,,,,0.021069633438806534,0.5,#feffbe
"[326498362, 217596269, 1248005678, 1248005679]","['footway', 'steps']",,,False,False,79.51,32.18679999999999,8.892,"LINESTRING (-2.5905499 51.4582821, -2.5906028 51.4583569, -2.5906446 51.4584189, -2.5906231 51.4584252, -2.590613 51.4584291, -2.5907574 51.4586118, -2.5908773 51.4586677, -2.5908521 51.4586957, -2.5911335 51.4588197)",,,,,,,,0.025813814297522625,0.4,#fee08b
1068675913,service,,,False,True,49.23,32.1868,5.506,"LINESTRING (-2.5907878 51.4587056, -2.5904747 51.4583082)",,,,,,,,0.02774003093814372,0.4,#fee08b
1148066283,service,,,False,True,28.59,32.1868,3.198,"LINESTRING (-2.5847945 51.4620878, -2.5847114 51.4620047, -2.5846477 51.4619316, -2.5846363 51.4619073, -2.5846082 51.4618597)",,,,,,driveway,,0.0066187714738420445,0.8,#66bd63
25874506,residential,20 mph,Bishop Street,False,True,64.8,32.1868,7.247,"LINESTRING (-2.5846082 51.4618597, -2.5854567 51.4616145)",,,,,,,,0.010859473937642559,0.7,#a5d86a
25874506,residential,20 mph,Bishop Street,False,False,27.86,32.1868,3.116,"LINESTRING (-2.5846082 51.4618597, -2.5845804 51.4618677, -2.5843015 51.4619483, -2.5842743 51.4619844)",,,,,,,,0.0066187714738420445,0.8,#66bd63
1148066283,service,,,False,False,28.59,32.1868,3.198,"LINESTRING (-2.5846082 51.4618597, -2.5846363 51.4619073, -2.5846477 51.4619316, -2.5847114 51.4620047, -2.5847945 51.4620878)",,,,,,driveway,,0.0066187714738420445,0.8,#66bd63
1163067624,service,,,False,True,9.52,32.1868,1.065,"LINESTRING (-2.5906116 51.4634326, -2.5906812 51.4635064)",,,,,,,,0.02366505393285574,0.5,#feffbe
106678895,residential,20 mph,Armada Place,False,False,63.51,32.1868,7.103,"LINESTRING (-2.5906116 51.4634326, -2.5905691 51.4635075, -2.5905452 51.4635638, -2.590465 51.4638066, -2.5904191 51.4639454, -2.5904181 51.4639715, -2.5904238 51.4639889)",,,,,,,,0.07568375202111544,0.0,#a50026
106678895,residential,20 mph,Armada Place,False,True,15.49,32.1868,1.733,"LINESTRING (-2.5906116 51.4634326, -2.5906511 51.4633741, -2.5907034 51.4633056)",,,,,,,,0.021775134272400236,0.5,#feffbe
1163066595,footway,,,False,False,2.85,32.18679999999999,0.319,"LINESTRING (-2.5906812 51.4635064, -2.5907183 51.4634953)",,,,,,,,0.02366505393285574,0.5,#feffbe
1163067624,service,,,False,False,9.52,32.1868,1.065,"LINESTRING (-2.5906812 51.4635064, -2.5906116 51.4634326)",,,,,,,,0.02366505393285574,0.5,#feffbe
"[1163066595, 1163066596]",footway,,,False,True,71.7,32.18679999999999,8.02,"LINESTRING (-2.5906812 51.4635064, -2.5906327 51.463521, -2.5906136 51.4635571, -2.5905318 51.4637904, -2.5905242 51.4638141, -2.5904822 51.463945, -2.5904815 51.4639607, -2.5904885 51.4639807, -2.5904989 51.4639962, -2.5905154 51.464011, -2.5905338 51.4640206, -2.5905579 51.4640271, -2.5906753 51.4640413)",,,,,,,,0.05732896273420041,0.0,#a50026
1163067624,service,,,False,True,11.47,32.1868,1.282,"LINESTRING (-2.5906812 51.4635064, -2.5906918 51.4635176, -2.5907034 51.4635266, -2.5907163 51.4635358, -2.5907237 51.4635399, -2.5907953 51.4635803)",,,,,,,,0.02397223999428652,0.5,#feffbe
1163067624,service,,,False,False,11.47,32.1868,1.282,"LINESTRING (-2.5907953 51.4635803, -2.5907237 51.4635399, -2.5907163 51.4635358, -2.5907034 51.4635266, -2.5906918 51.4635176, -2.5906812 51.4635064)",,,,,,,,0.02397223999428652,0.5,#feffbe
1163115987,service,,,False,False,3.51,32.1868,0.393,"LINESTRING (-2.5908496 51.4640564, -2.5908577 51.4640252)",,,,,,,,0.021460338253901902,0.5,#feffbe
1163115987,service,,,False,True,3.66,32.1868,0.409,"LINESTRING (-2.5908496 51.4640564, -2.5908412 51.4640889)",,,,,,,,0.02090951314855504,0.5,#feffbe
"[1163067626, 1163067627]",footway,,,False,False,12.19,32.18679999999999,1.364,"LINESTRING (-2.5908496 51.4640564, -2.5907417 51.4640471, -2.5906753 51.4640413)",,,,,,,,0.02704321194204887,0.4,#fee08b
"[1163067627, 1163067628]",footway,,,False,True,9.38,32.18679999999999,1.049,"LINESTRING (-2.5908496 51.4640564, -2.5909411 51.4640643, -2.5909837 51.464068)",,,,,,,,0.02090951314855504,0.5,#feffbe
"[1163066588, 1163066589, 1163066590, 1163066591]",footway,,,False,"[False, True]",68.88,32.18679999999999,7.704,"LINESTRING (-2.5909837 51.464068, -2.5909611 51.4640629, -2.590943 51.4640559, -2.5909277 51.4640427, -2.590919 51.46403, -2.5909187 51.4640156, -2.5909244 51.4640002, -2.590964 51.4639523, -2.5909841 51.4639231, -2.5910018 51.4638915, -2.5910186 51.4638414, -2.5910235 51.4638121, -2.591022 51.4637937, -2.5910165 51.4637798, -2.5910055 51.4637579, -2.590966 51.4636793, -2.5909663 51.4636734, -2.5909702 51.4636674, -2.5909976 51.4636485, -2.5911365 51.4635528, -2.5911432 51.4635269)",,,building_passage,,,,yes,0.021048863753983498,0.5,#feffbe
"[1163067627, 1163067628]",footway,,,False,False,9.38,32.18679999999999,1.049,"LINESTRING (-2.5909837 51.464068, -2.5909411 51.4640643, -2.5908496 51.4640564)",,,,,,,,0.02090951314855504,0.5,#feffbe
"[1163066595, 1163066596]",footway,,,False,False,71.7,32.18679999999999,8.02,"LINESTRING (-2.5906753 51.4640413, -2.5905579 51.4640271, -2.5905338 51.4640206, -2.5905154 51.464011, -2.5904989 51.4639962, -2.5904885 51.4639807, -2.5904815 51.4639607, -2.5904822 51.463945, -2.5905242 51.4638141, -2.5905318 51.4637904, -2.5906136 51.4635571, -2.5906327 51.463521, -2.5906812 51.4635064)",,,,,,,,0.05732896273420041,0.0,#a50026
"[1163066585, 1163066586, 1163066596]",footway,,,False,"[False, True]",74.41,32.18679999999999,8.323,"LINESTRING (-2.5906753 51.4640413, -2.5907051 51.4640432, -2.5907313 51.4640415, -2.5907588 51.4640346, -2.5907779 51.4640252, -2.5907933 51.4640102, -2.5907993 51.4639947, -2.5908007 51.4639761, -2.5907846 51.4639195, -2.5907809 51.4638836, -2.5907816 51.4638483, -2.5907879 51.4638172, -2.5908034 51.4637819, -2.5908184 51.4637558, -2.5908315 51.4637405, -2.590855 51.4637215, -2.5909105 51.4636773, -2.5909011 51.4636592, -2.5909531 51.4636234, -2.591092 51.4635277, -2.59114 51.4635262)",,,building_passage,,,,,0.027659190784588616,0.4,#fee08b
"[1163067626, 1163067627]",footway,,,False,True,12.19,32.18679999999999,1.364,"LINESTRING (-2.5906753 51.4640413, -2.5907417 51.4640471, -2.5908496 51.4640564)",,,,,,,,0.02704321194204887,0.4,#fee08b
1163115987,service,,,False,True,3.51,32.1868,0.393,"LINESTRING (-2.5908577 51.4640252, -2.5908496 51.4640564)",,,,,,,,0.021460338253901902,0.5,#feffbe
"[93280979, 1163066598]",service,,,False,False,62.92,32.1868,7.038,"LINESTRING (-2.5908577 51.4640252, -2.5908315 51.4639456, -2.5908231 51.4638993, -2.5908205 51.4638713, -2.5908221 51.463841, -2.5908298 51.4638128, -2.59085 51.4637735, -2.5908637 51.4637541, -2.5908825 51.463734, -2.5909673 51.4636632, -2.5909915 51.463645, -2.5911315 51.46355, -2.59114 51.4635262)",,,building_passage,,,,,0.025681548318099164,0.4,#fee08b
"[1163066600, 1163066597, 93280990, 1163066599]",service,,,False,False,64.4,32.1868,7.203,"LINESTRING (-2.5908577 51.4640252, -2.5908935 51.4639899, -2.5909338 51.4639415, -2.5909479 51.4639197, -2.5909636 51.4638861, -2.5909774 51.4638387, -2.5909804 51.4638165, -2.5909811 51.4637992, -2.590979 51.4637881, -2.5909679 51.4637651, -2.5909316 51.4636929, -2.5909272 51.4636797, -2.5909274 51.4636681, -2.5909326 51.4636576, -2.5909383 51.463649, -2.5909462 51.4636418, -2.590964 51.4636295, -2.5911028 51.4635338, -2.5911432 51.4635269)",,,building_passage,,,,yes,0.021460338253901902,0.5,#feffbe
1163066595,footway,,,False,True,2.85,32.18679999999999,0.319,"LINESTRING (-2.5907183 51.4634953, -2.5906812 51.4635064)",,,,,,,,0.02366505393285574,0.5,#feffbe
1163066603,footway,,,False,False,17.08,32.18679999999999,1.91,"LINESTRING (-2.5907183 51.4634953, -2.5908345 51.4633748, -2.5908421 51.4633627)",,,,,,,,0.022258481308176287,0.5,#feffbe
"[1163066603, 1163066604, 1163066605]",footway,,,False,True,18.58,32.18679999999999,2.078,"LINESTRING (-2.5907183 51.4634953, -2.5907327 51.4635032, -2.5907443 51.4635098, -2.5908906 51.463409, -2.5909008 51.463402)",,,building_passage,,,,,0.022258481308176287,0.5,#feffbe
1163066606,footway,,,False,True,5.97,32.18679999999999,0.668,"LINESTRING (-2.5909008 51.463402, -2.5908421 51.4633627)",,,,,,,,0.01633087093951671,0.6,#d9ef8b
"[1163066603, 1163066604, 1163066605]",footway,,,False,False,18.58,32.18679999999999,2.078,"LINESTRING (-2.5909008 51.463402, -2.5908906 51.463409, -2.5907443 51.4635098, -2.5907327 51.4635032, -2.5907183 51.4634953)",,,building_passage,,,,,0.022258481308176287,0.5,#feffbe
1163066606,footway,,,False,False,8.93,32.18679999999999,0.999,"LINESTRING (-2.5909008 51.463402, -2.5909051 51.4634049, -2.5909894 51.4634603)",,,,,,,,0.016769737812909212,0.6,#d9ef8b
1163066606,footway,,,False,True,8.93,32.18679999999999,0.999,"LINESTRING (-2.5909894 51.4634603, -2.5909051 51.4634049, -2.5909008 51.463402)",,,,,,,,0.016769737812909212,0.6,#d9ef8b
1163066606,footway,,,False,False,5.97,32.18679999999999,0.668,"LINESTRING (-2.5908421 51.4633627, -2.5909008 51.463402)",,,,,,,,0.01633087093951671,0.6,#d9ef8b
"[1163066602, 1163066603, 1163066607]",footway,,,False,False,51.83,32.18679999999999,5.797,"LINESTRING (-2.5908421 51.4633627, -2.5908468 51.463345, -2.5908676 51.4632253, -2.5908702 51.46322, -2.5908753 51.4632142, -2.5909328 51.4631664, -2.591007 51.4631154, -2.5911553 51.4630179, -2.5912135 51.4629796)",,,,,,,,0.023007202706643085,0.5,#feffbe
1163066603,footway,,,False,True,17.08,32.18679999999999,1.91,"LINESTRING (-2.5908421 51.4633627, -2.5908345 51.4633748, -2.5907183 51.4634953)",,,,,,,,0.022258481308176287,0.5,#feffbe
93114288,service,,,False,False,4.22,32.1868,0.472,"LINESTRING (-2.5912135 51.4629796, -2.5911706 51.4629527)",,,,,,,,0.024965212198855242,0.5,#feffbe
93114288,service,,,False,True,8.81,32.1868,0.985,"LINESTRING (-2.5912135 51.4629796, -2.5912954 51.4630309, -2.5913046 51.4630347)",,,,,,,,0.023007202706643085,0.5,#feffbe
"[1163066601, 1163066602]",footway,,,False,False,8.82,32.18679999999999,0.987,"LINESTRING (-2.5912135 51.4629796, -2.5912715 51.4629414, -2.5913011 51.462922)",,,,,,,,0.0256769512840633,0.4,#fee08b
"[1163066602, 1163066603, 1163066607]",footway,,,False,True,51.83,32.18679999999999,5.797,"LINESTRING (-2.5912135 51.4629796, -2.5911553 51.4630179, -2.591007 51.4631154, -2.5909328 51.4631664, -2.5908753 51.4632142, -2.5908702 51.46322, -2.5908676 51.4632253, -2.5908468 51.463345, -2.5908421 51.4633627)",,,,,,,,0.023007202706643085,0.5,#feffbe
93114288,service,,,False,False,12.64,32.1868,1.414,"LINESTRING (-2.5914645 51.463022, -2.5914069 51.4630505, -2.5913971 51.4630531, -2.5913852 51.4630536, -2.5913681 51.4630514, -2.5913046 51.4630347)",,,,,,,,0.01964619530574584,0.6,#d9ef8b
1163066616,footway,,,False,True,9.2,32.18679999999999,1.029,"LINESTRING (-2.5915407 51.4630081, -2.5914516 51.4630695)",,,,,,,,0.018095504093018175,0.6,#d9ef8b
93159681,footway,,,False,True,5.39,32.18679999999999,0.603,"LINESTRING (-2.5915407 51.4630081, -2.5915277 51.4629994, -2.5915187 51.4629909, -2.591512 51.4629812, -2.5915048 51.462966)",,,,,,,,0.020003972654639834,0.6,#d9ef8b
1163066616,footway,,,False,False,32.15,32.18679999999999,3.595,"LINESTRING (-2.5915407 51.4630081, -2.5917763 51.4628458, -2.5917163 51.4627863)",,,,,,,,0.02138060970615756,0.5,#feffbe
93159681,footway,,,False,False,5.39,32.18679999999999,0.603,"LINESTRING (-2.5915048 51.462966, -2.591512 51.4629812, -2.5915187 51.4629909, -2.5915277 51.4629994, -2.5915407 51.4630081)",,,,,,,,0.020003972654639834,0.6,#d9ef8b
93159681,footway,,,False,True,23.24,32.18679999999999,2.599,"LINESTRING (-2.5915048 51.462966, -2.5915125 51.4629599, -2.5915353 51.4629411, -2.591603 51.4628655, -2.5916164 51.4628475, -2.591658 51.4627811)",,,,,,,,0.023105730293568518,0.5,#feffbe
1163066614,footway,,,False,False,24.74,32.18679999999999,2.767,"LINESTRING (-2.5915048 51.462966, -2.5914893 51.4629762, -2.5914638 51.462989, -2.5913862 51.4630162, -2.5913722 51.4630176, -2.5913611 51.463016, -2.5912987 51.4629811, -2.5912905 51.4629742, -2.5912851 51.462966, -2.5912823 51.4629545, -2.5912838 51.4629434, -2.591289 51.4629337, -2.5913011 51.462922)",,,,,,,,0.0256769512840633,0.4,#fee08b
1163066614,footway,,,False,True,44.15,32.18679999999999,4.938,"LINESTRING (-2.5917393 51.4626337, -2.5913011 51.462922)",,,,,,,,0.02830069623227661,0.4,#fee08b
1163066613,footway,,,False,True,18.58,32.18679999999999,2.079,"LINESTRING (-2.5917393 51.4626337, -2.5917524 51.4626414, -2.5917574 51.4626493, -2.5917589 51.4626558, -2.5917569 51.4626644, -2.5916828 51.4627457, -2.5916722 51.4627585, -2.591658 51.4627811)",,,,,,,,0.026613136455003572,0.4,#fee08b
"[1163066610, 1163066611, 1163066612, 1163066614, 93114294, 93114297, 93114301]","['footway', 'steps']",,,False,False,26.81,32.18679999999999,2.999,"LINESTRING (-2.5917393 51.4626337, -2.5917619 51.4626188, -2.5917914 51.4626017, -2.5918109 51.4625963, -2.5918293 51.4625958, -2.5918474 51.462599, -2.5918615 51.4626046, -2.5918913 51.4626313, -2.5919131 51.462657, -2.5919322 51.4626815, -2.5919438 51.4626965, -2.5919597 51.462717, -2.591974 51.4627353)",,,,,,,,0.026613136455003572,0.4,#fee08b
93114294,footway,,,False,False,7.99,32.18679999999999,0.893,"LINESTRING (-2.591974 51.4627353, -2.5920595 51.4627835)",,,,,,,,0.01742436126589437,0.6,#d9ef8b
1163066615,footway,,,False,True,0.36,32.18679999999999,0.04,"LINESTRING (-2.591974 51.4627353, -2.5919694 51.4627368)",,,,,,,,0.017478845693177248,0.6,#d9ef8b
"[1163066610, 1163066611, 1163066612, 93114294, 1163066614, 93114297, 93114301]","['footway', 'steps']",,,False,True,26.81,32.18679999999999,2.999,"LINESTRING (-2.591974 51.4627353, -2.5919597 51.462717, -2.5919438 51.4626965, -2.5919322 51.4626815, -2.5919131 51.462657, -2.5918913 51.4626313, -2.5918615 51.4626046, -2.5918474 51.462599, -2.5918293 51.4625958, -2.5918109 51.4625963, -2.5917914 51.4626017, -2.5917619 51.4626188, -2.5917393 51.4626337)",,,,,,,,0.026613136455003572,0.4,#fee08b
1163066614,footway,,,False,False,44.15,32.18679999999999,4.938,"LINESTRING (-2.5913011 51.462922, -2.5917393 51.4626337)",,,,,,,,0.02830069623227661,0.4,#fee08b
"[1163066601, 1163066602]",footway,,,False,True,8.82,32.18679999999999,0.987,"LINESTRING (-2.5913011 51.462922, -2.5912715 51.4629414, -2.5912135 51.4629796)",,,,,,,,0.0256769512840633,0.4,#fee08b
1163066614,footway,,,False,True,24.74,32.18679999999999,2.767,"LINESTRING (-2.5913011 51.462922, -2.591289 51.4629337, -2.5912838 51.4629434, -2.5912823 51.4629545, -2.5912851 51.462966, -2.5912905 51.4629742, -2.5912987 51.4629811, -2.5913611 51.463016, -2.5913722 51.4630176, -2.5913862 51.4630162, -2.5914638 51.462989, -2.5914893 51.4629762, -2.5915048 51.462966)",,,,,,,,0.0256769512840633,0.4,#fee08b
93159681,footway,,,False,False,23.24,32.18679999999999,2.599,"LINESTRING (-2.591658 51.4627811, -2.5916164 51.4628475, -2.591603 51.4628655, -2.5915353 51.4629411, -2.5915125 51.4629599, -2.5915048 51.462966)",,,,,,,,0.023105730293568518,0.5,#feffbe
93159685,footway,,,False,True,4.24,32.18679999999999,0.474,"LINESTRING (-2.591658 51.4627811, -2.5916761 51.4627868, -2.591687 51.4627886, -2.5917017 51.4627882, -2.5917163 51.4627863)",,,,,,,,0.023105730293568518,0.5,#feffbe
1163066613,footway,,,False,False,18.58,32.18679999999999,2.079,"LINESTRING (-2.591658 51.4627811, -2.5916722 51.4627585, -2.5916828 51.4627457, -2.5917569 51.4626644, -2.5917589 51.4626558, -2.5917574 51.4626493, -2.5917524 51.4626414, -2.5917393 51.4626337)",,,,,,,,0.026613136455003572,0.4,#fee08b
93159685,footway,,,False,False,4.24,32.18679999999999,0.474,"LINESTRING (-2.5917163 51.4627863, -2.5917017 51.4627882, -2.591687 51.4627886, -2.5916761 51.4627868, -2.591658 51.4627811)",,,,,,,,0.023105730293568518,0.5,#feffbe
1163066615,footway,,,False,False,18.39,32.18679999999999,2.057,"LINESTRING (-2.5917163 51.4627863, -2.5919591 51.46274, -2.5919694 51.4627368)",,,,,,,,0.02138060970615756,0.5,#feffbe
1163066616,footway,,,False,True,32.15,32.18679999999999,3.595,"LINESTRING (-2.5917163 51.4627863, -2.5917763 51.4628458, -2.5915407 51.4630081)",,,,,,,,0.02138060970615756,0.5,#feffbe
