y,x,street_count,highway,ref,junction,railway,geometry
51.4810718,-2.6234405,3,,,,,POINT (-2.6234405 51.4810718)
51.4795212,-2.6182479,4,,,,,POINT (-2.6182479 51.4795212)
51.4795521,-2.6169861,3,,,,,POINT (-2.6169861 51.4795521)
51.4817447,-2.6243044,3,,,,,POINT (-2.6243044 51.4817447)
51.4588042,-2.6221789,3,,,,,POINT (-2.6221789 51.4588042)
51.4589761,-2.6217546,3,,,,,POINT (-2.6217546 51.4589761)
51.4597966,-2.6222062,3,,,,,POINT (-2.6222062 51.4597966)
51.4554849,-2.6264921,1,,,,,POINT (-2.6264921 51.4554849)
51.4674309,-2.5713039,3,,,,,POINT (-2.5713039 51.4674309)
51.4671297,-2.5694651,3,,,,,POINT (-2.5694651 51.4671297)
51.4593587,-2.5712805,3,,,,,POINT (-2.5712805 51.4593587)
51.4592053,-2.5703339,3,,,,,POINT (-2.5703339 51.4592053)
51.458208,-2.5704856,3,,,,,POINT (-2.5704856 51.458208)
51.4591151,-2.5718059,3,,,,,POINT (-2.5718059 51.4591151)
51.4582916,-2.5701332,3,,,,,POINT (-2.5701332 51.4582916)
51.4586579,-2.5783271,3,,,,,POINT (-2.5783271 51.4586579)
51.4606759,-2.577028,3,,,,,POINT (-2.577028 51.4606759)
51.4641584,-2.5742076,1,,,,,POINT (-2.5742076 51.4641584)
51.4563458,-2.5881075,3,,,,,POINT (-2.5881075 51.4563458)
51.4549401,-2.592994,3,,,,,POINT (-2.592994 51.4549401)
51.4462175,-2.5601845,3,,,,,POINT (-2.5601845 51.4462175)
51.446587,-2.5604996,3,,,,,POINT (-2.5604996 51.446587)
51.454852,-2.5699894,3,,,,,POINT (-2.5699894 51.454852)
51.4447097,-2.5597242,3,,,,,POINT (-2.5597242 51.4447097)
51.4449938,-2.5592084,3,,,,,POINT (-2.5592084 51.4449938)
51.4573234,-2.570915,4,,,,,POINT (-2.570915 51.4573234)
51.4541435,-2.5696324,3,,,,,POINT (-2.5696324 51.4541435)
51.447547,-2.5827863,3,,,,,POINT (-2.5827863 51.447547)
51.4474664,-2.5827418,4,crossing,,,,POINT (-2.5827418 51.4474664)
51.4456153,-2.59171,3,,,,,POINT (-2.59171 51.4456153)
51.4487138,-2.5842323,1,,,,,POINT (-2.5842323 51.4487138)
51.4489485,-2.5865737,1,,,,,POINT (-2.5865737 51.4489485)
51.4526368,-2.5890826,3,,,,,POINT (-2.5890826 51.4526368)
51.4541777,-2.5859643,3,,,,,POINT (-2.5859643 51.4541777)
51.4531872,-2.5883229,3,,,,,POINT (-2.5883229 51.4531872)
51.4530837,-2.5908093,3,,,,,POINT (-2.5908093 51.4530837)
51.4490524,-2.5899258,3,,,,,POINT (-2.5899258 51.4490524)
51.4487727,-2.5900815,3,,,,,POINT (-2.5900815 51.4487727)
51.4751816,-2.5601736,3,,,,,POINT (-2.5601736 51.4751816)
51.4745339,-2.5603738,3,,,,,POINT (-2.5603738 51.4745339)
51.4747318,-2.5612756,3,,,,,POINT (-2.5612756 51.4747318)
51.4752287,-2.5611034,3,,,,,POINT (-2.5611034 51.4752287)
51.4752737,-2.5609857,3,,,,,POINT (-2.5609857 51.4752737)
51.4747627,-2.559409,3,,,,,POINT (-2.559409 51.4747627)
51.4746544,-2.5641731,3,,,,,POINT (-2.5641731 51.4746544)
51.4745324,-2.5640192,3,,,,,POINT (-2.5640192 51.4745324)
51.4751178,-2.5624168,3,,,,,POINT (-2.5624168 51.4751178)
51.4748374,-2.5622416,3,,,,,POINT (-2.5622416 51.4748374)
51.475165,-2.5631165,3,,,,,POINT (-2.5631165 51.475165)
51.4747943,-2.5627942,4,crossing,,,,POINT (-2.5627942 51.4747943)
51.4744134,-2.5640844,3,,,,,POINT (-2.5640844 51.4744134)
51.4736404,-2.5643108,3,,,,,POINT (-2.5643108 51.4736404)
51.4738984,-2.5642678,3,,,,,POINT (-2.5642678 51.4738984)
51.4753464,-2.5647317,3,,,,,POINT (-2.5647317 51.4753464)
51.4752705,-2.5641781,3,,,,,POINT (-2.5641781 51.4752705)
51.4751979,-2.5634721,3,,,,,POINT (-2.5634721 51.4751979)
51.4665461,-2.5739165,1,,,,,POINT (-2.5739165 51.4665461)
51.4680594,-2.571508,1,,,,,POINT (-2.571508 51.4680594)
51.4679737,-2.5742664,3,,,,,POINT (-2.5742664 51.4679737)
51.4682589,-2.5744922,3,,,,,POINT (-2.5744922 51.4682589)
51.4684822,-2.574695,3,,,,,POINT (-2.574695 51.4684822)
