y,x,street_count,highway,ref,junction,railway,geometry
51.4162058,-2.5356159,3,,,,,POINT (-2.5356159 51.4162058)
51.4159551,-2.5412028,1,turning_circle,,,,POINT (-2.5412028 51.4159551)
51.416284,-2.5403597,3,,,,,POINT (-2.5403597 51.416284)
51.4166535,-2.5388849,3,,,,,POINT (-2.5388849 51.4166535)
51.4166242,-2.5387203,3,,,,,POINT (-2.5387203 51.4166242)
51.416088,-2.5384163,3,,,,,POINT (-2.5384163 51.416088)
51.4161862,-2.5365559,3,,,,,POINT (-2.5365559 51.4161862)
51.4136544,-2.5392571,3,,,,,POINT (-2.5392571 51.4136544)
51.4154266,-2.5406512,3,,,,,POINT (-2.5406512 51.4154266)
51.414575,-2.5393207,3,,,,,POINT (-2.5393207 51.414575)
51.4138609,-2.5435843,3,,,,,POINT (-2.5435843 51.4138609)
51.4159317,-2.5391598,3,,,,,POINT (-2.5391598 51.4159317)
51.4161896,-2.5373105,3,,,,,POINT (-2.5373105 51.4161896)
51.4162968,-2.5344793,3,mini_roundabout,,,,POINT (-2.5344793 51.4162968)
51.4152692,-2.538245,3,,,,,POINT (-2.538245 51.4152692)
51.4155348,-2.5373442,3,,,,,POINT (-2.5373442 51.4155348)
51.4132921,-2.5414698,3,,,,,POINT (-2.5414698 51.4132921)
51.4116512,-2.542115,3,,,,,POINT (-2.542115 51.4116512)
51.4146835,-2.5460356,3,,,,,POINT (-2.5460356 51.4146835)
51.4141187,-2.5385613,3,,,,,POINT (-2.5385613 51.4141187)
51.413111,-2.5412442,3,,,,,POINT (-2.5412442 51.413111)
51.4117562,-2.5456248,3,,,,,POINT (-2.5456248 51.4117562)
51.4141551,-2.5467458,3,,,,,POINT (-2.5467458 51.4141551)
51.4138176,-2.5458922,3,,,,,POINT (-2.5458922 51.4138176)
51.4136723,-2.5452994,3,,,,,POINT (-2.5452994 51.4136723)
51.41315,-2.5453981,3,,,,,POINT (-2.5453981 51.41315)
51.4122256,-2.5455892,3,,,,,POINT (-2.5455892 51.4122256)
51.4133332,-2.5461236,1,,,,,POINT (-2.5461236 51.4133332)
51.4133601,-2.5462368,3,,,,,POINT (-2.5462368 51.4133601)
51.4133842,-2.5463378,1,,,,,POINT (-2.5463378 51.4133842)
51.4128868,-2.5474686,3,,,,,POINT (-2.5474686 51.4128868)
51.4425211,-2.5722301,3,,,,,POINT (-2.5722301 51.4425211)
51.4592974,-2.5846996,3,,,,,POINT (-2.5846996 51.4592974)
51.4573287,-2.5849638,3,,,,,POINT (-2.5849638 51.4573287)
51.4603095,-2.5702641,3,,,,,POINT (-2.5702641 51.4603095)
51.4172435,-2.5422386,3,,,,,POINT (-2.5422386 51.4172435)
51.4174481,-2.5422039,3,,,,,POINT (-2.5422039 51.4174481)
51.4175523,-2.5422027,3,,,,,POINT (-2.5422027 51.4175523)
51.4177761,-2.5423232,3,,,,,POINT (-2.5423232 51.4177761)
51.4183335,-2.5445761,3,,,,,POINT (-2.5445761 51.4183335)
51.4175996,-2.5450707,3,,,,,POINT (-2.5450707 51.4175996)
51.4107982,-2.5456963,3,,,,,POINT (-2.5456963 51.4107982)
51.4102079,-2.5457443,3,,,,,POINT (-2.5457443 51.4102079)
51.4108597,-2.5476403,3,,,,,POINT (-2.5476403 51.4108597)
51.4116793,-2.5432484,3,,,,,POINT (-2.5432484 51.4116793)
51.4117208,-2.5443199,3,,,,,POINT (-2.5443199 51.4117208)
51.4113559,-2.5443504,3,,,,,POINT (-2.5443504 51.4113559)
51.4129689,-2.5474565,3,,,,,POINT (-2.5474565 51.4129689)
51.4120886,-2.5420924,3,,,,,POINT (-2.5420924 51.4120886)
51.4104573,-2.5414836,1,,,,,POINT (-2.5414836 51.4104573)
51.410869,-2.5421179,3,,,,,POINT (-2.5421179 51.410869)
51.4092658,-2.5431637,3,,,,,POINT (-2.5431637 51.4092658)
51.4097007,-2.5439142,3,,,,,POINT (-2.5439142 51.4097007)
51.4102325,-2.5465647,3,,,,,POINT (-2.5465647 51.4102325)
51.4092212,-2.5449209,3,,,,,POINT (-2.5449209 51.4092212)
51.4102411,-2.5468251,1,,,,,POINT (-2.5468251 51.4102411)
51.4098798,-2.5436472,3,,,,,POINT (-2.5436472 51.4098798)
51.4123384,-2.5398718,3,,,,,POINT (-2.5398718 51.4123384)
51.4115443,-2.5385625,4,,,,,POINT (-2.5385625 51.4115443)
51.411985,-2.5378035,3,,,,,POINT (-2.5378035 51.411985)
51.4123757,-2.5382922,3,,,,,POINT (-2.5382922 51.4123757)
51.4129693,-2.5373941,3,,,,,POINT (-2.5373941 51.4129693)
51.41251,-2.5367339,3,,,,,POINT (-2.5367339 51.41251)
51.413202,-2.5367198,1,,,,,POINT (-2.5367198 51.413202)
51.413299,-2.5368816,3,,,,,POINT (-2.5368816 51.413299)
51.4113781,-2.5398416,3,,,,,POINT (-2.5398416 51.4113781)
51.4110441,-2.5391902,3,,,,,POINT (-2.5391902 51.4110441)
51.4167206,-2.5451309,3,,,,,POINT (-2.5451309 51.4167206)
51.415821,-2.5453134,3,,,,,POINT (-2.5453134 51.415821)
51.4154127,-2.5455111,3,,,,,POINT (-2.5455111 51.4154127)
51.4156587,-2.5457425,3,,,,,POINT (-2.5457425 51.4156587)
51.4157363,-2.544658,3,,,,,POINT (-2.544658 51.4157363)
51.4159837,-2.5448975,3,,,,,POINT (-2.5448975 51.4159837)
51.4131227,-2.5358424,3,,,,,POINT (-2.5358424 51.4131227)
51.4184662,-2.5416589,3,,,,,POINT (-2.5416589 51.4184662)
51.4185846,-2.541733,1,,,,,POINT (-2.541733 51.4185846)
51.4180439,-2.5418516,3,,,,,POINT (-2.5418516 51.4180439)
51.4178606,-2.5421314,3,,,,,POINT (-2.5421314 51.4178606)
51.4136733,-2.5471471,3,,,,,POINT (-2.5471471 51.4136733)
51.413851,-2.5478285,3,,,,,POINT (-2.5478285 51.413851)
51.4141057,-2.5480082,3,,,,,POINT (-2.5480082 51.4141057)
51.4151682,-2.5467735,3,,,,,POINT (-2.5467735 51.4151682)
51.4162735,-2.5441092,3,,,,,POINT (-2.5441092 51.4162735)
51.4154608,-2.5471694,3,,,,,POINT (-2.5471694 51.4154608)
51.4157291,-2.5435152,3,,,,,POINT (-2.5435152 51.4157291)
51.4188397,-2.5424219,3,,,,,POINT (-2.5424219 51.4188397)
51.4189044,-2.5427342,3,,,,,POINT (-2.5427342 51.4189044)
51.4189299,-2.5428572,1,,,,,POINT (-2.5428572 51.4189299)
51.4180162,-2.543139,3,,,,,POINT (-2.543139 51.4180162)
51.4184032,-2.5455045,3,,,,,POINT (-2.5455045 51.4184032)
51.4181511,-2.5449841,3,,,,,POINT (-2.5449841 51.4181511)
51.416416,-2.5422469,4,,,,,POINT (-2.5422469 51.416416)
51.4182595,-2.5566562,1,,,,,POINT (-2.5566562 51.4182595)
51.4110897,-2.5476253,3,,,,,POINT (-2.5476253 51.4110897)
51.452772,-2.5845905,3,,,,,POINT (-2.5845905 51.452772)
51.410762,-2.5988799,3,,,,,POINT (-2.5988799 51.410762)
51.4106306,-2.5947143,3,,,,,POINT (-2.5947143 51.4106306)
51.4096444,-2.5989227,3,,,,,POINT (-2.5989227 51.4096444)
51.4115353,-2.6060814,3,,,,,POINT (-2.6060814 51.4115353)
51.4100697,-2.5986671,3,,,,,POINT (-2.5986671 51.4100697)
51.4097982,-2.5980849,3,,,,,POINT (-2.5980849 51.4097982)
51.4118172,-2.5983249,3,,,,,POINT (-2.5983249 51.4118172)
51.4110099,-2.5988634,3,,,,,POINT (-2.5988634 51.4110099)
51.4044463,-2.591784,3,,,,,POINT (-2.591784 51.4044463)
51.4036167,-2.594387,4,crossing,,,,POINT (-2.594387 51.4036167)
51.407233,-2.6218063,3,mini_roundabout,,,,POINT (-2.6218063 51.407233)
51.4068977,-2.5940044,3,,,,,POINT (-2.5940044 51.4068977)
51.4072418,-2.6010959,4,crossing,,,,POINT (-2.6010959 51.4072418)
51.4060748,-2.6046423,3,,,,,POINT (-2.6046423 51.4060748)
51.4053833,-2.6018703,3,,,,,POINT (-2.6018703 51.4053833)
51.405218,-2.6055362,3,,,,,POINT (-2.6055362 51.405218)
51.4076376,-2.603036,3,,,,,POINT (-2.603036 51.4076376)
51.41261,-2.5984503,3,,,,,POINT (-2.5984503 51.41261)
51.4130413,-2.5980302,3,,,,,POINT (-2.5980302 51.4130413)
51.4105975,-2.6002549,3,,,,,POINT (-2.6002549 51.4105975)
51.4115066,-2.5986131,3,,,,,POINT (-2.5986131 51.4115066)
51.4102757,-2.5987693,3,,,,,POINT (-2.5987693 51.4102757)
51.4068737,-2.5932926,4,,,,,POINT (-2.5932926 51.4068737)
51.4061828,-2.5919698,4,crossing,,,,POINT (-2.5919698 51.4061828)
51.4048327,-2.6041816,3,,,,,POINT (-2.6041816 51.4048327)
51.4057169,-2.603606,3,,,,,POINT (-2.603606 51.4057169)
51.4057958,-2.6016672,1,,,,,POINT (-2.6016672 51.4057958)
51.4044072,-2.6023508,3,,,,,POINT (-2.6023508 51.4044072)
51.409713,-2.5984969,3,,,,,POINT (-2.5984969 51.409713)
51.4068117,-2.5986871,3,,,,,POINT (-2.5986871 51.4068117)
51.407893,-2.6045124,4,,,,,POINT (-2.6045124 51.407893)
51.4073409,-2.6049911,3,,,,,POINT (-2.6049911 51.4073409)
51.4077928,-2.6062073,3,,,,,POINT (-2.6062073 51.4077928)
51.4076476,-2.607046,3,,,,,POINT (-2.607046 51.4076476)
51.4081378,-2.6069788,3,,,,,POINT (-2.6069788 51.4081378)
51.406869,-2.6070184,3,,,,,POINT (-2.6070184 51.406869)
51.4062935,-2.6070163,3,,,,,POINT (-2.6070163 51.4062935)
51.4054204,-2.6069844,3,,,,,POINT (-2.6069844 51.4054204)
51.4063008,-2.6059548,1,,,,,POINT (-2.6059548 51.4063008)
51.4068799,-2.6059374,1,,,,,POINT (-2.6059374 51.4068799)
51.4069174,-2.6034754,3,,,,,POINT (-2.6034754 51.4069174)
51.4076742,-2.6059113,3,,,,,POINT (-2.6059113 51.4076742)
51.4080631,-2.6068093,3,,,,,POINT (-2.6068093 51.4080631)
51.4084746,-2.6076398,3,,,,,POINT (-2.6076398 51.4084746)
51.4088122,-2.6083554,3,,,,,POINT (-2.6083554 51.4088122)
51.4093607,-2.6076827,4,,,,,POINT (-2.6076827 51.4093607)
51.4089441,-2.6069844,4,,,,,POINT (-2.6069844 51.4089441)
51.4085681,-2.6062128,4,,,,,POINT (-2.6062128 51.4085681)
51.4082064,-2.6053794,4,,,,,POINT (-2.6053794 51.4082064)
51.408909,-2.5992828,3,,,,,POINT (-2.5992828 51.408909)
51.4088007,-2.5998798,3,,,,,POINT (-2.5998798 51.4088007)
51.4106807,-2.599831,3,,,,,POINT (-2.599831 51.4106807)
51.4106402,-2.600038,3,,,,,POINT (-2.600038 51.4106402)
51.4092089,-2.6051794,1,,,,,POINT (-2.6051794 51.4092089)
51.4108773,-2.6078193,3,,,,,POINT (-2.6078193 51.4108773)
51.4120393,-2.6080954,3,,,,,POINT (-2.6080954 51.4120393)
51.4120357,-2.6073554,3,,,,,POINT (-2.6073554 51.4120357)
51.4088142,-2.6006848,3,,,,,POINT (-2.6006848 51.4088142)
51.4095525,-2.6005555,3,,,,,POINT (-2.6005555 51.4095525)
51.4089804,-2.6006568,3,,,,,POINT (-2.6006568 51.4089804)
51.407877,-2.6008522,3,,,,,POINT (-2.6008522 51.407877)
51.4074326,-2.5983277,3,,,,,POINT (-2.5983277 51.4074326)
51.4083918,-2.600761,3,,,,,POINT (-2.600761 51.4083918)
51.4084761,-2.6020961,3,,,,,POINT (-2.6020961 51.4084761)
51.4090748,-2.6018483,3,,,,,POINT (-2.6018483 51.4090748)
51.4053788,-2.5956929,3,,,,,POINT (-2.5956929 51.4053788)
51.4059521,-2.5954219,3,,,,,POINT (-2.5954219 51.4059521)
51.4043918,-2.5979541,3,,,,,POINT (-2.5979541 51.4043918)
51.404284,-2.5958332,3,,,,,POINT (-2.5958332 51.404284)
51.4083873,-2.5978911,3,,,,,POINT (-2.5978911 51.4083873)
51.4096509,-2.5959658,3,,,,,POINT (-2.5959658 51.4096509)
51.4065298,-2.5954003,3,,,,,POINT (-2.5954003 51.4065298)
51.4049711,-2.5958625,3,,,,,POINT (-2.5958625 51.4049711)
51.4035988,-2.5957761,3,,,,,POINT (-2.5957761 51.4035988)
51.4038004,-2.59907,3,,,,,POINT (-2.59907 51.4038004)
51.403964,-2.6002237,3,,,,,POINT (-2.6002237 51.403964)
51.4057405,-2.5955232,3,,,,,POINT (-2.5955232 51.4057405)
51.4047515,-2.5958567,3,,,,,POINT (-2.5958567 51.4047515)
51.4041892,-2.5945567,3,,,,,POINT (-2.5945567 51.4041892)
51.4068502,-2.5989229,3,,,,,POINT (-2.5989229 51.4068502)
51.4067064,-2.6070194,3,,,,,POINT (-2.6070194 51.4067064)
51.4066943,-2.6079648,3,,,,,POINT (-2.6079648 51.4066943)
51.4066791,-2.6088774,4,,,,,POINT (-2.6088774 51.4066791)
51.4062816,-2.6079525,1,,,,,POINT (-2.6079525 51.4062816)
51.4074445,-2.6070347,3,,,,,POINT (-2.6070347 51.4074445)
51.407422,-2.6088892,4,,,,,POINT (-2.6088892 51.407422)
51.4050291,-2.6020446,3,,,,,POINT (-2.6020446 51.4050291)
51.405294,-2.5924123,4,,,,,POINT (-2.5924123 51.405294)
51.405217,-2.592416,1,,,,,POINT (-2.592416 51.405217)
51.4061544,-2.5935258,1,,,,,POINT (-2.5935258 51.4061544)
51.4105071,-2.6089387,3,,,,,POINT (-2.6089387 51.4105071)
51.410314,-2.6092809,3,,,,,POINT (-2.6092809 51.410314)
51.4088155,-2.608968,3,,,,,POINT (-2.608968 51.4088155)
51.4054841,-2.6088674,3,,,,,POINT (-2.6088674 51.4054841)
51.4071339,-2.5937037,3,,,,,POINT (-2.5937037 51.4071339)
51.4100036,-2.5945122,3,,,,,POINT (-2.5945122 51.4100036)
51.4103156,-2.5961475,3,,,,,POINT (-2.5961475 51.4103156)
51.4015283,-2.5972181,3,,,,,POINT (-2.5972181 51.4015283)
51.4017364,-2.5961229,3,,,,,POINT (-2.5961229 51.4017364)
51.4027648,-2.5989854,3,,,,,POINT (-2.5989854 51.4027648)
51.4011096,-2.5982288,3,,,,,POINT (-2.5982288 51.4011096)
51.4022543,-2.5997204,3,,,,,POINT (-2.5997204 51.4022543)
51.4005683,-2.5981415,3,,,,,POINT (-2.5981415 51.4005683)
51.4029577,-2.5987921,3,,,,,POINT (-2.5987921 51.4029577)
51.4040274,-2.6054923,3,,,,,POINT (-2.6054923 51.4040274)
51.4040229,-2.6062804,3,,,,,POINT (-2.6062804 51.4040229)
51.4051924,-2.6059119,3,mini_roundabout,,,,POINT (-2.6059119 51.4051924)
51.4025151,-2.5996851,3,,,,,POINT (-2.5996851 51.4025151)
51.4037292,-2.5984182,3,,,,,POINT (-2.5984182 51.4037292)
51.4036136,-2.5965883,3,,,,,POINT (-2.5965883 51.4036136)
51.4031736,-2.5986399,3,,,,,POINT (-2.5986399 51.4031736)
51.4046114,-2.6062146,3,,,,,POINT (-2.6062146 51.4046114)
51.4054788,-2.609308,3,,,,,POINT (-2.609308 51.4054788)
51.4050848,-2.6103859,3,,,,,POINT (-2.6103859 51.4050848)
51.4054665,-2.6102928,3,,,,,POINT (-2.6102928 51.4054665)
51.4054,-2.6177081,3,,,,,POINT (-2.6177081 51.4054)
51.4061479,-2.6194639,3,,,,,POINT (-2.6194639 51.4061479)
51.4052104,-2.6172359,3,,,,,POINT (-2.6172359 51.4052104)
51.4057667,-2.6167336,3,,,,,POINT (-2.6167336 51.4057667)
51.4032674,-2.6047748,3,,,,,POINT (-2.6047748 51.4032674)
51.4029825,-2.6020656,3,,,,,POINT (-2.6020656 51.4029825)
51.4031537,-2.6029348,3,,,,,POINT (-2.6029348 51.4031537)
51.4037292,-2.6026483,3,,,,,POINT (-2.6026483 51.4037292)
51.4036161,-2.6020844,3,,,,,POINT (-2.6020844 51.4036161)
51.4042658,-2.6017423,3,,,,,POINT (-2.6017423 51.4042658)
51.4036948,-2.6061673,3,,,,,POINT (-2.6061673 51.4036948)
51.4036067,-2.6067414,3,,,,,POINT (-2.6067414 51.4036067)
51.4041496,-2.6062946,3,,,,,POINT (-2.6062946 51.4041496)
51.4103451,-2.5998773,3,,,,,POINT (-2.5998773 51.4103451)
51.4033273,-2.5880925,3,,,,,POINT (-2.5880925 51.4033273)
51.4045739,-2.5866214,3,,,,,POINT (-2.5866214 51.4045739)
51.4040197,-2.5900176,3,,,,,POINT (-2.5900176 51.4040197)
51.4051856,-2.5884548,3,,,,,POINT (-2.5884548 51.4051856)
51.4054195,-2.5880336,3,,,,,POINT (-2.5880336 51.4054195)
51.4060382,-2.5846405,3,,,,,POINT (-2.5846405 51.4060382)
51.4058737,-2.584331,4,,,,,POINT (-2.584331 51.4058737)
51.4056157,-2.5842277,4,,,,,POINT (-2.5842277 51.4056157)
51.4050118,-2.5839394,3,,,,,POINT (-2.5839394 51.4050118)
51.4049079,-2.5874134,3,,,,,POINT (-2.5874134 51.4049079)
51.4035432,-2.5889262,3,,,,,POINT (-2.5889262 51.4035432)
51.4050388,-2.5871084,3,,,,,POINT (-2.5871084 51.4050388)
51.4043921,-2.5904559,3,,,,,POINT (-2.5904559 51.4043921)
51.4038954,-2.5898085,3,,,,,POINT (-2.5898085 51.4038954)
51.4034625,-2.5886077,3,,,,,POINT (-2.5886077 51.4034625)
51.4085532,-2.5963284,3,,,,,POINT (-2.5963284 51.4085532)
51.4087042,-2.5955168,3,,,,,POINT (-2.5955168 51.4087042)
51.4024259,-2.6031581,3,,,,,POINT (-2.6031581 51.4024259)
51.4025593,-2.602481,3,,,,,POINT (-2.602481 51.4025593)
51.4031785,-2.591899,3,,,,,POINT (-2.591899 51.4031785)
51.4033432,-2.5928386,3,,,,,POINT (-2.5928386 51.4033432)
51.4036861,-2.5933158,3,,,,,POINT (-2.5933158 51.4036861)
51.4108751,-2.5981417,3,,,,,POINT (-2.5981417 51.4108751)
51.4049474,-2.5908978,3,,,,,POINT (-2.5908978 51.4049474)
51.4056435,-2.5891511,3,,,,,POINT (-2.5891511 51.4056435)
51.4131992,-2.6071983,3,,,,,POINT (-2.6071983 51.4131992)
51.4130753,-2.6062505,3,,,,,POINT (-2.6062505 51.4130753)
51.4129599,-2.6057157,3,,,,,POINT (-2.6057157 51.4129599)
51.4137178,-2.6066228,3,,,,,POINT (-2.6066228 51.4137178)
51.4130026,-2.605911,3,,,,,POINT (-2.605911 51.4130026)
51.4135646,-2.6055823,3,,,,,POINT (-2.6055823 51.4135646)
51.4128211,-2.6050729,3,,,,,POINT (-2.6050729 51.4128211)
51.4133854,-2.6047551,3,,,,,POINT (-2.6047551 51.4133854)
51.4102403,-2.6070482,3,,,,,POINT (-2.6070482 51.4102403)
51.4097235,-2.6078839,3,,,,,POINT (-2.6078839 51.4097235)
51.4106538,-2.6076094,3,,,,,POINT (-2.6076094 51.4106538)
51.4112645,-2.608046,3,,,,,POINT (-2.608046 51.4112645)
51.4120294,-2.6092022,3,,,,,POINT (-2.6092022 51.4120294)
51.4131633,-2.6067956,3,,,,,POINT (-2.6067956 51.4131633)
51.4122539,-2.6024729,3,,,,,POINT (-2.6024729 51.4122539)
51.4132255,-2.6079835,3,,,,,POINT (-2.6079835 51.4132255)
51.4126005,-2.6072799,3,,,,,POINT (-2.6072799 51.4126005)
51.4108875,-2.6052533,3,,,,,POINT (-2.6052533 51.4108875)
51.4098876,-2.6064763,3,,,,,POINT (-2.6064763 51.4098876)
51.409473,-2.6056909,3,,,,,POINT (-2.6056909 51.409473)
51.4098465,-2.6064192,3,,,,,POINT (-2.6064192 51.4098465)
51.4117431,-2.6101279,3,,,,,POINT (-2.6101279 51.4117431)
51.4118266,-2.6053354,3,,,,,POINT (-2.6053354 51.4118266)
51.4120992,-2.6043991,3,,,,,POINT (-2.6043991 51.4120992)
51.4116592,-2.6046069,3,,,,,POINT (-2.6046069 51.4116592)
51.4104747,-2.6063756,3,,,,,POINT (-2.6063756 51.4104747)
51.4103271,-2.6059125,3,,,,,POINT (-2.6059125 51.4103271)
51.4101379,-2.6052127,3,,,,,POINT (-2.6052127 51.4101379)
51.4104134,-2.6058101,3,,,,,POINT (-2.6058101 51.4104134)
51.4080097,-2.607999,1,,,,,POINT (-2.607999 51.4080097)
51.4084375,-2.6089151,3,,,,,POINT (-2.6089151 51.4084375)
51.4058333,-2.6011665,1,,,,,POINT (-2.6011665 51.4058333)
51.4055866,-2.6012829,3,,,,,POINT (-2.6012829 51.4055866)
51.4056603,-2.6017339,3,,,,,POINT (-2.6017339 51.4056603)
51.4072672,-2.5995864,1,,,,,POINT (-2.5995864 51.4072672)
51.4080565,-2.598982,3,,,,,POINT (-2.598982 51.4080565)
51.4073728,-2.5960066,3,,,,,POINT (-2.5960066 51.4073728)
51.4077204,-2.5961831,3,,,,,POINT (-2.5961831 51.4077204)
51.4068103,-2.5955745,3,,,,,POINT (-2.5955745 51.4068103)
51.4065448,-2.5962335,3,,,,,POINT (-2.5962335 51.4065448)
51.4095534,-2.6106575,1,,,,,POINT (-2.6106575 51.4095534)
51.4097886,-2.6093094,3,,,,,POINT (-2.6093094 51.4097886)
51.4081653,-2.6088962,3,,,,,POINT (-2.6088962 51.4081653)
51.4066801,-2.6093109,1,,,,,POINT (-2.6093109 51.4066801)
51.4074183,-2.6093394,1,,,,,POINT (-2.6093394 51.4074183)
51.4107182,-2.6100553,1,,,,,POINT (-2.6100553 51.4107182)
51.4121342,-2.6104304,3,,,,,POINT (-2.6104304 51.4121342)
51.4102006,-2.6202604,3,,,,,POINT (-2.6202604 51.4102006)
51.4100042,-2.6179037,3,,,,,POINT (-2.6179037 51.4100042)
51.4103925,-2.6161868,3,,,,,POINT (-2.6161868 51.4103925)
51.4112014,-2.6141522,3,,,,,POINT (-2.6141522 51.4112014)
51.4115102,-2.6130312,3,,,,,POINT (-2.6130312 51.4115102)
51.4089308,-2.6096665,1,,,,,POINT (-2.6096665 51.4089308)
51.4089885,-2.6090077,3,,,,,POINT (-2.6090077 51.4089885)
51.4115175,-2.619378,3,,,,,POINT (-2.619378 51.4115175)
51.4044972,-2.6226622,3,,,,,POINT (-2.6226622 51.4044972)
51.4119116,-2.6196698,3,,,,,POINT (-2.6196698 51.4119116)
51.411843,-2.619339,3,,,,,POINT (-2.619339 51.411843)
51.4106408,-2.6155789,3,,,,,POINT (-2.6155789 51.4106408)
51.4108516,-2.6150933,3,,,,,POINT (-2.6150933 51.4108516)
51.4156952,-2.6178318,3,,,,,POINT (-2.6178318 51.4156952)
51.413405,-2.6202182,3,,,,,POINT (-2.6202182 51.413405)
51.4141262,-2.6192488,3,,,,,POINT (-2.6192488 51.4141262)
51.4118053,-2.6118317,3,,,,,POINT (-2.6118317 51.4118053)
51.4054757,-2.6095239,3,,,,,POINT (-2.6095239 51.4054757)
51.4057921,-2.6088676,3,,,,,POINT (-2.6088676 51.4057921)
51.4062935,-2.6106412,1,,,,,POINT (-2.6106412 51.4062935)
51.4064068,-2.6163264,4,,,,,POINT (-2.6163264 51.4064068)
51.4050262,-2.6224893,3,,,,,POINT (-2.6224893 51.4050262)
51.4056361,-2.6203023,3,,,,,POINT (-2.6203023 51.4056361)
51.4067259,-2.6189899,3,,,,,POINT (-2.6189899 51.4067259)
51.4051787,-2.6212216,3,,,,,POINT (-2.6212216 51.4051787)
51.4053201,-2.6195477,3,,,,,POINT (-2.6195477 51.4053201)
51.4058359,-2.6187311,3,,,,,POINT (-2.6187311 51.4058359)
51.4062993,-2.620972,1,turning_circle,,,,POINT (-2.620972 51.4062993)
51.4070534,-2.6206227,3,,,,,POINT (-2.6206227 51.4070534)
51.4069749,-2.6201239,3,,,,,POINT (-2.6201239 51.4069749)
51.4076326,-2.6200337,3,,,,,POINT (-2.6200337 51.4076326)
51.4093047,-2.6193585,3,,,,,POINT (-2.6193585 51.4093047)
51.4099688,-2.6191457,3,,,,,POINT (-2.6191457 51.4099688)
51.4090007,-2.6195679,3,,,,,POINT (-2.6195679 51.4090007)
51.4098676,-2.6157081,3,,,,,POINT (-2.6157081 51.4098676)
51.4046519,-2.6179884,1,,,,,POINT (-2.6179884 51.4046519)
51.4046069,-2.6177135,3,,,,,POINT (-2.6177135 51.4046069)
51.4049468,-2.6162167,3,,,,,POINT (-2.6162167 51.4049468)
51.4053983,-2.6207774,3,,,,,POINT (-2.6207774 51.4053983)
51.409161,-2.6194523,3,,,,,POINT (-2.6194523 51.409161)
51.4077035,-2.616506,3,,,,,POINT (-2.616506 51.4077035)
51.4101512,-2.6170093,3,,,,,POINT (-2.6170093 51.4101512)
51.4093626,-2.6164757,3,,,,,POINT (-2.6164757 51.4093626)
51.4090061,-2.6159507,3,,,,,POINT (-2.6159507 51.4090061)
51.4085377,-2.6151877,3,,,,,POINT (-2.6151877 51.4085377)
51.4082138,-2.6172748,3,,,,,POINT (-2.6172748 51.4082138)
51.4090833,-2.6171432,3,,,,,POINT (-2.6171432 51.4090833)
51.4089013,-2.6185152,3,,,,,POINT (-2.6185152 51.4089013)
51.4061668,-2.615357,3,,,,,POINT (-2.615357 51.4061668)
51.4077132,-2.6143279,3,,,,,POINT (-2.6143279 51.4077132)
51.4078353,-2.6151695,3,,,,,POINT (-2.6151695 51.4078353)
51.4059621,-2.6119149,3,,,,,POINT (-2.6119149 51.4059621)
51.406397,-2.6121683,3,,,,,POINT (-2.6121683 51.406397)
51.4070186,-2.612552,3,,,,,POINT (-2.612552 51.4070186)
51.4067909,-2.6149258,3,,,,,POINT (-2.6149258 51.4067909)
51.4067332,-2.6123755,3,,,,,POINT (-2.6123755 51.4067332)
51.410733,-2.615334,3,,,,,POINT (-2.615334 51.410733)
51.4094725,-2.614523,3,,,,,POINT (-2.614523 51.4094725)
51.4081386,-2.6158143,3,,,,,POINT (-2.6158143 51.4081386)
51.4062065,-2.6177215,3,,,,,POINT (-2.6177215 51.4062065)
51.4054458,-2.6117954,3,,,,,POINT (-2.6117954 51.4054458)
51.406171,-2.6120398,3,,,,,POINT (-2.6120398 51.406171)
51.4066949,-2.6171514,3,,,,,POINT (-2.6171514 51.4066949)
51.4069769,-2.5706471,3,,,,,POINT (-2.5706471 51.4069769)
51.417246,-2.5868861,3,,,,,POINT (-2.5868861 51.417246)
51.4167856,-2.5868895,4,,,,,POINT (-2.5868895 51.4167856)
51.4165005,-2.588105,4,,,,,POINT (-2.588105 51.4165005)
51.4129613,-2.6011833,3,,,,,POINT (-2.6011833 51.4129613)
51.4768358,-2.6347955,3,,,,,POINT (-2.6347955 51.4768358)
51.4096053,-2.6013961,3,,,,,POINT (-2.6013961 51.4096053)
51.401627,-2.6003228,3,,,,,POINT (-2.6003228 51.401627)
51.4005822,-2.5992723,3,,,,,POINT (-2.5992723 51.4005822)
51.4729439,-2.6281092,3,,,,,POINT (-2.6281092 51.4729439)
51.4734744,-2.6291725,3,,,,,POINT (-2.6291725 51.4734744)
51.4698735,-2.5810938,3,,,,,POINT (-2.5810938 51.4698735)
51.4693887,-2.5798775,3,,,,,POINT (-2.5798775 51.4693887)
51.4674982,-2.5842682,3,,,,,POINT (-2.5842682 51.4674982)
51.4693648,-2.5800249,3,,,,,POINT (-2.5800249 51.4693648)
51.4514189,-2.6237687,3,,,,,POINT (-2.6237687 51.4514189)
51.4524071,-2.622711,3,,,,,POINT (-2.622711 51.4524071)
51.453981,-2.6201913,3,,,,,POINT (-2.6201913 51.453981)
51.4517365,-2.6215415,3,,,,,POINT (-2.6215415 51.4517365)
51.4519674,-2.6237325,1,turning_circle,,,,POINT (-2.6237325 51.4519674)
51.4455126,-2.5832161,1,,,,,POINT (-2.5832161 51.4455126)
