,u,v,key,distance,lighting,greenery,pollution,surface_quality
377,1280821702,1280656209,0,25.97719033801213,0.8,0.9,0.1,0.3
378,1280821702,3860810901,0,55.11966887081905,0.8,0.9,0.1,0.3
379,17476874,1280674364,0,28.997065425178032,0.2,0.1,1.0,0.1
380,17476874,385560628,0,27.031048822279118,0.2,0.1,1.0,0.1
381,17476874,302794082,0,64.76228913636454,0.2,0.1,1.0,0.1
382,17476871,302794082,0,34.99831829122162,0.2,0.1,1.0,0.1
383,17476871,17476842,0,100.94706011629017,0.2,0.1,1.0,0.1
384,17476871,17476821,0,23.627404441245982,0.2,0.9,0.1,0.1
385,17476871,2130610640,0,7.669203293458176,0.2,0.9,0.1,0.1
386,1280821720,1280821702,0,29.46739115270408,0.8,0.9,0.1,0.3
387,3860810901,12992899143,0,26.521420660242743,0.8,0.4,0.3,0.3
388,3860810901,2533775204,0,7.2075443991855765,0.2,0.4,0.3,0.1
389,3860810901,1280821702,0,55.11966887081905,0.8,0.9,0.1,0.3
390,3860810901,262440061,0,39.60680150457772,0.8,0.9,0.1,0.3
391,17476842,11124020086,0,29.220567243427574,0.2,0.4,0.3,0.1
392,17476842,260697232,0,34.8343429771934,0.2,0.1,1.0,0.1
393,17476842,17476871,0,100.94706011629017,0.2,0.1,1.0,0.1
394,2130610640,826736676,0,8.19309123884473,0.8,0.9,0.1,0.1
395,2130610640,2027862783,0,83.56716696033766,0.8,0.9,0.1,0.3
396,2130610640,17476871,0,7.669203293458176,0.2,0.9,0.1,0.1
397,117677937,262442011,0,17.064524755534038,0.8,0.4,0.3,0.1
398,117677937,1242132578,0,13.82285629861718,0.8,0.4,0.3,0.1
399,117677937,1242132572,0,14.162487475821793,0.8,0.4,0.3,0.1
400,1242132604,1242132572,0,5.1635840884136766,0.8,0.9,0.1,0.1
401,1242132604,1242132577,0,33.37964265959023,0.2,0.9,0.1,0.3
402,1242132604,1242132578,0,7.7594663350592326,0.8,0.9,0.1,0.1
403,3860786634,2433821542,0,139.89094984133305,0.2,0.9,0.1,0.3
404,3860786634,10901402914,0,11.05030896908141,0.2,0.9,0.1,0.3
405,3860786634,1242132577,0,6.70415143943703,0.2,0.9,0.1,0.3
406,11124020086,17476842,0,29.220567243427578,0.2,0.4,0.3,0.1
407,11124020086,1280281136,0,34.65330896405634,0.2,0.4,0.3,0.1
408,11124020086,260697232,0,18.93320274084983,0.2,0.9,0.1,0.1
409,11124020086,492221099,0,12.771561223815024,0.2,0.9,0.1,0.2
410,260697232,17476842,0,34.8343429771934,0.2,0.1,1.0,0.1
411,260697232,262441802,0,26.808933096155357,0.2,0.9,0.1,0.1
412,260697232,11124020086,0,18.933202740849826,0.2,0.9,0.1,0.1
413,1280281136,12649817254,0,6.605362462465347,0.2,0.4,0.3,0.2
414,1280281136,11124020086,0,34.653308964056336,0.2,0.4,0.3,0.1
415,492221099,2027862783,0,50.22192693598066,0.8,0.9,0.1,0.3
416,492221099,11124020086,0,12.771561223815024,0.2,0.9,0.1,0.2
417,492221099,12649817254,0,41.13470464047072,0.8,0.9,0.1,0.2
418,262441802,6056055380,0,14.789106125127788,0.8,0.9,0.1,0.3
419,262441802,260697232,0,26.80893309615536,0.2,0.9,0.1,0.1
420,262441802,262440061,0,30.961971355258818,0.8,0.9,0.1,0.3
421,826736676,2130610640,0,8.19309123884473,0.8,0.9,0.1,0.1
422,826736676,2433821537,0,103.43077776530295,0.8,0.9,0.1,0.3
423,826736676,6481238332,0,31.826211847172342,0.8,0.4,0.3,0.3
424,2027862783,2130610640,0,83.56716696033766,0.8,0.9,0.1,0.3
425,2027862783,492221099,0,50.221926935980655,0.8,0.9,0.1,0.3
426,2027862783,5919449198,0,56.73855842338145,0.2,0.4,0.3,0.3
427,1280674364,364165249,0,8.745284350449689,0.2,0.1,1.0,0.1
428,1280674364,17476874,0,28.997065425178032,0.2,0.1,1.0,0.1
429,1280674364,3860745715,0,8.682218908386353,0.2,0.9,0.1,0.1
430,1280674364,2433821535,0,6.99536028879007,0.2,0.9,0.1,0.1
431,385560628,2433821534,0,43.131949762833806,0.2,0.1,1.0,0.1
432,385560628,17476874,0,27.031048822279118,0.2,0.1,1.0,0.1
433,385560628,2433821537,0,9.566502398493704,0.2,0.9,0.1,0.3
434,385560628,2433821535,0,6.120756158692862,0.2,0.9,0.1,0.1
435,2433821535,1280674364,0,6.99536028879007,0.2,0.9,0.1,0.1
436,2433821535,385560628,0,6.120756158692862,0.2,0.9,0.1,0.1
437,2433821535,2433821534,0,8.30235338649769,0.2,0.9,0.1,0.1
438,2433821534,364165249,0,7.278774082951393,0.2,0.1,1.0,0.1
439,2433821534,385560628,0,43.131949762833806,0.2,0.1,1.0,0.1
440,2433821534,2433821535,0,8.30235338649769,0.2,0.9,0.1,0.1
441,2433821534,3860745718,0,8.531677698854658,0.2,0.9,0.1,0.1
442,2433821537,385560628,0,9.566502398493704,0.2,0.9,0.1,0.3
443,2433821537,492212322,0,35.762155194735044,0.2,0.9,0.1,0.3
444,2433821537,826736676,0,103.43077776530295,0.8,0.9,0.1,0.3
445,2433821542,262442262,0,40.37079055076603,0.2,0.4,0.3,0.1
446,2433821542,17476875,0,23.616169363527977,0.2,0.4,0.3,0.1
447,2433821542,2433821544,0,13.462919783373177,0.2,0.9,0.1,0.3
448,2433821542,3860786634,0,139.89094984133303,0.2,0.9,0.1,0.3
449,3860745718,17476875,0,5.959412118555461,0.2,0.9,0.1,0.1
450,3860745718,2433821534,0,8.531677698854658,0.2,0.9,0.1,0.1
451,3860745718,2433821544,0,19.232110745979355,0.2,0.9,0.1,0.1
452,262442262,364165243,0,23.291741790565478,0.2,0.4,0.3,0.1
453,262442262,262442266,0,54.894508222675015,0.2,0.6,0.4,0.1
454,262442262,2433821542,0,40.37079055076603,0.2,0.4,0.3,0.1
455,2433821544,2179076502,0,60.13133196094268,0.8,0.9,0.1,0.3
456,2433821544,3860745718,0,19.232110745979355,0.2,0.9,0.1,0.1
457,2433821544,2433821542,0,13.462919783373177,0.2,0.9,0.1,0.3
458,17660703,1247839593,0,18.594344299507124,0.2,0.1,1.0,0.1
459,17660703,5065034057,0,87.53709561673355,0.2,0.1,1.0,0.1
460,17660703,1280853195,0,27.94351914084968,0.2,0.1,1.0,0.1
461,1247839593,17660703,0,18.594344299507124,0.2,0.1,1.0,0.1
462,5065034057,17660703,0,87.53709561673354,0.2,0.1,1.0,0.1
463,1280853195,3696173720,0,14.705284371757527,0.2,0.3,0.7,0.1
464,1280853195,644926923,0,15.35962040617326,0.2,0.1,1.0,0.1
465,1280853195,17660703,0,27.94351914084968,0.2,0.1,1.0,0.1
466,3696173720,1280853195,0,14.705284371757527,0.2,0.3,0.7,0.1
467,3696173720,287226495,0,59.20560174300669,0.8,0.3,0.7,0.1
468,3696173720,1280853193,0,8.581555735456487,0.8,0.9,0.1,0.1
469,3696173720,9464338656,0,9.813006902665336,0.8,0.9,0.1,0.3
470,644926923,1280853195,0,15.35962040617326,0.2,0.1,1.0,0.1
471,644926923,17660738,0,19.51653265780479,0.2,0.1,1.0,0.1
472,644926923,5823455892,0,6.510143961697775,0.2,0.9,0.1,0.3
473,644926923,9464338656,0,9.423669985560203,0.2,0.9,0.1,0.1
474,17660726,17660738,0,119.9387793782565,0.2,0.1,1.0,0.1
475,17660738,644926968,0,19.601212038118152,0.2,0.3,0.7,0.1
476,17660738,644926923,0,19.51653265780479,0.2,0.1,1.0,0.1
477,17660738,17660726,0,119.9387793782565,0.2,0.1,1.0,0.1
478,644926968,13002072656,0,3.2915443963654125,0.8,0.9,0.1,0.1
479,644926968,17660738,0,19.601212038118156,0.2,0.3,0.7,0.1
480,644926968,3332266272,0,64.5900076897189,0.8,0.3,0.7,0.1
481,644926968,9464338656,0,6.902443370772216,0.8,0.9,0.1,0.1
482,13002072656,644926968,0,3.2915443963654125,0.8,0.9,0.1,0.1
483,3332266272,364165253,0,7.82670860725016,0.8,0.3,0.7,0.1
484,3332266272,3332266269,0,6.940909574609109,0.2,0.9,0.1,0.1
485,3332266272,644926968,0,64.59000768971892,0.8,0.3,0.7,0.1
486,3332266272,3332266271,0,14.677487997333657,0.8,0.9,0.1,0.3
487,9464338656,3696173720,0,9.813006902665336,0.8,0.9,0.1,0.3
488,9464338656,644926968,0,6.902443370772216,0.8,0.9,0.1,0.1
489,9464338656,644926923,0,9.423669985560203,0.2,0.9,0.1,0.1
490,5823455892,3329881929,0,145.65078830751847,0.2,0.4,0.3,0.3
491,5823455892,3329881929,1,42.013029443819974,0.2,0.4,0.3,0.3
492,5823455892,644926923,0,6.510143961697775,0.2,0.9,0.1,0.3
493,19871255,859323119,0,38.47491729957173,0.2,0.6,0.4,0.1
494,19871255,859323057,0,2.784192217762617,0.2,0.4,0.3,0.1
495,19871255,859323159,0,31.796707649582324,0.2,0.6,0.4,0.1
496,859323119,2433778866,0,2.35792778300024,0.2,0.6,0.4,0.1
497,859323119,19871255,0,38.47491729957173,0.2,0.6,0.4,0.1
498,859323119,859323159,0,30.486251056312724,0.2,0.6,0.4,0.1
499,859323057,364165243,0,31.95221787098571,0.2,0.4,0.3,0.1
500,859323057,262442292,0,55.60594733285539,0.2,0.4,0.3,0.1
501,859323057,19871255,0,2.784192217762617,0.2,0.4,0.3,0.1
502,859323159,3811627140,0,16.314814760709186,0.2,0.6,0.4,0.1
503,859323159,859323119,0,30.486251056312724,0.2,0.6,0.4,0.1
504,859323159,19871255,0,31.796707649582327,0.2,0.6,0.4,0.1
505,2433778866,859323119,0,2.35792778300024,0.2,0.6,0.4,0.1
506,2433778866,3811627143,0,12.38660212351134,0.2,0.6,0.4,0.1
507,2433778866,2433764639,0,55.715893471961444,0.2,0.9,0.1,0.1
508,364165243,262442262,0,23.291741790565478,0.2,0.4,0.3,0.1
509,364165243,859323057,0,31.95221787098571,0.2,0.4,0.3,0.1
510,364165243,2204308507,0,27.237631578225542,0.2,0.6,0.4,0.1
511,262442292,5435157624,0,38.735122326668126,0.2,0.6,0.4,0.1
512,262442292,19871274,0,85.0388930704271,0.2,0.4,0.3,0.1
513,262442292,859323057,0,55.60594733285539,0.2,0.4,0.3,0.1
514,262442292,2433764639,0,42.530392930060074,0.2,0.9,0.1,0.1
515,3811627140,859323159,0,16.314814760709186,0.2,0.6,0.4,0.1
516,3811627140,2433778872,0,14.728314473316615,0.2,0.6,0.4,0.1
517,3811627140,1968413548,0,7.1519195554998305,0.2,0.9,0.1,0.1
518,19871260,1247839597,0,22.910833236034634,0.2,0.6,0.4,0.2
519,19871260,859323141,0,15.04034389710583,0.2,0.6,0.4,0.2
520,19871260,2433778870,0,14.425744681732606,0.2,0.6,0.4,0.2
521,19871260,1968413560,0,10.005188158626314,0.2,0.9,0.1,0.2
522,1247839597,19871260,0,22.910833236034634,0.2,0.6,0.4,0.2
523,1247839597,25280232,0,92.77319475393196,0.2,0.6,0.4,0.1
524,1247839597,5423487737,0,21.979885470864392,0.2,0.4,0.3,0.1
525,859323141,19871260,0,15.04034389710583,0.2,0.6,0.4,0.2
526,859323141,19871261,0,38.38137524319833,0.2,0.6,0.4,0.2
527,859323141,859323188,0,36.12767419311018,0.2,0.6,0.4,0.2
528,2433778870,19871260,0,14.425744681732606,0.2,0.6,0.4,0.2
529,2433778870,2433778872,0,32.58590595255451,0.2,0.6,0.4,0.2
530,2433778870,2433778874,0,37.69117542003878,0.2,0.6,0.4,0.1
531,1968413560,19871260,0,10.005188158626314,0.2,0.9,0.1,0.2
532,1968413560,1968413548,0,47.545069680819445,0.2,0.9,0.1,0.1
533,1968413560,1968413578,0,49.10395660740706,0.2,0.9,0.1,0.2
534,25280232,262442627,0,9.843514562279045,0.2,0.4,0.3,0.1
535,25280232,25280229,0,58.53173423972486,0.2,0.4,0.3,0.1
536,25280232,1247839597,0,92.77319475393196,0.2,0.6,0.4,0.1
537,25280232,262442297,0,41.96152775118982,0.2,0.9,0.1,0.1
538,5423487737,1247839597,0,21.979885470864392,0.2,0.4,0.3,0.1
539,19871261,287225971,0,39.961324690828015,0.2,0.4,0.3,0.2
540,19871261,859323141,0,38.38137524319833,0.2,0.6,0.4,0.2
541,19871261,859323188,0,29.1656131277284,0.2,0.6,0.4,0.2
542,859323188,3811627145,0,16.812045647419897,0.2,0.6,0.4,0.1
543,859323188,859323141,0,36.12767419311018,0.2,0.6,0.4,0.2
544,859323188,19871261,0,29.165613127728395,0.2,0.6,0.4,0.2
545,2433778872,2433778870,0,32.58590595255451,0.2,0.6,0.4,0.2
546,2433778872,3811627140,0,14.728314473316615,0.2,0.6,0.4,0.1
547,2433778872,2433778874,0,28.901482612172735,0.2,0.6,0.4,0.1
548,2433778874,25280231,0,5.062507557395503,0.2,0.4,0.3,0.1
549,2433778874,2433778870,0,37.69117542003878,0.2,0.6,0.4,0.1
550,2433778874,2433778872,0,28.901482612172735,0.2,0.6,0.4,0.1
551,1968413548,1968413567,0,43.76057076789402,0.2,0.9,0.1,0.1
552,1968413548,1968413560,0,47.54506968081945,0.2,0.9,0.1,0.1
553,1968413548,3811627140,0,7.1519195554998305,0.2,0.9,0.1,0.1
554,1968413578,1968413560,0,49.10395660740706,0.2,0.9,0.1,0.2
555,1968413578,1968413567,0,47.341934910038894,0.2,0.9,0.1,0.2
556,1968413578,3811627145,0,9.639414287360415,0.2,0.9,0.1,0.2
557,364165242,287225971,0,72.35683802684447,0.2,0.4,0.3,0.1
558,364165242,364165239,0,32.29106291995238,0.8,0.4,0.3,0.1
559,364165242,19875363,0,61.60069569471027,0.2,0.4,0.3,0.1
560,3811627145,2433779953,0,6.574836505654488,0.2,0.6,0.4,0.1
561,3811627145,859323188,0,16.812045647419897,0.2,0.6,0.4,0.1
562,3811627145,1968413578,0,9.639414287360415,0.2,0.9,0.1,0.2
563,19871266,3811627143,0,20.57352189241612,0.2,0.6,0.4,0.1
564,19871266,2433779947,0,40.11159778345596,0.2,0.6,0.4,0.2
565,19871266,2433779953,0,37.08677050897218,0.2,0.6,0.4,0.1
566,3811627143,2433778866,0,12.38660212351134,0.2,0.6,0.4,0.1
567,3811627143,19871266,0,20.57352189241612,0.2,0.6,0.4,0.1
568,3811627143,1968413567,0,10.938859601087982,0.2,0.9,0.1,0.2
569,2433779947,364165239,0,6.857463411549641,0.2,0.4,0.3,0.2
570,2433779947,19871266,0,40.11159778345596,0.2,0.6,0.4,0.2
571,2433779947,2433779953,0,31.29192828713866,0.2,0.6,0.4,0.1
572,2433779953,3811627145,0,6.574836505654488,0.2,0.6,0.4,0.1
573,2433779953,19871266,0,37.08677050897218,0.2,0.6,0.4,0.1
574,2433779953,2433779947,0,31.291928287138656,0.2,0.6,0.4,0.1
575,1968413567,1968413578,0,47.34193491003889,0.2,0.9,0.1,0.2
576,1968413567,1968413548,0,43.76057076789402,0.2,0.9,0.1,0.1
577,1968413567,3811627143,0,10.938859601087982,0.2,0.9,0.1,0.2
578,364165239,10681863998,0,64.79828025979114,0.8,0.6,0.4,0.1
579,364165239,2433779947,0,6.857463411549641,0.2,0.4,0.3,0.2
580,364165239,364165242,0,32.29106291995238,0.8,0.4,0.3,0.1
581,5753086713,19871274,0,46.8205600387419,0.2,0.9,0.1,0.1
582,5753086713,10901402907,0,0.5650061312467551,0.8,0.4,0.3,0.1
583,5753086713,10901402911,0,11.545163083952719,0.8,0.4,0.3,0.1
584,10901402907,5753086713,0,0.5650061312467551,0.8,0.4,0.3,0.1
585,10901402907,10901402908,0,5.327794435907831,0.8,0.9,0.1,0.1
586,10901402907,10901402906,0,19.825614116796306,0.8,0.4,0.3,0.1
587,10901402911,5753086713,0,11.545163083952719,0.8,0.4,0.3,0.1
588,10901402911,262442261,0,18.118140145084592,0.2,0.4,0.3,0.1
589,10901402911,10901402910,0,23.514263616184763,0.8,0.4,0.3,0.1
590,5435157624,262442292,0,38.735122326668126,0.2,0.6,0.4,0.1
591,5435157624,262442266,0,13.350680047633025,0.2,0.6,0.4,0.1
592,5435157624,5435157625,0,4.362302194663907,0.2,0.4,0.3,0.1
593,2433764639,2433778866,0,55.715893471961444,0.2,0.9,0.1,0.1
594,2433764639,262442292,0,42.530392930060074,0.2,0.9,0.1,0.1
595,2433764639,2433764834,0,47.479732547946014,0.8,0.9,0.1,0.1
596,2433764639,2433764671,0,51.5015680615714,0.8,0.9,0.1,0.1
597,5906108611,5906108608,0,19.650825861718523,0.2,0.4,0.3,0.1
598,4795736877,293907316,0,4.002973546472964,0.8,0.4,0.3,0.1
599,4795736877,1079986909,0,136.0422098712396,0.2,0.4,0.3,0.1
600,4795736877,4795736874,0,23.777763897111207,0.8,0.4,0.3,0.1
601,5900430626,5900430623,0,24.160914752822546,0.2,0.4,0.3,0.1
602,21309748,12248092928,0,55.24815390206593,0.8,0.3,0.7,0.1
603,21309748,4794218449,0,119.76576496020468,0.8,0.4,0.3,0.1
604,21309748,21309820,0,43.01276472726515,0.8,0.3,0.7,0.1
605,4794218446,4794218449,0,17.58794138973343,0.8,0.9,0.1,0.3
606,21238592,3860908591,0,10.200898301803834,0.2,0.4,0.3,0.1
607,3860908591,2179076283,0,62.645242832039195,0.2,0.9,0.1,0.3
608,3860908591,21238592,0,10.200898301803834,0.2,0.4,0.3,0.1
609,3860908591,25280228,0,39.04679452259612,0.8,0.4,0.3,0.3
610,3860908591,2920948566,0,68.13786762668651,0.8,0.9,0.1,0.3
611,2179076283,2179076266,0,5.48471873361356,0.8,0.9,0.1,0.3
612,2179076283,3860908591,0,62.645242832039195,0.2,0.9,0.1,0.3
613,2179076283,5111590153,0,19.64465900908515,0.8,0.9,0.1,0.3
614,25280228,25280229,0,58.92598067061114,0.8,0.4,0.3,0.1
615,25280228,3860908591,0,39.04679452259612,0.8,0.4,0.3,0.3
616,25280228,262442297,0,41.13079659845923,0.8,0.9,0.1,0.1
617,25280228,25280227,0,58.52999899339048,0.2,0.4,0.3,0.1
618,2920948566,3860908593,0,5.890282813098679,0.8,0.9,0.1,0.3
619,2920948566,3860908593,1,51.938118102700464,0.8,0.4,0.3,0.3
620,2920948566,3860908591,0,68.13786762668651,0.8,0.9,0.1,0.3
621,2920948566,2920948564,0,9.357621475395138,0.2,0.4,0.3,0.1
622,21257368,13275305469,0,18.006833667049012,0.2,0.3,0.7,0.1
623,21257368,6226112849,0,17.949571196851593,0.2,0.3,0.7,0.1
624,13275305469,21257368,0,18.006833667049012,0.2,0.3,0.7,0.1
625,13275305469,13275305468,0,58.02115870074397,0.2,0.6,0.3,0.1
626,6226112849,21257368,0,17.949571196851593,0.2,0.3,0.7,0.1
627,6226112849,21309452,0,18.94649583154292,0.2,0.3,0.7,0.1
628,6226112849,6226112846,0,19.29771393311054,0.2,0.9,0.1,0.1
629,13275305468,13275305469,0,58.02115870074396,0.2,0.6,0.3,0.1
630,21309452,6226112849,0,18.94649583154292,0.2,0.3,0.7,0.1
631,21309452,26466665,0,26.328878390619657,0.2,0.3,0.7,0.1
632,6226112846,6226112849,0,19.29771393311054,0.2,0.9,0.1,0.1
633,21309349,21309350,0,24.409665913248865,0.8,0.9,0.1,0.1
634,21309350,21309349,0,24.409665913248865,0.8,0.9,0.1,0.1
635,21309350,21309366,0,15.558646583074895,0.8,0.4,0.3,0.1
636,21309366,21309372,0,14.837571628044312,0.8,0.4,0.3,0.1
637,21309366,21309350,0,15.558646583074895,0.8,0.4,0.3,0.1
638,21309372,826648048,0,13.982467241321983,0.8,0.3,0.4,0.1
639,21309372,21309366,0,14.837571628044312,0.8,0.4,0.3,0.1
640,826648048,5822644363,0,23.839985920633737,0.2,0.3,0.4,0.1
641,826648048,21309372,0,13.982467241321983,0.8,0.3,0.4,0.1
642,826648048,5822644367,0,17.78840654062551,0.8,0.9,0.1,0.1
643,5822644363,826648048,0,23.839985920633737,0.2,0.3,0.4,0.1
644,5822644363,5822644348,0,13.949919150422224,0.2,0.9,0.1,0.1
645,5822644363,12595689538,0,21.822793961579958,0.2,0.3,0.4,0.1
646,5822644363,5919449209,0,49.76558635530472,0.2,0.9,0.1,0.1
647,5822644367,826648048,0,17.78840654062551,0.8,0.9,0.1,0.1
648,5822644367,826648042,0,23.36819331225753,0.8,0.9,0.1,0.1
649,5822644367,5822644358,0,22.171123777808827,0.8,0.9,0.1,0.1
650,26466665,1080015188,0,48.345630092227566,0.2,0.4,0.3,0.1
651,26466665,21309452,0,26.328878390619657,0.2,0.3,0.7,0.1
652,26466665,12248092928,0,29.061480367797927,0.2,0.3,0.7,0.1
653,1080015188,26466665,0,48.34563009222756,0.2,0.4,0.3,0.1
654,1080015188,1081318805,0,33.089864631904746,0.2,0.6,0.4,0.1
655,1080015188,10816632963,0,63.50876583428857,0.2,0.6,0.4,0.1
656,12248092928,21309748,0,55.24815390206593,0.8,0.3,0.7,0.1
657,12248092928,26466665,0,29.061480367797927,0.2,0.3,0.7,0.1
658,12248092928,12248092926,0,12.540787996397814,0.8,0.9,0.1,0.1
659,21309820,21309822,0,9.055245902907405,0.8,0.3,0.7,0.1
660,21309820,5905199219,0,12.120652174101705,0.8,0.3,0.7,0.1
661,21309820,21309748,0,43.01276472726515,0.8,0.3,0.7,0.1
662,12248092926,12248092928,0,12.540787996397814,0.8,0.9,0.1,0.1
663,21309822,21309820,0,9.055245902907405,0.8,0.3,0.7,0.1
664,21309822,21309823,0,66.80883624898665,0.2,0.4,0.3,0.1
665,21309822,21309821,0,93.05769385644459,0.8,0.3,0.7,0.1
666,5905199219,21309820,0,12.120652174101705,0.8,0.3,0.7,0.1
667,5905199219,4610359742,0,6.79242968092605,0.8,0.3,0.7,0.1
668,5905199219,5905199213,0,6.88019218550482,0.8,0.3,0.7,0.1
669,21309749,365559388,0,12.658519768086325,0.8,0.3,0.7,0.1
670,21309749,4654496419,0,6.3783049824890385,0.8,0.3,0.7,0.1
671,21309749,6111856719,0,5.754088561949804,0.8,0.4,0.3,0.1
672,365559388,21309749,0,12.658519768086325,0.8,0.3,0.7,0.1
673,365559388,1247760876,0,31.432082449045705,0.8,0.4,0.3,0.1
674,365559388,6225987537,0,44.15682015927804,0.8,0.3,0.7,0.1
675,4654496419,21309749,0,6.3783049824890385,0.8,0.3,0.7,0.1
676,4654496419,3860964491,0,15.905974084228689,0.8,0.3,0.7,0.1
677,4654496419,4654496416,0,15.371864095838504,0.8,0.3,0.7,0.1
678,6111856719,21309749,0,5.754088561949804,0.8,0.4,0.3,0.1
679,6111856719,6111856716,0,10.660390231084396,0.8,0.4,0.3,0.1
680,6111856719,6111856710,0,6.604633643430423,0.8,0.4,0.3,0.1
681,1247760876,1247760905,0,5.868664384353735,0.8,0.4,0.3,0.1
682,1247760876,1247760948,0,8.218713590324692,0.8,0.4,0.3,0.1
683,1247760876,365559388,0,31.432082449045705,0.8,0.4,0.3,0.1
684,6225987537,6225987531,0,9.666103824937693,0.8,0.3,0.7,0.1
685,6225987537,6225987532,0,9.81461367315287,0.8,0.3,0.7,0.1
686,6225987537,365559388,0,44.15682015927804,0.8,0.3,0.7,0.1
687,3860964491,4654496419,0,15.905974084228689,0.8,0.3,0.7,0.1
688,3860964491,6111856716,0,13.134629245005243,0.8,0.9,0.1,0.1
689,3860964491,4654496416,0,5.5683315205286,0.8,0.9,0.1,0.1
690,3860964491,5905199213,0,59.383640595535326,0.8,0.3,0.7,0.1
691,4654496416,3860964491,0,5.5683315205286,0.8,0.9,0.1,0.1
692,4654496416,4610359742,0,58.63946811573689,0.8,0.3,0.7,0.1
693,4654496416,4654496419,0,15.371864095838504,0.8,0.3,0.7,0.1
694,6111856716,6111856718,0,2.8690427554774307,0.2,0.4,0.3,0.1
695,6111856716,6111856719,0,10.660390231084396,0.8,0.4,0.3,0.1
696,6111856716,6111856710,0,6.7329170985453475,0.8,0.9,0.1,0.1
697,6111856716,3860964491,0,13.134629245005243,0.8,0.9,0.1,0.1
698,6111856710,6111856716,0,6.7329170985453475,0.8,0.9,0.1,0.1
699,6111856710,6111856719,0,6.604633643430423,0.8,0.4,0.3,0.1
700,6111856710,6111856718,0,8.074995708346755,0.2,0.4,0.3,0.1
701,21309750,1081318790,0,5.401961299861645,0.2,0.6,0.4,0.1
702,21309750,6471108988,0,21.320969735661667,0.2,0.3,0.7,0.1
703,21309750,364165253,0,33.33751848738481,0.2,0.3,0.7,0.1
704,1081318790,21309750,0,5.401961299861645,0.2,0.6,0.4,0.1
705,1081318790,1281318363,0,38.69910170311863,0.2,0.9,0.1,0.1
706,1081318790,374166815,0,20.782030660004963,0.2,0.6,0.4,0.1
707,1081318790,3332266267,0,37.66790065408331,0.2,0.9,0.1,0.1
708,6471108988,3332266271,0,54.47030052091708,0.8,0.3,0.7,0.1
709,6471108988,21309750,0,21.320969735661667,0.2,0.3,0.7,0.1
710,6471108988,1281318363,0,17.281620490916932,0.2,0.3,0.7,0.1
711,364165253,3332266267,0,7.789349953923451,0.2,0.6,0.4,0.1
712,364165253,3332266272,0,7.82670860725016,0.8,0.3,0.7,0.1
713,364165253,21309750,0,33.33751848738481,0.2,0.3,0.7,0.1
714,1281318363,1081318790,0,38.69910170311863,0.2,0.9,0.1,0.1
715,1281318363,6225987538,0,26.45124565107333,0.2,0.3,0.7,0.1
716,1281318363,3332266270,0,68.54678066374187,0.2,0.9,0.1,0.1
717,1281318363,6471108988,0,17.281620490916932,0.2,0.3,0.7,0.1
718,374166815,2743760828,0,71.67845106973328,0.2,0.6,0.4,0.1
719,374166815,287226633,0,72.53163610803604,0.2,0.6,0.4,0.1
720,374166815,1081318790,0,20.782030660004963,0.2,0.6,0.4,0.1
721,3332266267,364165253,0,7.789349953923451,0.2,0.6,0.4,0.1
722,3332266267,3332266269,0,8.410752308409855,0.2,0.9,0.1,0.1
723,3332266267,287226719,0,50.04293475493353,0.2,0.6,0.4,0.1
724,3332266267,1081318790,0,37.66790065408331,0.2,0.9,0.1,0.1
725,3332266271,287226495,0,8.247266841351841,0.8,0.3,0.7,0.1
726,3332266271,3332266270,0,4.944406795722346,0.2,0.9,0.1,0.1
727,3332266271,6471108988,0,54.47030052091708,0.8,0.3,0.7,0.1
728,3332266271,3332266272,0,14.677487997333657,0.8,0.9,0.1,0.3
729,21309823,1079382178,0,32.130281467631654,0.2,0.6,0.4,0.1
730,21309823,21309822,0,66.80883624898665,0.2,0.4,0.3,0.1
731,21309823,1080015181,0,18.982730138543964,0.2,0.6,0.4,0.1
732,21309821,30239268,0,38.034256372002176,0.8,0.4,0.3,0.1
733,21309821,1227136503,0,45.42451546885198,0.2,0.3,0.7,0.1
734,21309821,1247760948,0,16.536042432010078,0.8,0.4,0.3,0.1
735,21309821,21309822,0,93.05769385644459,0.8,0.3,0.7,0.1
736,4610359742,5905199219,0,6.79242968092605,0.8,0.3,0.7,0.1
737,4610359742,4654496416,0,58.63946811573689,0.8,0.3,0.7,0.1
738,4610359742,5905199213,0,4.343557573595995,0.8,0.9,0.1,0.1
739,5905199213,4610359742,0,4.343557573595995,0.8,0.9,0.1,0.1
740,5905199213,3860964491,0,59.38364059553531,0.8,0.3,0.7,0.1
741,5905199213,5905199219,0,6.88019218550482,0.8,0.3,0.7,0.1
742,30239268,21309821,0,38.034256372002176,0.8,0.4,0.3,0.1
743,30239268,30239270,0,66.66095847273377,0.2,0.6,0.4,0.1
744,30239268,30239256,0,27.815436030439443,0.2,0.9,0.1,0.1
745,1227136503,21309821,0,45.42451546885198,0.2,0.3,0.7,0.1
746,1227136503,5359925883,0,20.693938956866884,0.2,0.3,0.7,0.1
747,1227136503,1227136451,0,65.58778078453197,0.2,0.6,0.4,0.1
748,1247760948,1247760876,0,8.218713590324692,0.8,0.4,0.3,0.1
749,1247760948,21309821,0,16.536042432010078,0.8,0.4,0.3,0.1
750,1247760948,1247761041,0,11.446215234301603,0.8,0.4,0.3,0.1
751,30239270,1079382178,0,9.054472539676524,0.2,0.6,0.4,0.1
