u,v,key,osmid,highway,maxspeed,name,oneway,reversed,length,geometry,lit,surface,lanes,ref,service,tunnel,access,bridge,junction
364165249,17476875,0,108234591,trunk,30 mph,Bond Street South,False,False,6.710850396727056,"LINESTRING (-2.5840459 51.459565, -2.5840601 51.4596247)",yes,asphalt,,A4044,,,,,
17476875,364165249,0,108234591,trunk,30 mph,Bond Street South,False,True,6.710850396727056,"LINESTRING (-2.5840601 51.4596247, -2.5840459 51.459565)",yes,asphalt,,A4044,,,,,
17476875,2433821542,0,"[24038082, 108234591]","['trunk', 'unclassified']",30 mph,"['Bond Street South', 'Saint Paul Street']",False,False,23.616169363527977,"LINESTRING (-2.5840601 51.4596247, -2.584071 51.4597003, -2.5840666 51.4597591, -2.5841194 51.4598294)",yes,asphalt,,A4044,,,,,
17476875,3860745718,0,"[382866322, 1362339428]",footway,,,False,False,5.959412118555461,"LINESTRING (-2.5840601 51.4596247, -2.584106 51.4596219, -2.5841455 51.4596184)",yes,asphalt,,,,,,,
17476875,1280674371,0,"[382866322, 1362339429, 1362339430]",footway,,,False,True,13.947650611331735,"LINESTRING (-2.5840601 51.4596247, -2.5839802 51.45963, -2.5839296 51.4596345, -2.5839161 51.459618, -2.5838986 51.4595955)",yes,asphalt,,,,,,,
1280656209,17476820,0,12853099,unclassified,,,False,False,7.598506945308884,"LINESTRING (-2.5835423 51.4585614, -2.5836427 51.4585889)",yes,asphalt,,,,,,,
1280656209,1280821651,0,12853099,unclassified,,,False,True,27.540580067335107,"LINESTRING (-2.5835423 51.4585614, -2.5834509 51.4585484, -2.5833303 51.4585629, -2.5831687 51.4586136)",no,asphalt,,,,,,,
1280656209,5834330053,0,"[108234586, 1413912983]",footway,,,False,False,106.62374023165506,"LINESTRING (-2.5835423 51.4585614, -2.5835202 51.4586084, -2.5834984 51.4586949, -2.5835238 51.4589255, -2.5835628 51.459049, -2.5836191 51.4591896, -2.5837009 51.4593016, -2.5837036 51.4593778, -2.5836822 51.4594511, -2.5836486 51.4594928)",no,paving_stones,,,,,,,
1280656209,1280821702,0,"[1413912984, 1413912983]",footway,,,False,True,25.97719033801213,"LINESTRING (-2.5835423 51.4585614, -2.5835627 51.458515, -2.5836972 51.4583495)",no,paving_stones,,,,,,,
302794082,17476820,0,117066430,unclassified,,,False,True,15.332607043707647,"LINESTRING (-2.5838283 51.458664, -2.5836427 51.4585889)",yes,asphalt,,,,,,,
302794082,17476874,0,27326073,trunk,30 mph,Bond Street South,False,False,64.76228913636453,"LINESTRING (-2.5838283 51.458664, -2.5837992 51.4588208, -2.5837996 51.4589253, -2.5838179 51.4590246, -2.5838602 51.4591327, -2.5839225 51.4592344)",yes,asphalt,5,A4044,,,,,
302794082,17476871,0,27326073,trunk,30 mph,Bond Street South,False,True,34.99831829122162,"LINESTRING (-2.5838283 51.458664, -2.5839207 51.4585201, -2.5840314 51.458376)",yes,asphalt,5,A4044,,,,,
17476821,17476820,0,762556983,trunk,30 mph,Bond Street South,False,True,25.22343509697784,"LINESTRING (-2.5837823 51.4583794, -2.5836427 51.4585889)",yes,asphalt,,A4044,,,,,
17476821,1280821702,0,"[1413912969, 1413912966]",footway,,,False,False,6.768847293436016,"LINESTRING (-2.5837823 51.4583794, -2.583727 51.45836, -2.5836972 51.4583495)",yes,asphalt,,,,,,,
17476821,17476871,0,"[1413912968, 1413912969, 27326075]",footway,,,False,True,23.627404441245982,"LINESTRING (-2.5837823 51.4583794, -2.5838258 51.4583945, -2.5838483 51.4584023, -2.5839101 51.4583336, -2.5839385 51.4583435, -2.5840314 51.458376)",yes,asphalt,,,,,,,
1280821651,262441816,0,24239162,service,,,False,False,20.972657471500522,"LINESTRING (-2.5831687 51.4586136, -2.5829167 51.4587181)",no,paving_stones,,,,,,,
1280821651,1280656209,0,12853099,unclassified,,,False,False,27.540580067335107,"LINESTRING (-2.5831687 51.4586136, -2.5833303 51.4585629, -2.5834509 51.4585484, -2.5835423 51.4585614)",no,asphalt,,,,,,,
1280821651,5919438954,0,"[991645736, 42878902]","['pedestrian', 'unclassified']",,"['Tucker Street', 'Champion Square']",False,True,30.995050950537266,"LINESTRING (-2.5831687 51.4586136, -2.5829699 51.458407, -2.582941 51.4583737)",no,paving_stones,,,,,,,
5834330053,5834330054,0,617175638,footway,,,False,True,20.864644796902446,"LINESTRING (-2.5836486 51.4594928, -2.5833527 51.4594579)",no,paving_stones,,,,,,,
5834330053,11159894542,0,"[108234586, 1413912981]",footway,,,False,False,60.2493624685363,"LINESTRING (-2.5836486 51.4594928, -2.5836283 51.4595175, -2.5835586 51.4595629, -2.5830639 51.4597645, -2.5830026 51.4597753, -2.5829545 51.4598065)",no,asphalt,,,,,,,
5834330053,1280656209,0,"[108234586, 1413912983]",footway,,,False,True,106.62374023165506,"LINESTRING (-2.5836486 51.4594928, -2.5836822 51.4594511, -2.5837036 51.4593778, -2.5837009 51.4593016, -2.5836191 51.4591896, -2.5835628 51.459049, -2.5835238 51.4589255, -2.5834984 51.4586949, -2.5835202 51.4586084, -2.5835423 51.4585614)",no,paving_stones,,,,,,,
1280821702,1280821720,0,"[477207163, 477207164, 382871997]",footway,,,False,False,29.46739115270409,"LINESTRING (-2.5836972 51.4583495, -2.5835801 51.4583491, -2.5833226 51.4582783, -2.5833106 51.458275, -2.5832981 51.4582716)",no,paving_stones,,,,building_passage,,,
1280821702,17476821,0,"[1413912969, 1413912966]",footway,,,False,True,6.768847293436016,"LINESTRING (-2.5836972 51.4583495, -2.583727 51.45836, -2.5837823 51.4583794)",yes,asphalt,,,,,,,
1280821702,1280656209,0,"[1413912984, 1413912983]",footway,,,False,False,25.97719033801213,"LINESTRING (-2.5836972 51.4583495, -2.5835627 51.458515, -2.5835423 51.4585614)",no,paving_stones,,,,,,,
1280821702,3860810901,0,1413912984,footway,,,False,True,55.11966887081905,"LINESTRING (-2.5836972 51.4583495, -2.5840322 51.4579532, -2.5840679 51.4579109)",no,paving_stones,,,,,,,
17476874,1280674364,0,37282832,trunk,30 mph,Bond Street South,False,False,28.997065425178032,"LINESTRING (-2.5839225 51.4592344, -2.5840166 51.4594885)",yes,asphalt,2,A4044,,,,,
17476874,385560628,0,3527218,trunk,30 mph,Bond Street South,False,False,27.031048822279118,"LINESTRING (-2.5839225 51.4592344, -2.584071 51.4593542, -2.5841128 51.4593884, -2.5841639 51.4594253)",yes,asphalt,3,A4044,,,,,
17476874,302794082,0,27326073,trunk,30 mph,Bond Street South,False,True,64.76228913636454,"LINESTRING (-2.5839225 51.4592344, -2.5838602 51.4591327, -2.5838179 51.4590246, -2.5837996 51.4589253, -2.5837992 51.4588208, -2.5838283 51.458664)",yes,asphalt,5,A4044,,,,,
17476871,302794082,0,27326073,trunk,30 mph,Bond Street South,False,False,34.99831829122162,"LINESTRING (-2.5840314 51.458376, -2.5839207 51.4585201, -2.5838283 51.458664)",yes,asphalt,5,A4044,,,,,
17476871,17476842,0,202761594,trunk,30 mph,Bond Street South,False,True,100.94706011629017,"LINESTRING (-2.5840314 51.458376, -2.5843267 51.4579579, -2.5844747 51.4577549, -2.5846117 51.4575434)",yes,asphalt,4,A4044,,,,,
17476871,17476821,0,"[1413912968, 1413912969, 27326075]",footway,,,False,False,23.627404441245982,"LINESTRING (-2.5840314 51.458376, -2.5839385 51.4583435, -2.5839101 51.4583336, -2.5838483 51.4584023, -2.5838258 51.4583945, -2.5837823 51.4583794)",yes,asphalt,,,,,,,
17476871,2130610640,0,"[1413912968, 1413912967]",footway,,,False,True,7.669203293458176,"LINESTRING (-2.5840314 51.458376, -2.5841144 51.4584042, -2.5841286 51.458409)",yes,asphalt,,,,,,,
1280821720,1280821702,0,"[477207163, 477207164, 382871997]",footway,,,False,True,29.46739115270408,"LINESTRING (-2.5832981 51.4582716, -2.5833106 51.458275, -2.5833226 51.4582783, -2.5835801 51.4583491, -2.5836972 51.4583495)",no,paving_stones,,,,building_passage,,,
3860810901,12992899143,0,991645735,pedestrian,,Champion Square,False,False,26.521420660242743,"LINESTRING (-2.5840679 51.4579109, -2.5837209 51.4578102)",no,paving_stones,,,,,,,
3860810901,2533775204,0,991645735,pedestrian,,Champion Square,False,True,7.2075443991855765,"LINESTRING (-2.5840679 51.4579109, -2.5841624 51.457938)",yes,asphalt,,,,,,,
3860810901,1280821702,0,1413912984,footway,,,False,False,55.11966887081905,"LINESTRING (-2.5840679 51.4579109, -2.5840322 51.4579532, -2.5836972 51.4583495)",no,paving_stones,,,,,,,
3860810901,262440061,0,1413912984,footway,,,False,True,39.60680150457772,"LINESTRING (-2.5840679 51.4579109, -2.5841005 51.4578727, -2.5842333 51.4576855, -2.5842915 51.4575835)",no,paving_stones,,,,,,,
17476842,11124020086,0,22988932,trunk_link,30 mph,Bond Street South,False,True,29.220567243427574,"LINESTRING (-2.5846117 51.4575434, -2.5847312 51.4574137, -2.5847624 51.4573597, -2.5847833 51.4573054)",yes,asphalt,3,A420,,,,,
17476842,260697232,0,39247714,trunk,30 mph,Bond Street South,False,True,34.8343429771934,"LINESTRING (-2.5846117 51.4575434, -2.5846027 51.4574126, -2.5846097 51.4572303)",yes,asphalt,2,A4044,,,,,
17476842,17476871,0,202761594,trunk,30 mph,Bond Street South,False,False,100.94706011629017,"LINESTRING (-2.5846117 51.4575434, -2.5844747 51.4577549, -2.5843267 51.4579579, -2.5840314 51.458376)",yes,asphalt,4,A4044,,,,,
2130610640,826736676,0,40554731,footway,,,False,False,8.19309123884473,"LINESTRING (-2.5841286 51.458409, -2.5840801 51.4584762)",no,asphalt,,,,,,,
2130610640,2027862783,0,40554731,footway,,,False,True,83.56716696033766,"LINESTRING (-2.5841286 51.458409, -2.5842546 51.458266, -2.5844142 51.4580538, -2.5846005 51.457839, -2.584674 51.4577391)",no,paving_stones,,,,,,,
2130610640,17476871,0,"[1413912968, 1413912967]",footway,,,False,False,7.669203293458176,"LINESTRING (-2.5841286 51.458409, -2.5841144 51.4584042, -2.5840314 51.458376)",yes,asphalt,,,,,,,
117677937,262442011,0,166522672,unclassified,,Houlton Street,False,True,17.064524755534038,"LINESTRING (-2.5820373 51.4601377, -2.5819569 51.4601052, -2.5818425 51.4600443)",no,asphalt,,,,,,,
117677937,1242132578,0,332983350,unclassified,,Houlton Street,False,False,13.82285629861718,"LINESTRING (-2.5820373 51.4601377, -2.5821653 51.4601865, -2.5822096 51.4602002)",no,asphalt,,,,,,,
117677937,1242132572,0,382869604,trunk_link,,,False,True,14.162487475821793,"LINESTRING (-2.5820373 51.4601377, -2.5820935 51.4602162, -2.582092 51.4602576)",no,asphalt,,,,,,,
1242132604,1242132572,0,"[1413912974, 1413912975]",footway,,,False,False,5.1635840884136766,"LINESTRING (-2.5821657 51.4602643, -2.5821211 51.4602594, -2.582092 51.4602576)",no,asphalt,,,,,,,
1242132604,1242132577,0,"[382869602, 1413912972, 1413912973, 1413912974]",footway,,,False,True,33.37964265959023,"LINESTRING (-2.5821657 51.4602643, -2.5821963 51.4602794, -2.5822546 51.4603028, -2.5823075 51.4603246, -2.5823614 51.4603503, -2.5823734 51.460369, -2.5823543 51.4604309, -2.5823674 51.4604535, -2.5824038 51.4604908)",yes,paving_stones,,,,,,,
1242132604,1242132578,0,"[1413912976, 1413912977]",footway,,,False,True,7.7594663350592326,"LINESTRING (-2.5821657 51.4602643, -2.5821863 51.4602297, -2.5822096 51.4602002)",no,asphalt,,,,,,,
3860786634,2433821542,0,"[382869601, 235300325]",footway,,,False,"[False, True]",139.89094984133305,"LINESTRING (-2.5824556 51.4605417, -2.5826862 51.4604479, -2.5838363 51.4599626, -2.5840746 51.4598509, -2.5841194 51.4598294)",yes,paving_stones,,,,,,,
3860786634,10901402914,0,1173237856,footway,,,False,False,11.05030896908141,"LINESTRING (-2.5824556 51.4605417, -2.5823967 51.4605657, -2.5824401 51.4606142)",yes,paving_stones,,,,,,,
3860786634,1242132577,0,"[1413912971, 1413912972]",footway,,,False,False,6.70415143943703,"LINESTRING (-2.5824556 51.4605417, -2.5824387 51.4605265, -2.5824038 51.4604908)",yes,paving_stones,,,,,,,
11124020086,17476842,0,22988932,trunk_link,30 mph,Bond Street South,False,False,29.220567243427578,"LINESTRING (-2.5847833 51.4573054, -2.5847624 51.4573597, -2.5847312 51.4574137, -2.5846117 51.4575434)",yes,asphalt,3,A420,,,,,
11124020086,1280281136,0,22988932,trunk_link,30 mph,Bond Street South,False,True,34.65330896405634,"LINESTRING (-2.5847833 51.4573054, -2.5848035 51.4572545, -2.5848053 51.4572374, -2.5848077 51.4572064, -2.5848086 51.457195, -2.5848056 51.4571534, -2.5848005 51.4571183, -2.5847876 51.4570846, -2.584744 51.4570008)",yes,asphalt,3,A420,,,,,
11124020086,260697232,0,"[1413912961, 1413912964, 1413912965]",footway,,,False,False,18.93320274084983,"LINESTRING (-2.5847833 51.4573054, -2.5847071 51.4572956, -2.5846855 51.4572929, -2.5846836 51.4572309, -2.5846451 51.4572306, -2.5846097 51.4572303)",yes,asphalt,,,,,,,
11124020086,492221099,0,"[1413912965, 42878901]",footway,,,False,True,12.771561223815024,"LINESTRING (-2.5847833 51.4573054, -2.5848584 51.4573151, -2.5849638 51.4573287)",yes,paved,,,,,,,
260697232,17476842,0,39247714,trunk,30 mph,Bond Street South,False,False,34.8343429771934,"LINESTRING (-2.5846097 51.4572303, -2.5846027 51.4574126, -2.5846117 51.4575434)",yes,asphalt,2,A4044,,,,,
260697232,262441802,0,"[24038080, 1413912961, 1413912962, 1413912963]",footway,,,False,False,26.808933096155357,"LINESTRING (-2.5846097 51.4572303, -2.5845502 51.4572298, -2.5845244 51.4572297, -2.5845238 51.4573086, -2.5845016 51.4573085, -2.5844331 51.4573083, -2.5843832 51.4573082, -2.5843488 51.4573081)",yes,asphalt,,,,,,,
260697232,11124020086,0,"[1413912961, 1413912964, 1413912965]",footway,,,False,True,18.933202740849826,"LINESTRING (-2.5846097 51.4572303, -2.5846451 51.4572306, -2.5846836 51.4572309, -2.5846855 51.4572929, -2.5847071 51.4572956, -2.5847833 51.4573054)",yes,asphalt,,,,,,,
1280281136,12649817254,0,1258648261,service,,,False,False,6.605362462465347,"LINESTRING (-2.584744 51.4570008, -2.584829 51.4569739)",yes,paved,,,,,,,
1280281136,11124020086,0,22988932,trunk_link,30 mph,Bond Street South,False,False,34.653308964056336,"LINESTRING (-2.584744 51.4570008, -2.5847876 51.4570846, -2.5848005 51.4571183, -2.5848056 51.4571534, -2.5848086 51.457195, -2.5848077 51.4572064, -2.5848053 51.4572374, -2.5848035 51.4572545, -2.5847833 51.4573054)",yes,asphalt,3,A420,,,,,
492221099,2027862783,0,40554731,footway,,,False,False,50.22192693598066,"LINESTRING (-2.5849638 51.4573287, -2.5849235 51.4573899, -2.5848715 51.4574347, -2.5848387 51.4574746, -2.5848336 51.4575075, -2.5847592 51.4576005, -2.584674 51.4577391)",no,paving_stones,,,,,,,
492221099,11124020086,0,"[42878901, 1413912965]",footway,,,False,False,12.771561223815024,"LINESTRING (-2.5849638 51.4573287, -2.5848584 51.4573151, -2.5847833 51.4573054)",yes,paved,,,,,,,
492221099,12649817254,0,1365972622,footway,,,False,True,41.13470464047072,"LINESTRING (-2.5849638 51.4573287, -2.5849705 51.4572357, -2.5848935 51.457066, -2.584829 51.4569739)",no,paved,,,,,,,
262441802,6056055380,0,954084490,footway,,,False,True,14.789106125127788,"LINESTRING (-2.5843488 51.4573081, -2.5843375 51.4572172, -2.5843242 51.4571762)",no,paving_stones,,,,,,,
262441802,260697232,0,"[24038080, 1413912961, 1413912962, 1413912963]",footway,,,False,True,26.80893309615536,"LINESTRING (-2.5843488 51.4573081, -2.5843832 51.4573082, -2.5844331 51.4573083, -2.5845016 51.4573085, -2.5845238 51.4573086, -2.5845244 51.4572297, -2.5845502 51.4572298, -2.5846097 51.4572303)",yes,asphalt,,,,,,,
262441802,262440061,0,1413912985,footway,,,False,False,30.961971355258818,"LINESTRING (-2.5843488 51.4573081, -2.5843419 51.4574186, -2.5842915 51.4575835)",no,paving_stones,,,,,,,
826736676,2130610640,0,40554731,footway,,,False,True,8.19309123884473,"LINESTRING (-2.5840801 51.4584762, -2.5841286 51.458409)",no,asphalt,,,,,,,
826736676,2433821537,0,"[1266443937, 1266443938, 1266443939, 40554731, 1266443933, 1266443934]",footway,,,False,False,103.43077776530295,"LINESTRING (-2.5840801 51.4584762, -2.5840369 51.4585147, -2.5839685 51.458731, -2.5839629 51.4587934, -2.5839542 51.4588392, -2.5839951 51.4590359, -2.5840294 51.4591144, -2.5840983 51.4592165, -2.5842187 51.4593375, -2.5842405 51.4593539)",no,paving_stones,,,,,,,
826736676,6481238332,0,690763192,pedestrian,,Milk Street,False,False,31.826211847172342,"LINESTRING (-2.5840801 51.4584762, -2.5841146 51.4584857, -2.5844914 51.4586036)",no,paving_stones,,,,,permissive,,
2027862783,2130610640,0,40554731,footway,,,False,False,83.56716696033766,"LINESTRING (-2.584674 51.4577391, -2.5846005 51.457839, -2.5844142 51.4580538, -2.5842546 51.458266, -2.5841286 51.458409)",no,paving_stones,,,,,,,
2027862783,492221099,0,40554731,footway,,,False,True,50.221926935980655,"LINESTRING (-2.584674 51.4577391, -2.5847592 51.4576005, -2.5848336 51.4575075, -2.5848387 51.4574746, -2.5848715 51.4574347, -2.5849235 51.4573899, -2.5849638 51.4573287)",no,paving_stones,,,,,,,
2027862783,5919449198,0,192224369,pedestrian,,Hollister Street,False,False,56.73855842338145,"LINESTRING (-2.584674 51.4577391, -2.5847076 51.45775, -2.5852821 51.4579368, -2.5854145 51.4579288)",yes,paving_stones,,,,,permissive,,
1280674364,364165249,0,37282832,trunk,30 mph,Bond Street South,False,False,8.745284350449689,"LINESTRING (-2.5840166 51.4594885, -2.5840459 51.459565)",yes,asphalt,2,A4044,,,,,
1280674364,17476874,0,37282832,trunk,30 mph,Bond Street South,False,True,28.997065425178032,"LINESTRING (-2.5840166 51.4594885, -2.5839225 51.4592344)",yes,asphalt,2,A4044,,,,,
1280674364,3860745715,0,"[382866321, 1362339434]",footway,,,False,False,8.682218908386353,"LINESTRING (-2.5840166 51.4594885, -2.5839388 51.4595008, -2.5838939 51.4595031)",yes,asphalt,,,,,,,
1280674364,2433821535,0,"[1362339434, 1362339435]",footway,,,False,True,6.99536028879007,"LINESTRING (-2.5840166 51.4594885, -2.5840576 51.4594808, -2.5841133 51.4594704)",yes,asphalt,,,,,,,
385560628,2433821534,0,"[3527218, 108234587]",trunk,30 mph,"['Bond Street South', 'Bond Street']",False,"[False, True]",43.131949762833806,"LINESTRING (-2.5841639 51.4594253, -2.5841847 51.459438, -2.58424 51.4594579, -2.5843118 51.4594649, -2.5844447 51.4594665, -2.5841445 51.4595424)",yes,asphalt,"['3', '2']",A4044,,,,,
385560628,17476874,0,3527218,trunk,30 mph,Bond Street South,False,True,27.031048822279118,"LINESTRING (-2.5841639 51.4594253, -2.5841128 51.4593884, -2.584071 51.4593542, -2.5839225 51.4592344)",yes,asphalt,3,A4044,,,,,
385560628,2433821537,0,"[1362339440, 1266443935]",footway,,,False,False,9.566502398493704,"LINESTRING (-2.5841639 51.4594253, -2.5842124 51.4593846, -2.5842405 51.4593539)",yes,paving_stones,,,,,,,
385560628,2433821535,0,"[1362339440, 1362339439]",footway,,,False,True,6.120756158692862,"LINESTRING (-2.5841639 51.4594253, -2.5841411 51.4594444, -2.5841133 51.4594704)",yes,asphalt,,,,,,,
2433821535,1280674364,0,"[1362339434, 1362339435]",footway,,,False,False,6.99536028879007,"LINESTRING (-2.5841133 51.4594704, -2.5840576 51.4594808, -2.5840166 51.4594885)",yes,asphalt,,,,,,,
2433821535,385560628,0,"[1362339440, 1362339439]",footway,,,False,False,6.120756158692862,"LINESTRING (-2.5841133 51.4594704, -2.5841411 51.4594444, -2.5841639 51.4594253)",yes,asphalt,,,,,,,
2433821535,2433821534,0,"[1362339438, 1362339439]",footway,,,False,True,8.30235338649769,"LINESTRING (-2.5841133 51.4594704, -2.5841308 51.4595039, -2.5841445 51.4595424)",yes,asphalt,,,,,,,
2433821534,364165249,0,108234587,trunk,30 mph,Bond Street,False,True,7.278774082951393,"LINESTRING (-2.5841445 51.4595424, -2.5840459 51.459565)",yes,asphalt,2,,,,,,
2433821534,385560628,0,"[3527218, 108234587]",trunk,30 mph,"['Bond Street South', 'Bond Street']",False,"[False, True]",43.131949762833806,"LINESTRING (-2.5841445 51.4595424, -2.5844447 51.4594665, -2.5843118 51.4594649, -2.58424 51.4594579, -2.5841847 51.459438, -2.5841639 51.4594253)",yes,asphalt,"['3', '2']",A4044,,,,,
2433821534,2433821535,0,"[1362339438, 1362339439]",footway,,,False,False,8.30235338649769,"LINESTRING (-2.5841445 51.4595424, -2.5841308 51.4595039, -2.5841133 51.4594704)",yes,asphalt,,,,,,,
2433821534,3860745718,0,"[1362339437, 1362339438]",footway,,,False,True,8.531677698854658,"LINESTRING (-2.5841445 51.4595424, -2.5841525 51.4595647, -2.5841455 51.4596184)",yes,asphalt,,,,,,,
2433821537,385560628,0,"[1362339440, 1266443935]",footway,,,False,True,9.566502398493704,"LINESTRING (-2.5842405 51.4593539, -2.5842124 51.4593846, -2.5841639 51.4594253)",yes,paving_stones,,,,,,,
2433821537,492212322,0,"[1266443936, 235300629]",footway,,,False,False,35.762155194735044,"LINESTRING (-2.5842405 51.4593539, -2.5842735 51.4593705, -2.5843305 51.4593894, -2.5844137 51.4593887, -2.5844935 51.459378, -2.584579 51.4593526, -2.5846996 51.4592974)",yes,paving_stones,,,,,,,
2433821537,826736676,0,"[1266443937, 1266443938, 1266443939, 40554731, 1266443933, 1266443934]",footway,,,False,True,103.43077776530295,"LINESTRING (-2.5842405 51.4593539, -2.5842187 51.4593375, -2.5840983 51.4592165, -2.5840294 51.4591144, -2.5839951 51.4590359, -2.5839542 51.4588392, -2.5839629 51.4587934, -2.5839685 51.458731, -2.5840369 51.4585147, -2.5840801 51.4584762)",no,paving_stones,,,,,,,
2433821542,262442262,0,24038082,unclassified,30 mph,Saint Paul Street,False,False,40.37079055076603,"LINESTRING (-2.5841194 51.4598294, -2.5841586 51.4598819, -2.5843634 51.4601591)",yes,asphalt,,,,,,,
2433821542,17476875,0,"[24038082, 108234591]","['trunk', 'unclassified']",30 mph,"['Bond Street South', 'Saint Paul Street']",False,True,23.616169363527977,"LINESTRING (-2.5841194 51.4598294, -2.5840666 51.4597591, -2.584071 51.4597003, -2.5840601 51.4596247)",yes,asphalt,,A4044,,,,,
2433821542,2433821544,0,"[1362339427, 235300325]",footway,,,False,False,13.462919783373177,"LINESTRING (-2.5841194 51.4598294, -2.5841492 51.4598181, -2.5842825 51.4597636)",yes,paving_stones,,,,,,,
2433821542,3860786634,0,"[382869601, 235300325]",footway,,,False,"[False, True]",139.89094984133303,"LINESTRING (-2.5841194 51.4598294, -2.5840746 51.4598509, -2.5838363 51.4599626, -2.5826862 51.4604479, -2.5824556 51.4605417)",yes,paving_stones,,,,,,,
3860745718,17476875,0,"[382866322, 1362339428]",footway,,,False,True,5.959412118555461,"LINESTRING (-2.5841455 51.4596184, -2.584106 51.4596219, -2.5840601 51.4596247)",yes,asphalt,,,,,,,
3860745718,2433821534,0,"[1362339437, 1362339438]",footway,,,False,False,8.531677698854658,"LINESTRING (-2.5841455 51.4596184, -2.5841525 51.4595647, -2.5841445 51.4595424)",yes,asphalt,,,,,,,
3860745718,2433821544,0,"[1362339427, 1362339436, 1362339437]",footway,,,False,True,19.232110745979355,"LINESTRING (-2.5841455 51.4596184, -2.5841459 51.4596465, -2.5842083 51.4596995, -2.5842605 51.4597475, -2.5842825 51.4597636)",yes,asphalt,,,,,,,
262442262,364165243,0,3877718,unclassified,20 mph,Saint Paul Street,False,True,23.291741790565478,"LINESTRING (-2.5843634 51.4601591, -2.5845136 51.4603465)",yes,asphalt,2,,,,,,
262442262,262442266,0,24239206,residential,20 mph,Orange Street,False,True,54.894508222675015,"LINESTRING (-2.5843634 51.4601591, -2.5836602 51.4603866)",yes,asphalt,,,,,,,
262442262,2433821542,0,24038082,unclassified,30 mph,Saint Paul Street,False,True,40.37079055076603,"LINESTRING (-2.5843634 51.4601591, -2.5841586 51.4598819, -2.5841194 51.4598294)",yes,asphalt,,,,,,,
2433821544,2179076502,0,382880571,footway,,,False,False,60.13133196094268,"LINESTRING (-2.5842825 51.4597636, -2.5850318 51.4594907)",no,paving_stones,,,,,,,
2433821544,3860745718,0,"[1362339427, 1362339436, 1362339437]",footway,,,False,False,19.232110745979355,"LINESTRING (-2.5842825 51.4597636, -2.5842605 51.4597475, -2.5842083 51.4596995, -2.5841459 51.4596465, -2.5841455 51.4596184)",yes,asphalt,,,,,,,
2433821544,2433821542,0,"[1362339427, 235300325]",footway,,,False,True,13.462919783373177,"LINESTRING (-2.5842825 51.4597636, -2.5841492 51.4598181, -2.5841194 51.4598294)",yes,paving_stones,,,,,,,
17660703,1247839593,0,3527220,trunk,20 mph,Bond Street,False,False,18.594344299507124,"LINESTRING (-2.5901682 51.4596839, -2.5899505 51.4595861)",yes,asphalt,2,A4044,,,,,
17660703,5065034057,0,"[365406619, 38696934]",trunk,20 mph,"[""St James' Barton"", 'Bond Street']",False,"[False, True]",87.53709561673355,"LINESTRING (-2.5901682 51.4596839, -2.5901487 51.4596026, -2.5901284 51.4595574, -2.5901129 51.4594792, -2.5901384 51.4593965, -2.5902104 51.4593056, -2.5900195 51.459313, -2.5899697 51.4593135, -2.5899337 51.4593135, -2.5895789 51.4593167)",yes,asphalt,3,"['A4044', 'A38']",,,,,circular
17660703,1280853195,0,"[1414930796, 202755223]",trunk,20 mph,St James' Barton,False,True,27.94351914084968,"LINESTRING (-2.5901682 51.4596839, -2.5903723 51.4598031, -2.5904855 51.459834)",yes,asphalt,"['2', '4']",A38,,,,,circular
1247839593,17660703,0,3527220,trunk,20 mph,Bond Street,False,True,18.594344299507124,"LINESTRING (-2.5899505 51.4595861, -2.5901682 51.4596839)",yes,asphalt,2,A4044,,,,,
5065034057,17660703,0,"[365406619, 38696934]",trunk,20 mph,"[""St James' Barton"", 'Bond Street']",False,"[False, True]",87.53709561673354,"LINESTRING (-2.5895789 51.4593167, -2.5899337 51.4593135, -2.5899697 51.4593135, -2.5900195 51.459313, -2.5902104 51.4593056, -2.5901384 51.4593965, -2.5901129 51.4594792, -2.5901284 51.4595574, -2.5901487 51.4596026, -2.5901682 51.4596839)",yes,asphalt,3,"['A4044', 'A38']",,,,,circular
1280853195,3696173720,0,382889005,primary,20 mph,North Street,False,True,14.705284371757527,"LINESTRING (-2.5904855 51.459834, -2.5906137 51.4599394)",yes,asphalt,2,A38,,,,,
1280853195,644926923,0,202755224,trunk,20 mph,St James' Barton,False,True,15.35962040617326,"LINESTRING (-2.5904855 51.459834, -2.5906121 51.4598411, -2.5907039 51.4598269)",yes,asphalt,2,A38,,,,,circular
1280853195,17660703,0,"[1414930796, 202755223]",trunk,20 mph,St James' Barton,False,False,27.94351914084968,"LINESTRING (-2.5904855 51.459834, -2.5903723 51.4598031, -2.5901682 51.4596839)",yes,asphalt,"['2', '4']",A38,,,,,circular
3696173720,1280853195,0,382889005,primary,20 mph,North Street,False,False,14.705284371757527,"LINESTRING (-2.5906137 51.4599394, -2.5904855 51.459834)",yes,asphalt,2,A38,,,,,
3696173720,287226495,0,"[112748680, 112748673, 112748674]",primary,20 mph,North Street,False,True,59.20560174300669,"LINESTRING (-2.5906137 51.4599394, -2.5906409 51.4599725, -2.5906626 51.4600111, -2.5907333 51.4601458, -2.5908029 51.4602772, -2.5908459 51.4604494)",no,asphalt,"['1', '2']",A38,,,,,
